 rseg,lseg,Shortname,Landuse_Type,const,lbs
PM0_4640_4820,A24031,UrbStrmRest,imh,SED,112.38581
PM0_4640_4820,A24031,UrbStrmRest,iml,TN,1.1376963
PM0_4640_4820,A24031,UrbStrmRest,iml,TP,0.14221203
PM0_4640_4820,A24031,UrbStrmRest,iml,SED,113.76963
PM0_4640_4820,A24031,UrbStrmRest,puh,TN,0.78185731
PM0_4640_4820,A24031,UrbStrmRest,puh,TP,9.7732164E-2
PM0_4640_4820,A24031,UrbStrmRest,puh,SED,78.18573
PM0_4640_4820,A24031,UrbStrmRest,pul,TN,7.2640576
PM0_4640_4820,A24031,UrbStrmRest,pul,TP,0.9080072
PM0_4640_4820,A24031,UrbStrmRest,pul,SED,726.40576
PS5_4380_4370,A51043,NonUrbStrmRest,trp,TN,10
PS5_4380_4370,A51043,NonUrbStrmRest,trp,TP,1.25
PS5_4380_4370,A51043,NonUrbStrmRest,trp,SED,1000
PS5_4380_4370,A51187,NonUrbStrmRest,trp,TN,5.5999999
PS5_4380_4370,A51187,NonUrbStrmRest,trp,TP,0.69999999
PS5_4380_4370,A51187,NonUrbStrmRest,trp,SED,560
PS3_6460_6230,A51015,NonUrbStrmRest,trp,TN,9
PS3_6460_6230,A51015,NonUrbStrmRest,trp,TP,1.125
PS3_6460_6230,A51015,NonUrbStrmRest,trp,SED,900
PU3_2510_3290,A24043,UrbStrmRest,imh,TN,0
PU3_2510_3290,A24043,UrbStrmRest,imh,TP,0
PU3_2510_3290,A24043,UrbStrmRest,imh,SED,0
PU3_2510_3290,A24043,UrbStrmRest,iml,TN,7.2783406E-4
PU3_2510_3290,A24043,UrbStrmRest,iml,TP,9.0979258E-5
PU3_2510_3290,A24043,UrbStrmRest,iml,SED,7.2783411E-2
PU3_2510_3290,A24043,UrbStrmRest,puh,TN,0
PU3_2510_3290,A24043,UrbStrmRest,puh,TP,0
PU3_2510_3290,A24043,UrbStrmRest,puh,SED,0
PU3_2510_3290,A24043,UrbStrmRest,pul,TN,4.6581379E-3
PU3_2510_3290,A24043,UrbStrmRest,pul,TP,5.8226724E-4
PU3_2510_3290,A24043,UrbStrmRest,pul,SED,0.46581379
PU3_2510_3290,A42055,DirtGravelnoDSA,for,SED,274.83585
PU3_2510_3290,A42055,DirtGravelDSAOut,for,SED,326.43875
PU3_2510_3290,B42055,DirtGravelDSAOut,for,SED,6895.9307
PU3_2510_3290,B42055,DirtGravelnoDSA,for,SED,5805.8335
PU3_2510_3290,A42099,DirtGravelDSAOut,for,SED,166.8273
PU3_2510_3290,A42099,DirtGravelDSA,for,SED,10.193929
PU2_2790_3290,B42001,DirtGravelDSA,for,SED,3186.1169
PU2_2790_3290,B42001,DirtGravelDSAOut,for,SED,1325.5782
PU2_2790_3290,B42001,DirtGravelnoDSA,for,SED,2817.0337
PU2_2790_3290,B42041,DirtGravelnoDSA,for,SED,283.28217
PU2_2790_3290,B42041,DirtGravelDSAOut,for,SED,86.38662
PU2_2790_3290,B42041,DirtGravelDSA,for,SED,186.03751
PU2_2790_3290,A42055,DirtGravelDSAOut,for,SED,5705.9023
PU2_2790_3290,A42055,DirtGravelnoDSA,for,SED,4803.9229
PU2_2790_3290,B42055,DirtGravelnoDSA,for,SED,781.29291
PU2_2790_3290,B42055,DirtGravelDSAOut,for,SED,927.98755
PU2_2840_3080,A24043,UrbStrmRest,imh,TN,0
PU2_2840_3080,A24043,UrbStrmRest,imh,TP,0
PU2_2840_3080,A24043,UrbStrmRest,imh,SED,0
PU2_2840_3080,A24043,UrbStrmRest,iml,TN,8.6854864E-3
PU2_2840_3080,A24043,UrbStrmRest,iml,TP,1.0856858E-3
PU2_2840_3080,A24043,UrbStrmRest,iml,SED,0.86854863
PU2_2840_3080,A24043,UrbStrmRest,puh,TN,0
PU2_2840_3080,A24043,UrbStrmRest,puh,TP,0
PU2_2840_3080,A24043,UrbStrmRest,puh,SED,0
PU2_2840_3080,A24043,UrbStrmRest,pul,TN,4.5271277E-2
PU2_2840_3080,A24043,UrbStrmRest,pul,TP,5.6589097E-3
PU2_2840_3080,A24043,UrbStrmRest,pul,SED,4.5271277
PU2_2840_3080,B42055,DirtGravelDSAOut,for,SED,159.10858
PU2_2840_3080,B42055,DirtGravelnoDSA,for,SED,133.95697
PU2_2840_3080,A42057,DirtGravelnoDSA,for,SED,19490.201
PU2_2840_3080,A42057,DirtGravelDSAOut,for,SED,3407.6465
PU2_2840_3080,A42057,DirtGravelDSA,for,SED,234.94354
PU0_3000_3090,A24043,UrbStrmRest,imh,TN,0.40467575
PU0_3000_3090,A24043,UrbStrmRest,imh,TP,5.0584469E-2
PU0_3000_3090,A24043,UrbStrmRest,imh,SED,40.467575
PU0_3000_3090,A24043,UrbStrmRest,iml,TN,0.21689455
PU0_3000_3090,A24043,UrbStrmRest,iml,TP,2.7111819E-2
PU0_3000_3090,A24043,UrbStrmRest,iml,SED,21.689455
PU0_3000_3090,A24043,UrbStrmRest,puh,TN,0.33625934
PU0_3000_3090,A24043,UrbStrmRest,puh,TP,4.2032417E-2
PU0_3000_3090,A24043,UrbStrmRest,puh,SED,33.625935
PU0_3000_3090,A24043,UrbStrmRest,pul,TN,1.0383766
PU0_3000_3090,A24043,UrbStrmRest,pul,TP,0.12979707
PU0_3000_3090,A24043,UrbStrmRest,pul,SED,103.83766
PU0_3000_3090,B42001,DirtGravelDSA,for,SED,757.02411
PU0_3000_3090,B42001,DirtGravelDSAOut,for,SED,314.95853
PU0_3000_3090,B42001,DirtGravelnoDSA,for,SED,669.32959
PU0_3000_3090,A42055,DirtGravelnoDSA,for,SED,2482.3538
PU0_3000_3090,A42055,DirtGravelDSAOut,for,SED,2948.438
PU1_3030_3440,A24043,UrbStrmRest,imh,TN,8.5399196E-2
PU1_3030_3440,A24043,UrbStrmRest,imh,TP,1.0674899E-2
PU1_3030_3440,A24043,UrbStrmRest,imh,SED,8.5399199
PU1_3030_3440,A24043,UrbStrmRest,iml,TN,0.04250551
PU1_3030_3440,A24043,UrbStrmRest,iml,TP,5.3131888E-3
PU1_3030_3440,A24043,UrbStrmRest,iml,SED,4.2505512
PU1_3030_3440,A24043,UrbStrmRest,puh,TN,6.0167611E-2
PU1_3030_3440,A24043,UrbStrmRest,puh,TP,7.5209513E-3
PU1_3030_3440,A24043,UrbStrmRest,puh,SED,6.0167613
PU1_3030_3440,A24043,UrbStrmRest,pul,TN,0.19797087
PU1_3030_3440,A24043,UrbStrmRest,pul,TP,2.4746358E-2
PU1_3030_3440,A24043,UrbStrmRest,pul,SED,19.797087
PU1_3030_3440,A42057,DirtGravelDSAOut,for,SED,2427.9285
PU1_3030_3440,A42057,DirtGravelDSA,for,SED,167.39592
PU1_3030_3440,A42057,DirtGravelnoDSA,for,SED,13886.658
PU2_3080_3640,A24043,UrbStrmRest,imh,TN,1.3974415E-2
PU2_3080_3640,A24043,UrbStrmRest,imh,TP,1.7468019E-3
PU2_3080_3640,A24043,UrbStrmRest,imh,SED,1.3974415
PU2_3080_3640,A24043,UrbStrmRest,iml,TN,8.7825313E-2
PU2_3080_3640,A24043,UrbStrmRest,iml,TP,1.0978164E-2
PU2_3080_3640,A24043,UrbStrmRest,iml,SED,8.7825317
PU2_3080_3640,A24043,UrbStrmRest,puh,TN,1.3003969E-2
PU2_3080_3640,A24043,UrbStrmRest,puh,TP,1.6254961E-3
PU2_3080_3640,A24043,UrbStrmRest,puh,SED,1.3003969
PU2_3080_3640,A24043,UrbStrmRest,pul,TN,0.49492717
PU2_3080_3640,A24043,UrbStrmRest,pul,TP,6.1865896E-2
PU2_3080_3640,A24043,UrbStrmRest,pul,SED,49.492718
PU2_3080_3640,B42055,DirtGravelnoDSA,for,SED,1262.6569
PU2_3080_3640,B42055,DirtGravelDSAOut,for,SED,1499.7319
PU2_3090_4050,A24043,UrbStrmRest,imh,TN,14.765326
PU2_3090_4050,A24043,UrbStrmRest,imh,TP,1.8456658
PU2_3090_4050,A24043,UrbStrmRest,imh,SED,1476.5327
PU2_3090_4050,A24043,UrbStrmRest,iml,TN,6.4680185
PU2_3090_4050,A24043,UrbStrmRest,iml,TP,0.80850232
PU2_3090_4050,A24043,UrbStrmRest,iml,SED,646.80188
PU2_3090_4050,A24043,UrbStrmRest,puh,TN,10.330392
PU2_3090_4050,A24043,UrbStrmRest,puh,TP,1.291299
PU2_3090_4050,A24043,UrbStrmRest,puh,SED,1033.0392
PU2_3090_4050,A24043,UrbStrmRest,pul,TN,33.499775
PU2_3090_4050,A24043,UrbStrmRest,pul,TP,4.1874719
PU2_3090_4050,A24043,UrbStrmRest,pul,SED,3349.9775
PU2_3090_4050,A42055,DirtGravelDSAOut,for,SED,421.22769
PU2_3090_4050,A42055,DirtGravelnoDSA,for,SED,354.64075
PU1_3100_3690,A24001,UrbStrmRest,imh,TN,0.13731803
PU1_3100_3690,A24001,UrbStrmRest,imh,TP,1.7164754E-2
PU1_3100_3690,A24001,UrbStrmRest,imh,SED,13.731803
PU1_3100_3690,A24001,UrbStrmRest,iml,TN,0.23145124
PU1_3100_3690,A24001,UrbStrmRest,iml,TP,2.8931405E-2
PU1_3100_3690,A24001,UrbStrmRest,iml,SED,23.145124
PU1_3100_3690,A24001,UrbStrmRest,puh,TN,0.12809879
PU1_3100_3690,A24001,UrbStrmRest,puh,TP,1.6012348E-2
PU1_3100_3690,A24001,UrbStrmRest,puh,SED,12.809879
PU1_3100_3690,A24001,UrbStrmRest,pul,TN,1.2324657
PU1_3100_3690,A24001,UrbStrmRest,pul,TP,0.15405822
PU1_3100_3690,A24001,UrbStrmRest,pul,SED,123.24657
PU1_3100_3690,A24043,UrbStrmRest,imh,TN,0.14411114
PU1_3100_3690,A24043,UrbStrmRest,imh,TP,1.8013893E-2
PU1_3100_3690,A24043,UrbStrmRest,imh,SED,14.411115
PU1_3100_3690,A24043,UrbStrmRest,iml,TN,7.7635631E-2
PU1_3100_3690,A24043,UrbStrmRest,iml,TP,9.7044539E-3
PU1_3100_3690,A24043,UrbStrmRest,iml,SED,7.7635636
PU1_3100_3690,A24043,UrbStrmRest,puh,TN,0.11208645
PU1_3100_3690,A24043,UrbStrmRest,puh,TP,1.4010806E-2
PU1_3100_3690,A24043,UrbStrmRest,puh,SED,11.208645
PU1_3100_3690,A24043,UrbStrmRest,pul,TN,0.37944415
PU1_3100_3690,A24043,UrbStrmRest,pul,TP,4.7430519E-2
PU1_3100_3690,A24043,UrbStrmRest,pul,SED,37.944416
PU1_3100_3690,C42009,DirtGravelnoDSA,for,SED,21733.529
PU1_3100_3690,C42009,DirtGravelDSAOut,for,SED,1392.897
PU1_3100_3690,C42009,DirtGravelDSA,for,SED,1616.3558
PU1_3100_3690,A42057,DirtGravelDSA,for,SED,24.719505
PU1_3100_3690,A42057,DirtGravelDSAOut,for,SED,358.53439
PU1_3100_3690,A42057,DirtGravelnoDSA,for,SED,2050.655
PU2_3140_3680,B24001,UrbStrmRest,imh,TN,7.2298184E-2
PU2_3140_3680,B24001,UrbStrmRest,imh,TP,9.037273E-3
PU2_3140_3680,B24001,UrbStrmRest,imh,SED,7.2298183
PU2_3140_3680,B24001,UrbStrmRest,iml,TN,6.0652837E-2
PU2_3140_3680,B24001,UrbStrmRest,iml,TP,7.5816046E-3
PU2_3140_3680,B24001,UrbStrmRest,iml,SED,6.0652838
PU2_3140_3680,B24001,UrbStrmRest,puh,TN,6.5990292E-2
PU2_3140_3680,B24001,UrbStrmRest,puh,TP,8.2487864E-3
PU2_3140_3680,B24001,UrbStrmRest,puh,SED,6.5990291
PU2_3140_3680,B24001,UrbStrmRest,pul,TN,0.31151295
PU2_3140_3680,B24001,UrbStrmRest,pul,TP,3.8939118E-2
PU2_3140_3680,B24001,UrbStrmRest,pul,SED,31.151297
PU2_3140_3680,A42009,DirtGravelnoDSA,for,SED,6018.5513
PU2_3140_3680,A42009,DirtGravelDSAOut,for,SED,385.72754
PU2_3140_3680,A42009,DirtGravelDSA,for,SED,447.60886
PU2_3140_3680,B42009,DirtGravelDSA,for,SED,1432.6613
PU2_3140_3680,B42009,DirtGravelDSAOut,for,SED,1234.5979
PU2_3140_3680,B42009,DirtGravelnoDSA,for,SED,19263.57
PU2_3140_3680,A42111,DirtGravelnoDSA,for,SED,58.767628
PU2_3140_3680,A42111,DirtGravelDSAOut,for,SED,3257.6729
PU1_3170_3580,A42009,DirtGravelDSAOut,for,SED,1183.7317
PU1_3170_3580,A42009,DirtGravelDSA,for,SED,1373.6346
PU1_3170_3580,A42009,DirtGravelnoDSA,for,SED,18469.898
PU2_3180_3370,A24001,UrbStrmRest,imh,TN,0
PU2_3180_3370,A24001,UrbStrmRest,imh,TP,0
PU2_3180_3370,A24001,UrbStrmRest,imh,SED,0
PU2_3180_3370,A24001,UrbStrmRest,iml,TN,5.4830168E-3
PU2_3180_3370,A24001,UrbStrmRest,iml,TP,6.853771E-4
PU2_3180_3370,A24001,UrbStrmRest,iml,SED,0.5483017
PU2_3180_3370,A24001,UrbStrmRest,puh,TN,0
PU2_3180_3370,A24001,UrbStrmRest,puh,TP,0
PU2_3180_3370,A24001,UrbStrmRest,puh,SED,0
PU2_3180_3370,A24001,UrbStrmRest,pul,TN,0.03226731
PU2_3180_3370,A24001,UrbStrmRest,pul,TP,4.0334137E-3
PU2_3180_3370,A24001,UrbStrmRest,pul,SED,3.2267311
PU2_3180_3370,A42009,DirtGravelnoDSA,for,SED,11197.973
PU2_3180_3370,A42009,DirtGravelDSA,for,SED,832.81036
PU2_3180_3370,A42009,DirtGravelDSAOut,for,SED,717.67548
PU2_3180_3370,C42009,DirtGravelDSAOut,for,SED,755.57263
PU2_3180_3370,C42009,DirtGravelDSA,for,SED,876.78717
PU2_3180_3370,C42009,DirtGravelnoDSA,for,SED,11789.286
PU3_3290_3390,A24043,UrbStrmRest,imh,TN,0.15575647
PU3_3290_3390,A24043,UrbStrmRest,imh,TP,1.9469559E-2
PU3_3290_3390,A24043,UrbStrmRest,imh,SED,15.575648
PU3_3290_3390,A24043,UrbStrmRest,iml,TN,6.8901621E-2
PU3_3290_3390,A24043,UrbStrmRest,iml,TP,8.6127026E-3
PU3_3290_3390,A24043,UrbStrmRest,iml,SED,6.8901625
PU3_3290_3390,A24043,UrbStrmRest,puh,TN,0.11305688
PU3_3290_3390,A24043,UrbStrmRest,puh,TP,0.01413211
PU3_3290_3390,A24043,UrbStrmRest,puh,SED,11.305689
PU3_3290_3390,A24043,UrbStrmRest,pul,TN,0.32704014
PU3_3290_3390,A24043,UrbStrmRest,pul,TP,4.0880017E-2
PU3_3290_3390,A24043,UrbStrmRest,pul,SED,32.704014
PU3_3290_3390,A42055,DirtGravelnoDSA,for,SED,370.15274
PU3_3290_3390,A42055,DirtGravelDSAOut,for,SED,439.65222
PU2_3370_4020,A24001,UrbStrmRest,imh,TN,0.55655044
PU2_3370_4020,A24001,UrbStrmRest,imh,TP,6.9568805E-2
PU2_3370_4020,A24001,UrbStrmRest,imh,SED,55.655045
PU2_3370_4020,A24001,UrbStrmRest,iml,TN,0.32412881
PU2_3370_4020,A24001,UrbStrmRest,iml,TP,4.0516101E-2
PU2_3370_4020,A24001,UrbStrmRest,iml,SED,32.41288
PU2_3370_4020,A24001,UrbStrmRest,puh,TN,0.34353772
PU2_3370_4020,A24001,UrbStrmRest,puh,TP,4.2942215E-2
PU2_3370_4020,A24001,UrbStrmRest,puh,SED,34.353771
PU2_3370_4020,A24001,UrbStrmRest,pul,TN,1.8535507
PU2_3370_4020,A24001,UrbStrmRest,pul,TP,0.23169383
PU2_3370_4020,A24001,UrbStrmRest,pul,SED,185.35507
PU2_3370_4020,A42009,DirtGravelDSAOut,for,SED,582.26086
PU2_3370_4020,A42009,DirtGravelDSA,for,SED,675.67157
PU2_3370_4020,A42009,DirtGravelnoDSA,for,SED,9085.083
PU3_3390_3730,A24043,UrbStrmRest,imh,TN,7.249227
PU3_3390_3730,A24043,UrbStrmRest,imh,TP,0.90615338
PU3_3390_3730,A24043,UrbStrmRest,imh,SED,724.92273
PU3_3390_3730,A24043,UrbStrmRest,iml,TN,2.7657695
PU3_3390_3730,A24043,UrbStrmRest,iml,TP,0.34572119
PU3_3390_3730,A24043,UrbStrmRest,iml,SED,276.57697
PU3_3390_3730,A24043,UrbStrmRest,puh,TN,5.1724744
PU3_3390_3730,A24043,UrbStrmRest,puh,TP,0.6465593
PU3_3390_3730,A24043,UrbStrmRest,puh,SED,517.24744
PU3_3390_3730,A24043,UrbStrmRest,pul,TN,13.29025
PU3_3390_3730,A24043,UrbStrmRest,pul,TP,1.6612812
PU3_3390_3730,A24043,UrbStrmRest,pul,SED,1329.025
PU3_3390_3730,A42055,DirtGravelnoDSA,for,SED,24.010393
PU3_3390_3730,A42055,DirtGravelDSAOut,for,SED,28.51856
PU3_3390_3730,B42055,DirtGravelDSAOut,for,SED,52.694332
PU3_3390_3730,B42055,DirtGravelnoDSA,for,SED,44.364498
PU6_3440_3590,A24043,UrbStrmRest,imh,TN,0.13392147
PU6_3440_3590,A24043,UrbStrmRest,imh,TP,1.6740184E-2
PU6_3440_3590,A24043,UrbStrmRest,imh,SED,13.392147
PU6_3440_3590,A24043,UrbStrmRest,iml,TN,0.22708423
PU6_3440_3590,A24043,UrbStrmRest,iml,TP,2.8385529E-2
PU6_3440_3590,A24043,UrbStrmRest,iml,SED,22.708424
PU6_3440_3590,A24043,UrbStrmRest,puh,TN,0.10820466
PU6_3440_3590,A24043,UrbStrmRest,puh,TP,1.3525582E-2
PU6_3440_3590,A24043,UrbStrmRest,puh,SED,10.820466
PU6_3440_3590,A24043,UrbStrmRest,pul,TN,1.0626378
PU6_3440_3590,A24043,UrbStrmRest,pul,TP,0.13282973
PU6_3440_3590,A24043,UrbStrmRest,pul,SED,106.26378
PU6_3440_3590,A42057,DirtGravelnoDSA,for,SED,120.20689
PU6_3440_3590,A42057,DirtGravelDSAOut,for,SED,21.016848
PU6_3440_3590,A42057,DirtGravelDSA,for,SED,1.4490272
PU6_3440_3590,A54065,UrbStrmRest,imh,TN,5.8979489E-4
PU6_3440_3590,A54065,UrbStrmRest,imh,TP,7.3724361E-5
PU6_3440_3590,A54065,UrbStrmRest,imh,SED,5.8979493E-2
PU6_3440_3590,A54065,UrbStrmRest,iml,TN,0.0169432
PU6_3440_3590,A54065,UrbStrmRest,iml,TP,2.1178999E-3
PU6_3440_3590,A54065,UrbStrmRest,iml,SED,1.6943201
PU6_3440_3590,A54065,UrbStrmRest,puh,TN,5.8979489E-4
PU6_3440_3590,A54065,UrbStrmRest,puh,TP,7.3724361E-5
PU6_3440_3590,A54065,UrbStrmRest,puh,SED,5.8979493E-2
PU6_3440_3590,A54065,UrbStrmRest,pul,TN,9.5439538E-2
PU6_3440_3590,A54065,UrbStrmRest,pul,TP,1.1929942E-2
PU6_3440_3590,A54065,UrbStrmRest,pul,SED,9.5439539
PU6_3530_3440,A24043,UrbStrmRest,imh,TN,0.32898101
PU6_3530_3440,A24043,UrbStrmRest,imh,TP,4.1122627E-2
PU6_3530_3440,A24043,UrbStrmRest,imh,SED,32.898102
PU6_3530_3440,A24043,UrbStrmRest,iml,TN,0.11839435
PU6_3530_3440,A24043,UrbStrmRest,iml,TP,1.4799293E-2
PU6_3530_3440,A24043,UrbStrmRest,iml,SED,11.839435
PU6_3530_3440,A24043,UrbStrmRest,puh,TN,0.23678869
PU6_3530_3440,A24043,UrbStrmRest,puh,TP,2.9598586E-2
PU6_3530_3440,A24043,UrbStrmRest,puh,SED,23.678869
PU6_3530_3440,A24043,UrbStrmRest,pul,TN,0.53859723
PU6_3530_3440,A24043,UrbStrmRest,pul,TP,6.7324653E-2
PU6_3530_3440,A24043,UrbStrmRest,pul,SED,53.859722
PU6_3530_3440,A54065,UrbStrmRest,imh,TN,1.0187367
PU6_3530_3440,A54065,UrbStrmRest,imh,TP,0.12734209
PU6_3530_3440,A54065,UrbStrmRest,imh,SED,101.87367
PU6_3530_3440,A54065,UrbStrmRest,iml,TN,0.84716004
PU6_3530_3440,A54065,UrbStrmRest,iml,TP,0.10589501
PU6_3530_3440,A54065,UrbStrmRest,iml,SED,84.716003
PU6_3530_3440,A54065,UrbStrmRest,puh,TN,0.63268912
PU6_3530_3440,A54065,UrbStrmRest,puh,TP,0.07908614
PU6_3530_3440,A54065,UrbStrmRest,puh,SED,63.268913
PU6_3530_3440,A54065,UrbStrmRest,pul,TN,4.0106053
PU6_3530_3440,A54065,UrbStrmRest,pul,TP,0.50132567
PU6_3530_3440,A54065,UrbStrmRest,pul,SED,401.06055
PU1_3580_3780,A24001,UrbStrmRest,imh,TN,0
PU1_3580_3780,A24001,UrbStrmRest,imh,TP,0
PU1_3580_3780,A24001,UrbStrmRest,imh,SED,0
PU1_3580_3780,A24001,UrbStrmRest,iml,TN,0
PU1_3580_3780,A24001,UrbStrmRest,iml,TP,0
PU1_3580_3780,A24001,UrbStrmRest,iml,SED,0
PU1_3580_3780,A24001,UrbStrmRest,puh,TN,0
PU1_3580_3780,A24001,UrbStrmRest,puh,TP,0
PU1_3580_3780,A24001,UrbStrmRest,puh,SED,0
PU1_3580_3780,A24001,UrbStrmRest,pul,TN,0
PU1_3580_3780,A24001,UrbStrmRest,pul,TP,0
PU1_3580_3780,A24001,UrbStrmRest,pul,SED,0
PU1_3580_3780,B24001,UrbStrmRest,imh,TN,0
PU1_3580_3780,B24001,UrbStrmRest,imh,TP,0
PU1_3580_3780,B24001,UrbStrmRest,imh,SED,0
PU1_3580_3780,B24001,UrbStrmRest,iml,TN,0
PU1_3580_3780,B24001,UrbStrmRest,iml,TP,0
PU1_3580_3780,B24001,UrbStrmRest,iml,SED,0
PU1_3580_3780,B24001,UrbStrmRest,puh,TN,0
PU1_3580_3780,B24001,UrbStrmRest,puh,TP,0
PU1_3580_3780,B24001,UrbStrmRest,puh,SED,0
PU1_3580_3780,B24001,UrbStrmRest,pul,TN,0
PU1_3580_3780,B24001,UrbStrmRest,pul,TP,0
PU1_3580_3780,B24001,UrbStrmRest,pul,SED,0
PU1_3580_3780,A42009,DirtGravelDSA,for,SED,231.97708
PU1_3580_3780,A42009,DirtGravelDSAOut,for,SED,199.90657
PU1_3580_3780,A42009,DirtGravelnoDSA,for,SED,3119.165
PU6_3590_3640,A24043,UrbStrmRest,imh,TN,6.3078947E-2
PU6_3590_3640,A24043,UrbStrmRest,imh,TP,7.8848684E-3
PU6_3590_3640,A24043,UrbStrmRest,imh,SED,6.3078952
PU6_3590_3640,A24043,UrbStrmRest,iml,TN,6.4049393E-2
PU6_3590_3640,A24043,UrbStrmRest,iml,TP,8.0061741E-3
PU6_3590_3640,A24043,UrbStrmRest,iml,SED,6.4049397
PU6_3590_3640,A24043,UrbStrmRest,puh,TN,6.4534619E-2
PU6_3590_3640,A24043,UrbStrmRest,puh,TP,8.0668274E-3
PU6_3590_3640,A24043,UrbStrmRest,puh,SED,6.4534621
PU6_3590_3640,A24043,UrbStrmRest,pul,TN,0.31539476
PU6_3590_3640,A24043,UrbStrmRest,pul,TP,3.9424345E-2
PU6_3590_3640,A24043,UrbStrmRest,pul,SED,31.539476
PU6_3590_3640,A54065,UrbStrmRest,imh,TN,2.3055619E-3
PU6_3590_3640,A54065,UrbStrmRest,imh,TP,2.8819524E-4
PU6_3590_3640,A54065,UrbStrmRest,imh,SED,0.2305562
PU6_3590_3640,A54065,UrbStrmRest,iml,TN,1.0562692E-2
PU6_3590_3640,A54065,UrbStrmRest,iml,TP,1.3203365E-3
PU6_3590_3640,A54065,UrbStrmRest,iml,SED,1.0562692
PU6_3590_3640,A54065,UrbStrmRest,puh,TN,2.4664151E-3
PU6_3590_3640,A54065,UrbStrmRest,puh,TP,3.0830188E-4
PU6_3590_3640,A54065,UrbStrmRest,puh,SED,0.24664152
PU6_3590_3640,A54065,UrbStrmRest,pul,TN,5.1419396E-2
PU6_3590_3640,A54065,UrbStrmRest,pul,TP,6.4274245E-3
PU6_3590_3640,A54065,UrbStrmRest,pul,SED,5.1419396
PU6_3600_3602,A24043,UrbStrmRest,imh,TN,7.0357293E-2
PU6_3600_3602,A24043,UrbStrmRest,imh,TP,8.7946616E-3
PU6_3600_3602,A24043,UrbStrmRest,imh,SED,7.0357294
PU6_3600_3602,A24043,UrbStrmRest,iml,TN,0.24455224
PU6_3600_3602,A24043,UrbStrmRest,iml,TP,0.03056903
PU6_3600_3602,A24043,UrbStrmRest,iml,SED,24.455225
PU6_3600_3602,A24043,UrbStrmRest,puh,TN,6.2593728E-2
PU6_3600_3602,A24043,UrbStrmRest,puh,TP,7.824216E-3
PU6_3600_3602,A24043,UrbStrmRest,puh,SED,6.2593727
PU6_3600_3602,A24043,UrbStrmRest,pul,TN,1.3052491
PU6_3600_3602,A24043,UrbStrmRest,pul,TP,0.16315614
PU6_3600_3602,A24043,UrbStrmRest,pul,SED,130.52492
PU0_3601_3602,A24043,UrbStrmRest,imh,TN,0.24018523
PU0_3601_3602,A24043,UrbStrmRest,imh,TP,3.0023154E-2
PU0_3601_3602,A24043,UrbStrmRest,imh,SED,24.018524
PU0_3601_3602,A24043,UrbStrmRest,iml,TN,0.36682838
PU0_3601_3602,A24043,UrbStrmRest,iml,TP,4.5853548E-2
PU0_3601_3602,A24043,UrbStrmRest,iml,SED,36.682838
PU0_3601_3602,A24043,UrbStrmRest,puh,TN,0.19991176
PU0_3601_3602,A24043,UrbStrmRest,puh,TP,0.02498897
PU0_3601_3602,A24043,UrbStrmRest,puh,SED,19.991177
PU0_3601_3602,A24043,UrbStrmRest,pul,TN,1.9942654
PU0_3601_3602,A24043,UrbStrmRest,pul,TP,0.24928318
PU0_3601_3602,A24043,UrbStrmRest,pul,SED,199.42654
PU0_3601_3602,B42055,DirtGravelnoDSA,for,SED,75.956413
PU0_3601_3602,B42055,DirtGravelDSAOut,for,SED,90.217911
PU6_3602_3730,A24043,UrbStrmRest,imh,TN,0.18001762
PU6_3602_3730,A24043,UrbStrmRest,imh,TP,2.2502203E-2
PU6_3602_3730,A24043,UrbStrmRest,imh,SED,18.001762
PU6_3602_3730,A24043,UrbStrmRest,iml,TN,0.11208645
PU6_3602_3730,A24043,UrbStrmRest,iml,TP,1.4010806E-2
PU6_3602_3730,A24043,UrbStrmRest,iml,SED,11.208645
PU6_3602_3730,A24043,UrbStrmRest,puh,TN,0.11014555
PU6_3602_3730,A24043,UrbStrmRest,puh,TP,1.3768194E-2
PU6_3602_3730,A24043,UrbStrmRest,puh,SED,11.014556
PU6_3602_3730,A24043,UrbStrmRest,pul,TN,0.58711946
PU6_3602_3730,A24043,UrbStrmRest,pul,TP,7.3389933E-2
PU6_3602_3730,A24043,UrbStrmRest,pul,SED,58.711948
PU6_3610_3530,A24043,UrbStrmRest,imh,TN,7.7150412E-2
PU6_3610_3530,A24043,UrbStrmRest,imh,TP,9.6438015E-3
PU6_3610_3530,A24043,UrbStrmRest,imh,SED,7.7150412
PU6_3610_3530,A24043,UrbStrmRest,iml,TN,7.0842519E-2
PU6_3610_3530,A24043,UrbStrmRest,iml,TP,8.8553149E-3
PU6_3610_3530,A24043,UrbStrmRest,iml,SED,7.0842519
PU6_3610_3530,A24043,UrbStrmRest,puh,TN,0.04997794
PU6_3610_3530,A24043,UrbStrmRest,puh,TP,6.2472424E-3
PU6_3610_3530,A24043,UrbStrmRest,puh,SED,4.9977942
PU6_3610_3530,A24043,UrbStrmRest,pul,TN,0.38138503
PU6_3610_3530,A24043,UrbStrmRest,pul,TP,4.7673129E-2
PU6_3610_3530,A24043,UrbStrmRest,pul,SED,38.138504
PU6_3610_3530,A54065,UrbStrmRest,imh,TN,7.4528627E-2
PU6_3610_3530,A54065,UrbStrmRest,imh,TP,9.3160784E-3
PU6_3610_3530,A54065,UrbStrmRest,imh,SED,7.4528632
