YEAR,MONTH,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,1,3.30E+01,2.23E+01,4.71E+01,3.65E+00,6.36E+00,,,,,,
1985,2,1.22E+02,7.74E+01,1.84E+02,1.27E+01,2.72E+01,,,,,,
1985,3,5.80E+01,3.98E+01,8.17E+01,6.13E+00,1.07E+01,,,,,,
1985,4,6.02E+01,4.09E+01,8.55E+01,6.25E+00,1.14E+01,,,,,,
1985,5,7.25E+01,4.83E+01,1.05E+02,7.36E+00,1.44E+01,,,,,,
1985,6,4.19E+01,2.83E+01,5.98E+01,4.27E+00,8.07E+00,,,,,,
1985,7,2.19E+01,1.48E+01,3.12E+01,2.38E+00,4.20E+00,,,,,,
1985,8,4.27E+01,2.74E+01,6.35E+01,4.31E+00,9.24E+00,,,,,,
1985,9,2.74E+02,9.76E+01,6.17E+02,3.49E+01,1.37E+02,,,,,,
1985,10,2.16E+02,1.31E+02,3.38E+02,2.49E+01,5.30E+01,,,,,,
1985,11,6.09E+01,4.15E+01,8.63E+01,5.98E+00,1.15E+01,,,,,,
1985,12,1.03E+02,6.92E+01,1.49E+02,9.98E+00,2.04E+01,,,,,,
1986,1,1.68E+02,8.72E+01,2.96E+02,1.52E+01,5.38E+01,,,,,,
1986,2,2.85E+02,1.91E+02,4.08E+02,2.45E+01,5.56E+01,,,,,,
1986,3,2.25E+02,1.46E+02,3.33E+02,1.88E+01,4.79E+01,,,,,,
1986,4,1.15E+02,8.03E+01,1.60E+02,9.89E+00,2.03E+01,,,,,,
1986,5,5.94E+01,4.15E+01,8.25E+01,5.19E+00,1.05E+01,,,,,,
1986,6,2.60E+01,1.79E+01,3.66E+01,2.46E+00,4.78E+00,,,,,,
1986,7,1.81E+01,1.23E+01,2.58E+01,1.85E+00,3.46E+00,,,,,,
1986,8,2.57E+01,1.73E+01,3.68E+01,2.31E+00,5.00E+00,,,,,,
1986,9,1.32E+01,8.91E+00,1.88E+01,1.40E+00,2.54E+00,,,,,,
1986,10,1.24E+01,8.34E+00,1.78E+01,1.29E+00,2.42E+00,,,,,,
1986,11,2.88E+01,1.90E+01,4.19E+01,2.43E+00,5.88E+00,,,,,,
1986,12,3.36E+02,1.66E+02,6.08E+02,3.01E+01,1.14E+02,,,,,,
1987,1,4.39E+02,2.77E+02,6.61E+02,3.53E+01,9.85E+01,,,,,,
1987,2,2.53E+02,1.73E+02,3.56E+02,1.85E+01,4.70E+01,,,,,,
1987,3,3.45E+02,2.00E+02,5.55E+02,2.48E+01,9.13E+01,,,,,,
1987,4,1.79E+02,1.26E+02,2.46E+02,1.31E+01,3.05E+01,,,,,,
1987,5,1.80E+02,1.26E+02,2.50E+02,1.34E+01,3.17E+01,,,,,,
1987,6,6.47E+01,4.50E+01,9.01E+01,4.86E+00,1.15E+01,,,,,,
1987,7,2.94E+01,1.99E+01,4.19E+01,2.39E+00,5.63E+00,,,,,,
1987,8,8.94E+00,5.87E+00,1.30E+01,1.16E+00,1.84E+00,,,,,,
1987,9,1.23E+01,8.29E+00,1.76E+01,1.27E+00,2.38E+00,,,,,,
1987,10,1.32E+01,9.05E+00,1.86E+01,1.30E+00,2.45E+00,,,,,,
1987,11,1.42E+01,9.63E+00,2.03E+01,1.28E+00,2.73E+00,,,,,,
1987,12,1.72E+01,1.20E+01,2.39E+01,1.51E+00,3.04E+00,,,,,,
1988,1,4.96E+01,3.07E+01,7.59E+01,3.52E+00,1.16E+01,,,,,,
1988,2,2.22E+02,1.33E+02,3.49E+02,1.42E+01,5.56E+01,,,,,,
1988,3,1.18E+02,8.28E+01,1.63E+02,8.00E+00,2.06E+01,,,,,,
1988,4,1.61E+02,1.12E+02,2.25E+02,1.06E+01,2.90E+01,,,,,,
1988,5,3.21E+02,2.17E+02,4.56E+02,2.17E+01,6.12E+01,,,,,,
1988,6,7.46E+01,5.16E+01,1.04E+02,5.13E+00,1.35E+01,,,,,,
1988,7,4.11E+01,2.74E+01,5.93E+01,2.90E+00,8.18E+00,,,,,,
1988,8,3.77E+01,2.54E+01,5.41E+01,2.71E+00,7.36E+00,,,,,,
1988,9,3.31E+01,2.28E+01,4.67E+01,2.43E+00,6.12E+00,,,,,,
1988,10,2.36E+01,1.63E+01,3.30E+01,1.84E+00,4.28E+00,,,,,,
1988,11,1.03E+02,6.02E+01,1.64E+02,7.46E+00,2.66E+01,,,,,,
1988,12,9.09E+01,6.24E+01,1.28E+02,6.39E+00,1.68E+01,,,,,,
1989,1,1.06E+02,7.43E+01,1.47E+02,7.10E+00,1.85E+01,,,,,,
1989,2,1.77E+02,1.11E+02,2.68E+02,1.07E+01,4.05E+01,,,,,,
1989,3,6.94E+02,3.92E+02,1.14E+03,4.50E+01,1.92E+02,,,,,,
1989,4,5.55E+02,3.69E+02,8.03E+02,3.24E+01,1.11E+02,,,,,,
1989,5,1.33E+03,8.61E+02,1.96E+03,8.86E+01,2.81E+02,,,,,,
1989,6,1.13E+03,7.17E+02,1.71E+03,8.81E+01,2.54E+02,,,,,,
1989,7,6.78E+02,4.47E+02,9.88E+02,5.82E+01,1.39E+02,,,,,,
1989,8,3.66E+02,2.53E+02,5.12E+02,3.25E+01,6.63E+01,,,,,,
1989,9,4.26E+02,2.53E+02,6.74E+02,3.97E+01,1.08E+02,,,,,,
1989,10,4.13E+02,2.76E+02,5.97E+02,3.71E+01,8.22E+01,,,,,,
1989,11,2.57E+02,1.78E+02,3.60E+02,2.04E+01,4.65E+01,,,,,,
1989,12,1.14E+02,8.07E+01,1.56E+02,7.96E+00,1.92E+01,,,,,,
1990,1,3.12E+02,2.12E+02,4.45E+02,1.99E+01,5.97E+01,,,,,,
1990,2,1.50E+02,1.06E+02,2.07E+02,9.68E+00,2.60E+01,,,,,,
1990,3,1.72E+02,1.19E+02,2.41E+02,1.09E+01,3.12E+01,,,,,,
1990,4,3.79E+02,2.63E+02,5.28E+02,2.26E+01,6.78E+01,,,,,,
1990,5,8.96E+02,4.78E+02,1.54E+03,6.09E+01,2.73E+02,,,,,,
1990,6,2.73E+02,1.75E+02,4.07E+02,1.88E+01,5.95E+01,,,,,,
1990,7,1.60E+02,1.06E+02,2.32E+02,1.18E+01,3.23E+01,,,,,,
1990,8,1.17E+02,7.43E+01,1.75E+02,8.76E+00,2.58E+01,,,,,,
1990,9,4.38E+01,3.09E+01,6.02E+01,3.13E+00,7.51E+00,,,,,,
1990,10,4.88E+01,2.99E+01,7.53E+01,3.48E+00,1.17E+01,,,,,,
1990,11,2.57E+01,1.81E+01,3.53E+01,2.01E+00,4.40E+00,,,,,,
1990,12,4.85E+01,3.23E+01,7.01E+01,3.47E+00,9.68E+00,,,,,,
1991,1,3.68E+02,2.29E+02,5.61E+02,2.42E+01,8.52E+01,,,,,,
1991,2,1.02E+02,7.16E+01,1.41E+02,7.12E+00,1.78E+01,,,,,,
1991,3,2.64E+02,1.78E+02,3.78E+02,1.65E+01,5.11E+01,,,,,,
1991,4,3.34E+02,2.31E+02,4.67E+02,2.11E+01,6.05E+01,,,,,,
1991,5,1.67E+02,1.17E+02,2.32E+02,1.14E+01,2.94E+01,,,,,,
1991,6,1.84E+02,1.05E+02,3.01E+02,1.30E+01,5.06E+01,,,,,,
1991,7,3.85E+02,1.74E+02,7.42E+02,3.29E+01,1.47E+02,,,,,,
1991,8,1.29E+02,8.84E+01,1.81E+02,9.83E+00,2.37E+01,,,,,,
1991,9,4.98E+01,3.46E+01,6.95E+01,3.63E+00,8.95E+00,,,,,,
1991,10,4.21E+01,2.95E+01,5.82E+01,3.12E+00,7.37E+00,,,,,,
1991,11,2.76E+01,1.94E+01,3.80E+01,2.20E+00,4.75E+00,,,,,,
1991,12,9.50E+01,6.63E+01,1.32E+02,6.93E+00,1.68E+01,,,,,,
1992,1,8.21E+01,5.81E+01,1.13E+02,6.05E+00,1.40E+01,,,,,,
1992,2,8.18E+01,5.50E+01,1.17E+02,6.04E+00,1.59E+01,,,,,,
1992,3,3.03E+02,2.00E+02,4.42E+02,1.96E+01,6.22E+01,,,,,,
1992,4,1.63E+02,1.15E+02,2.25E+02,1.16E+01,2.82E+01,,,,,,
1992,5,2.57E+02,1.63E+02,3.84E+02,1.75E+01,5.67E+01,,,,,,
1992,6,1.99E+02,1.29E+02,2.95E+02,1.45E+01,4.26E+01,,,,,,
1992,7,5.41E+01,3.81E+01,7.45E+01,4.03E+00,9.31E+00,,,,,,
1992,8,2.12E+02,1.13E+02,3.64E+02,1.82E+01,6.47E+01,,,,,,
1992,9,9.08E+01,5.90E+01,1.34E+02,7.03E+00,1.91E+01,,,,,,
1992,10,7.01E+01,4.95E+01,9.65E+01,5.33E+00,1.20E+01,,,,,,
1992,11,1.01E+02,7.11E+01,1.40E+02,7.80E+00,1.76E+01,,,,,,
1992,12,1.68E+02,1.16E+02,2.34E+02,1.25E+01,3.03E+01,,,,,,
1993,1,2.23E+02,1.56E+02,3.09E+02,1.59E+01,3.92E+01,,,,,,
1993,2,1.99E+02,1.35E+02,2.83E+02,1.40E+01,3.80E+01,,,,,,
1993,3,1.07E+03,6.67E+02,1.64E+03,7.88E+01,2.50E+02,,,,,,
1993,4,6.44E+02,4.41E+02,9.09E+02,4.26E+01,1.20E+02,,,,,,
1993,5,2.24E+02,1.59E+02,3.08E+02,1.65E+01,3.83E+01,,,,,,
1993,6,8.17E+01,5.66E+01,1.14E+02,6.16E+00,1.48E+01,,,,,,
1993,7,2.60E+01,1.79E+01,3.67E+01,2.42E+00,4.83E+00,,,,,,
1993,8,1.91E+01,1.29E+01,2.72E+01,1.94E+00,3.66E+00,,,,,,
1993,9,1.54E+01,1.04E+01,2.20E+01,1.62E+00,2.97E+00,,,,,,
1993,10,1.83E+01,1.26E+01,2.58E+01,1.76E+00,3.36E+00,,,,,,
1993,11,2.37E+01,1.52E+01,3.53E+01,2.00E+00,5.16E+00,,,,,,
1993,12,6.02E+01,4.12E+01,8.49E+01,4.69E+00,1.12E+01,,,,,,
1994,1,3.15E+02,1.82E+02,5.07E+02,2.22E+01,8.34E+01,,,,,,
1994,2,6.11E+02,3.55E+02,9.84E+02,4.51E+01,1.62E+02,,,,,,
1994,3,2.29E+03,1.22E+03,3.91E+03,2.53E+02,6.92E+02,,,,,,
1994,4,7.05E+02,4.77E+02,1.00E+03,4.79E+01,1.35E+02,,,,,,
1994,5,2.65E+02,1.87E+02,3.66E+02,1.99E+01,4.60E+01,,,,,,
1994,6,1.29E+02,8.95E+01,1.81E+02,9.89E+00,2.34E+01,,,,,,
1994,7,2.47E+02,1.54E+02,3.77E+02,2.05E+01,5.71E+01,,,,,,
1994,8,6.39E+02,3.89E+02,9.93E+02,6.02E+01,1.55E+02,,,,,,
1994,9,2.93E+02,1.71E+02,4.68E+02,2.63E+01,7.64E+01,,,,,,
1994,10,1.14E+02,7.90E+01,1.60E+02,9.23E+00,2.07E+01,,,,,,
1994,11,8.56E+01,5.88E+01,1.20E+02,6.66E+00,1.58E+01,,,,,,
1994,12,1.08E+02,7.60E+01,1.48E+02,8.36E+00,1.84E+01,,,,,,
1995,1,2.60E+02,1.64E+02,3.91E+02,1.87E+01,5.82E+01,,,,,,
1995,2,1.29E+02,8.96E+01,1.79E+02,1.00E+01,2.29E+01,,,,,,
1995,3,3.77E+02,2.20E+02,6.03E+02,2.63E+01,9.85E+01,,,,,,
1995,4,1.23E+02,8.62E+01,1.70E+02,9.82E+00,2.14E+01,,,,,,
1995,5,2.35E+02,1.63E+02,3.27E+02,1.79E+01,4.20E+01,,,,,,
1995,6,1.03E+02,7.26E+01,1.42E+02,8.00E+00,1.79E+01,,,,,,
1995,7,5.73E+01,3.79E+01,8.33E+01,4.41E+00,1.16E+01,,,,,,
1995,8,4.43E+01,2.58E+01,7.11E+01,3.35E+00,1.16E+01,,,,,,
1995,9,2.94E+01,1.91E+01,4.32E+01,2.36E+00,6.17E+00,,,,,,
1995,10,1.08E+02,7.15E+01,1.57E+02,8.64E+00,2.19E+01,,,,,,
1995,11,2.34E+02,1.44E+02,3.59E+02,1.88E+01,5.53E+01,,,,,,
1995,12,1.86E+02,1.27E+02,2.62E+02,1.42E+01,3.46E+01,,,,,,
1996,1,5.95E+02,3.21E+02,1.01E+03,4.62E+01,1.78E+02,,,,,,
1996,2,4.35E+02,2.92E+02,6.22E+02,3.07E+01,8.45E+01,,,,,,
1996,3,3.90E+02,2.63E+02,5.58E+02,2.77E+01,7.56E+01,,,,,,
1996,4,9.46E+02,5.79E+02,1.46E+03,6.78E+01,2.27E+02,,,,,,
1996,5,8.13E+02,5.48E+02,1.16E+03,5.88E+01,1.57E+02,,,,,,
1996,6,1.83E+03,9.32E+02,3.26E+03,1.62E+02,6.00E+02,,,,,,
1996,7,5.76E+02,3.69E+02,8.59E+02,4.96E+01,1.26E+02,,,,,,
1996,8,1.01E+03,4.85E+02,1.88E+03,9.67E+01,3.61E+02,,,,,,
1996,9,1.94E+02,1.32E+02,2.74E+02,1.64E+01,3.65E+01,,,,,,
1996,10,5.52E+02,3.40E+02,8.48E+02,4.94E+01,1.30E+02,,,,,,
1996,11,1.75E+02,1.22E+02,2.44E+02,1.40E+01,3.13E+01,,,,,,
1996,12,1.84E+03,9.68E+02,3.18E+03,1.93E+02,5.72E+02,,,,,,
1997,1,3.37E+02,2.30E+02,4.76E+02,2.41E+01,6.30E+01,,,,,,
1997,2,4.70E+02,3.08E+02,6.87E+02,3.31E+01,9.71E+01,,,,,,
1997,3,4.30E+02,2.95E+02,6.07E+02,3.04E+01,8.00E+01,,,,,,
1997,4,5.13E+02,3.14E+02,7.91E+02,3.55E+01,1.22E+02,,,,,,
1997,5,7.45E+02,3.75E+02,1.33E+03,5.48E+01,2.47E+02,,,,,,
1997,6,2.94E+02,1.97E+02,4.24E+02,2.27E+01,5.83E+01,,,,,,
1997,7,6.79E+01,4.73E+01,9.44E+01,5.14E+00,1.20E+01,,,,,,
1997,8,2.55E+02,1.05E+02,5.26E+02,2.28E+01,1.10E+02,,,,,,
1997,9,4.86E+01,3.41E+01,6.74E+01,3.62E+00,8.54E+00,,,,,,
1997,10,3.17E+01,2.21E+01,4.40E+01,2.52E+00,5.59E+00,,,,,,
1997,11,1.91E+02,1.23E+02,2.84E+02,1.49E+01,4.12E+01,,,,,,
1997,12,1.10E+02,7.69E+01,1.51E+02,8.23E+00,1.91E+01,,,,,,
1998,1,7.04E+02,3.44E+02,1.29E+03,6.11E+01,2.43E+02,,,,,,
