YEAR,MONTH,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,1,2.06E+03,1.39E+03,2.94E+03,2.42E+02,3.99E+02,,,,,,
1985,2,5.77E+03,3.37E+03,9.23E+03,6.69E+02,1.51E+03,,,,,,
1985,3,1.41E+03,1.00E+03,1.94E+03,1.61E+02,2.40E+02,,,,,,
1985,4,8.59E+02,6.13E+02,1.17E+03,9.73E+01,1.42E+02,,,,,,
1985,5,7.20E+02,5.12E+02,9.85E+02,7.97E+01,1.21E+02,,,,,,
1985,6,9.07E+02,6.19E+02,1.28E+03,9.84E+01,1.70E+02,,,,,,
1985,7,2.80E+02,1.91E+02,3.96E+02,3.06E+01,5.25E+01,,,,,,
1985,8,9.19E+02,4.19E+02,1.76E+03,9.87E+01,3.49E+02,,,,,,
1985,9,1.21E+02,8.56E+01,1.67E+02,1.38E+01,2.07E+01,,,,,,
1985,10,2.17E+03,1.13E+03,3.79E+03,2.28E+02,6.85E+02,,,,,,
1985,11,2.41E+04,1.27E+04,4.16E+04,2.95E+03,7.45E+03,,,,,,
1985,12,4.18E+03,2.60E+03,6.37E+03,4.18E+02,9.66E+02,,,,,,
1986,1,1.31E+03,9.39E+02,1.78E+03,1.31E+02,2.16E+02,,,,,,
1986,2,2.64E+03,1.91E+03,3.56E+03,2.54E+02,4.23E+02,,,,,,
1986,3,2.66E+03,1.78E+03,3.84E+03,2.50E+02,5.28E+02,,,,,,
1986,4,1.88E+03,1.33E+03,2.59E+03,1.74E+02,3.24E+02,,,,,,
1986,5,7.61E+02,5.60E+02,1.01E+03,7.08E+01,1.15E+02,,,,,,
1986,6,2.39E+02,1.71E+02,3.26E+02,2.29E+01,3.95E+01,,,,,,
1986,7,2.67E+02,1.91E+02,3.65E+02,2.48E+01,4.46E+01,,,,,,
1986,8,2.27E+02,1.59E+02,3.14E+02,2.09E+01,3.94E+01,,,,,,
1986,9,1.66E+02,1.17E+02,2.27E+02,1.55E+01,2.82E+01,,,,,,
1986,10,8.86E+01,6.41E+01,1.19E+02,9.21E+00,1.41E+01,,,,,,
1986,11,3.89E+02,2.80E+02,5.27E+02,3.43E+01,6.31E+01,,,,,,
1986,12,2.56E+03,1.53E+03,4.03E+03,2.12E+02,6.43E+02,,,,,,
1987,1,1.38E+03,9.16E+02,1.99E+03,1.14E+02,2.75E+02,,,,,,
1987,2,1.66E+03,1.20E+03,2.25E+03,1.36E+02,2.70E+02,,,,,,
1987,3,2.58E+03,1.57E+03,4.01E+03,2.04E+02,6.26E+02,,,,,,
1987,4,8.95E+03,5.10E+03,1.46E+04,7.79E+02,2.45E+03,,,,,,
1987,5,1.54E+03,1.12E+03,2.07E+03,1.17E+02,2.42E+02,,,,,,
1987,6,9.13E+02,6.28E+02,1.29E+03,6.95E+01,1.68E+02,,,,,,
1987,7,2.23E+02,1.62E+02,2.98E+02,1.79E+01,3.49E+01,,,,,,
1987,8,1.26E+02,8.61E+01,1.79E+02,1.06E+01,2.37E+01,,,,,,
1987,9,8.65E+03,5.17E+03,1.36E+04,7.39E+02,2.17E+03,,,,,,
1987,10,5.70E+02,4.25E+02,7.48E+02,4.29E+01,8.25E+01,,,,,,
1987,11,4.22E+03,1.64E+03,8.99E+03,3.61E+02,1.92E+03,,,,,,
1987,12,2.82E+03,1.97E+03,3.92E+03,1.99E+02,5.01E+02,,,,,,
1988,1,2.70E+03,1.68E+03,4.11E+03,1.85E+02,6.25E+02,,,,,,
1988,2,1.58E+03,1.15E+03,2.13E+03,1.10E+02,2.49E+02,,,,,,
1988,3,1.01E+03,6.74E+02,1.46E+03,6.82E+01,2.01E+02,,,,,,
1988,4,9.73E+02,7.21E+02,1.28E+03,6.53E+01,1.44E+02,,,,,,
1988,5,5.95E+03,4.14E+03,8.28E+03,3.84E+02,1.06E+03,,,,,,
1988,6,7.64E+02,5.66E+02,1.01E+03,5.01E+01,1.13E+02,,,,,,
1988,7,3.94E+02,2.79E+02,5.41E+02,2.62E+01,6.69E+01,,,,,,
1988,8,1.39E+02,1.04E+02,1.83E+02,1.04E+01,2.02E+01,,,,,,
1988,9,1.38E+02,1.02E+02,1.83E+02,1.01E+01,2.07E+01,,,,,,
