YEAR,MONTH,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,1,2.41E+05,1.17E+05,4.41E+05,4.48E+04,8.38E+04,,,,,,
1985,2,1.58E+07,2.21E+06,5.70E+07,7.82E+06,1.57E+07,,,,,,
1985,3,1.06E+06,4.01E+05,2.30E+06,2.01E+05,4.98E+05,,,,,,
1985,4,8.12E+05,3.24E+05,1.70E+06,1.46E+05,3.59E+05,,,,,,
1985,5,9.23E+05,4.21E+05,1.77E+06,1.62E+05,3.49E+05,,,,,,
1985,6,2.84E+05,1.57E+05,4.74E+05,4.94E+04,8.18E+04,,,,,,
1985,7,1.77E+06,3.52E+05,5.45E+06,3.92E+05,1.40E+06,,,,,,
1985,8,3.25E+05,1.55E+05,6.04E+05,5.62E+04,1.16E+05,,,,,,
1985,9,1.98E+05,7.00E+04,4.49E+05,3.37E+04,9.95E+04,,,,,,
1985,10,1.63E+05,8.98E+04,2.74E+05,2.71E+04,4.75E+04,,,,,,
1985,11,6.42E+06,2.52E+06,1.36E+07,1.53E+06,2.89E+06,,,,,,
1985,12,2.01E+06,8.50E+05,4.05E+06,3.81E+05,8.33E+05,,,,,,
1986,1,1.54E+05,8.32E+04,2.63E+05,2.51E+04,4.64E+04,,,,,,
1986,2,4.55E+06,1.75E+06,9.75E+06,1.06E+06,2.09E+06,,,,,,
1986,3,6.22E+06,1.27E+06,1.90E+07,1.95E+06,4.86E+06,,,,,,
1986,4,1.89E+06,7.60E+05,3.94E+06,3.22E+05,8.30E+05,,,,,,
1986,5,3.96E+05,2.08E+05,6.87E+05,5.99E+04,1.23E+05,,,,,,
1986,6,2.38E+05,1.22E+05,4.20E+05,3.55E+04,7.71E+04,,,,,,
1986,7,1.77E+05,7.91E+04,3.44E+05,2.59E+04,6.86E+04,,,,,,
1986,8,1.30E+05,7.77E+04,2.04E+05,1.92E+04,3.26E+04,,,,,,
1986,9,9.30E+04,5.63E+04,1.45E+05,1.39E+04,2.28E+04,,,,,,
1986,10,4.81E+04,2.77E+04,7.79E+04,7.76E+03,1.29E+04,,,,,,
1986,11,4.96E+05,2.23E+05,9.61E+05,7.42E+04,1.92E+05,,,,,,
1986,12,9.06E+06,2.12E+06,2.58E+07,2.91E+06,6.40E+06,,,,,,
1987,1,1.70E+06,5.41E+05,4.10E+06,3.03E+05,9.41E+05,,,,,,
1987,2,6.76E+05,3.61E+05,1.16E+06,9.13E+04,2.06E+05,,,,,,
1987,3,3.77E+06,9.68E+05,1.02E+07,9.58E+05,2.49E+06,,,,,,
1987,4,4.91E+06,2.14E+06,9.71E+06,8.93E+05,1.97E+06,,,,,,
1987,5,1.66E+06,8.60E+05,2.90E+06,2.25E+05,5.26E+05,,,,,,
1987,6,6.28E+05,3.13E+05,1.13E+06,8.36E+04,2.11E+05,,,,,,
1987,7,1.98E+06,7.83E+05,4.18E+06,3.13E+05,8.86E+05,,,,,,
1987,8,9.28E+04,5.71E+04,1.43E+05,1.35E+04,2.20E+04,,,,,,
1987,9,2.58E+06,1.03E+06,5.39E+06,4.60E+05,1.14E+06,,,,,,
1987,10,2.63E+05,1.23E+05,4.96E+05,3.43E+04,9.66E+04,,,,,,
1987,11,2.68E+07,3.19E+06,1.03E+08,1.35E+07,2.92E+07,,,,,,
1987,12,1.53E+06,6.19E+05,3.17E+06,2.24E+05,6.65E+05,,,,,,
1988,1,3.02E+06,6.55E+05,8.93E+06,7.74E+05,2.26E+06,,,,,,
1988,2,1.70E+06,8.79E+05,2.98E+06,2.29E+05,5.41E+05,,,,,,
1988,3,7.08E+05,3.09E+05,1.40E+06,8.50E+04,2.83E+05,,,,,,
1988,4,5.07E+05,2.86E+05,8.35E+05,6.06E+04,1.41E+05,,,,,,
1988,5,6.59E+07,1.21E+07,2.11E+08,2.86E+07,5.52E+07,,,,,,
1988,6,6.63E+05,3.90E+05,1.06E+06,8.10E+04,1.71E+05,,,,,,
1988,7,3.59E+05,2.04E+05,5.87E+05,4.31E+04,9.86E+04,,,,,,
1988,8,1.76E+05,1.08E+05,2.73E+05,2.06E+04,4.24E+04,,,,,,
1988,9,1.43E+05,7.73E+04,2.42E+05,1.65E+04,4.25E+04,,,,,,
1988,10,7.63E+04,4.69E+04,1.18E+05,9.46E+03,1.82E+04,,,,,,
1988,11,3.03E+05,1.03E+05,7.05E+05,3.67E+04,1.59E+05,,,,,,
1988,12,8.36E+04,4.72E+04,1.38E+05,1.03E+04,2.33E+04,,,,,,
1989,1,8.30E+05,3.65E+05,1.63E+06,1.02E+05,3.29E+05,,,,,,
1989,2,4.84E+05,2.29E+05,9.02E+05,5.35E+04,1.74E+05,,,,,,
1989,3,3.14E+06,1.14E+06,6.98E+06,5.04E+05,1.53E+06,,,,,,
1989,4,7.49E+05,4.37E+05,1.20E+06,8.21E+04,1.96E+05,,,,,,
1989,5,7.14E+07,2.27E+07,1.72E+08,2.59E+07,3.95E+07,,,,,,
1989,6,2.92E+07,5.92E+06,8.93E+07,9.54E+06,2.29E+07,,,,,,
1989,7,3.45E+06,1.74E+06,6.16E+06,4.92E+05,1.14E+06,,,,,,
1989,8,7.86E+05,4.15E+05,1.36E+06,1.00E+05,2.43E+05,,,,,,
1989,9,2.11E+05,1.31E+05,3.23E+05,2.32E+04,4.93E+04,,,,,,
1989,10,2.95E+06,7.82E+05,7.85E+06,5.85E+05,1.89E+06,,,,,,
1989,11,4.52E+05,2.26E+05,8.12E+05,5.27E+04,1.51E+05,,,,,,
1989,12,1.01E+05,6.33E+04,1.54E+05,1.21E+04,2.33E+04,,,,,,
1990,1,5.70E+06,1.08E+06,1.80E+07,1.72E+06,4.69E+06,,,,,,
1990,2,1.24E+06,7.07E+05,2.02E+06,1.37E+05,3.39E+05,,,,,,
