YEAR,MONTH,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,1,9.60E+02,7.15E+02,1.26E+03,9.63E+01,1.40E+02,,,,,,
1985,2,1.45E+03,1.07E+03,1.93E+03,1.43E+02,2.20E+02,,,,,,
1985,3,7.73E+02,5.84E+02,1.00E+03,7.55E+01,1.07E+02,,,,,,
1985,4,5.99E+02,4.53E+02,7.76E+02,5.78E+01,8.25E+01,,,,,,
1985,5,6.33E+02,4.79E+02,8.22E+02,5.91E+01,8.78E+01,,,,,,
1985,6,6.35E+02,4.78E+02,8.28E+02,5.80E+01,8.97E+01,,,,,,
1985,7,5.51E+02,4.13E+02,7.21E+02,4.96E+01,7.88E+01,,,,,,
1985,8,2.10E+03,1.42E+03,3.00E+03,2.08E+02,4.05E+02,,,,,,
1985,9,5.59E+02,4.21E+02,7.26E+02,4.91E+01,7.80E+01,,,,,,
1985,10,1.00E+03,7.29E+02,1.34E+03,8.76E+01,1.56E+02,,,,,,
1985,11,2.91E+03,2.11E+03,3.93E+03,2.71E+02,4.66E+02,,,,,,
1985,12,1.45E+03,1.07E+03,1.91E+03,1.24E+02,2.15E+02,,,,,,
1986,1,8.83E+02,6.77E+02,1.13E+03,7.49E+01,1.16E+02,,,,,,
1986,2,1.17E+03,9.01E+02,1.50E+03,9.67E+01,1.53E+02,,,,,,
1986,3,1.09E+03,8.43E+02,1.39E+03,8.84E+01,1.39E+02,,,,,,
1986,4,8.19E+02,6.30E+02,1.05E+03,6.55E+01,1.07E+02,,,,,,
1986,5,7.92E+02,6.05E+02,1.02E+03,6.17E+01,1.05E+02,,,,,,
1986,6,4.14E+02,3.19E+02,5.27E+02,3.35E+01,5.31E+01,,,,,,
1986,7,5.84E+02,4.51E+02,7.43E+02,4.42E+01,7.48E+01,,,,,,
1986,8,7.84E+02,5.85E+02,1.03E+03,5.88E+01,1.13E+02,,,,,,
1986,9,4.37E+02,3.40E+02,5.52E+02,3.31E+01,5.41E+01,,,,,,
1986,10,4.18E+02,3.25E+02,5.28E+02,3.20E+01,5.17E+01,,,,,,
1986,11,5.28E+02,4.12E+02,6.67E+02,3.93E+01,6.50E+01,,,,,,
1986,12,1.25E+03,9.48E+02,1.62E+03,8.91E+01,1.72E+02,,,,,,
1987,1,1.08E+03,8.46E+02,1.36E+03,7.66E+01,1.33E+02,,,,,,
1987,2,1.36E+03,1.05E+03,1.73E+03,9.28E+01,1.75E+02,,,,,,
1987,3,1.26E+03,9.64E+02,1.61E+03,8.45E+01,1.66E+02,,,,,,
1987,4,2.80E+03,2.11E+03,3.64E+03,1.99E+02,3.93E+02,,,,,,
1987,5,1.72E+03,1.33E+03,2.18E+03,1.12E+02,2.18E+02,,,,,,
1987,6,1.14E+03,8.63E+02,1.48E+03,7.39E+01,1.59E+02,,,,,,
1987,7,5.52E+02,4.29E+02,7.01E+02,3.57E+01,6.95E+01,,,,,,
1987,8,3.58E+02,2.81E+02,4.49E+02,2.61E+01,4.29E+01,,,,,,
1987,9,9.78E+02,7.42E+02,1.26E+03,6.32E+01,1.33E+02,,,,,,
1987,10,5.13E+02,4.03E+02,6.42E+02,3.25E+01,6.10E+01,,,,,,
1987,11,9.19E+02,7.13E+02,1.17E+03,5.70E+01,1.16E+02,,,,,,
1987,12,1.73E+03,1.34E+03,2.21E+03,1.05E+02,2.22E+02,,,,,,
1988,1,1.50E+03,1.15E+03,1.92E+03,8.71E+01,1.98E+02,,,,,,
1988,2,1.24E+03,9.76E+02,1.56E+03,7.13E+01,1.50E+02,,,,,,
1988,3,9.27E+02,7.27E+02,1.16E+03,5.32E+01,1.12E+02,,,,,,
1988,4,9.40E+02,7.47E+02,1.17E+03,5.32E+01,1.07E+02,,,,,,
1988,5,1.61E+03,1.25E+03,2.04E+03,8.86E+01,2.01E+02,,,,,,
1988,6,6.23E+02,4.95E+02,7.73E+02,3.50E+01,7.12E+01,,,,,,
1988,7,5.38E+02,4.27E+02,6.71E+02,3.01E+01,6.24E+01,,,,,,
1988,8,4.51E+02,3.57E+02,5.62E+02,2.61E+01,5.24E+01,,,,,,
