YEAR,MONTH,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1987,1,3.41E+06,2.88E+06,4.00E+06,2.19E+05,2.86E+05,,,,,,
1987,2,1.92E+06,1.62E+06,2.26E+06,1.23E+05,1.64E+05,,,,,,
1987,3,5.44E+06,4.64E+06,6.35E+06,3.09E+05,4.36E+05,,,,,,
1987,4,6.90E+06,5.88E+06,8.05E+06,3.72E+05,5.53E+05,,,,,,
1987,5,1.93E+06,1.65E+06,2.24E+06,1.07E+05,1.51E+05,,,,,,
1987,6,7.90E+05,6.77E+05,9.16E+05,4.40E+04,6.09E+04,,,,,,
1987,7,1.09E+06,9.24E+05,1.27E+06,5.97E+04,8.85E+04,,,,,,
1987,8,2.96E+05,2.52E+05,3.46E+05,1.82E+04,2.42E+04,,,,,,
1987,9,2.56E+06,2.16E+06,3.02E+06,1.47E+05,2.19E+05,,,,,,
1987,10,1.50E+06,1.28E+06,1.74E+06,8.47E+04,1.15E+05,,,,,,
1987,11,2.64E+06,2.24E+06,3.08E+06,1.51E+05,2.14E+05,,,,,,
1987,12,5.04E+06,4.31E+06,5.86E+06,2.85E+05,3.96E+05,,,,,,
1988,1,2.28E+06,1.93E+06,2.67E+06,1.28E+05,1.90E+05,,,,,,
1988,2,5.11E+06,4.34E+06,5.98E+06,2.61E+05,4.18E+05,,,,,,
1988,3,4.51E+06,3.89E+06,5.19E+06,2.21E+05,3.31E+05,,,,,,
1988,4,2.76E+06,2.38E+06,3.19E+06,1.34E+05,2.07E+05,,,,,,
1988,5,4.19E+06,3.59E+06,4.86E+06,1.93E+05,3.24E+05,,,,,,
1988,6,8.29E+05,7.08E+05,9.64E+05,3.97E+04,6.53E+04,,,,,,
1988,7,3.77E+05,3.20E+05,4.42E+05,1.89E+04,3.11E+04,,,,,,
1988,8,3.63E+05,3.05E+05,4.28E+05,1.86E+04,3.14E+04,,,,,,
1988,9,8.06E+05,6.92E+05,9.35E+05,3.93E+04,6.20E+04,,,,,,
1988,10,4.84E+05,4.12E+05,5.66E+05,2.62E+04,3.92E+04,,,,,,
