YEAR,MONTH,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,1,2.22E+03,1.80E+03,2.71E+03,1.61E+02,2.32E+02,,,,,,
1985,2,4.09E+03,3.30E+03,5.01E+03,2.91E+02,4.37E+02,,,,,,
1985,3,1.77E+03,1.45E+03,2.14E+03,1.26E+02,1.77E+02,,,,,,
1985,4,1.17E+03,9.56E+02,1.42E+03,8.31E+01,1.17E+02,,,,,,
1985,5,7.77E+02,6.32E+02,9.45E+02,5.41E+01,7.99E+01,,,,,,
1985,6,1.29E+03,1.02E+03,1.60E+03,8.62E+01,1.47E+02,,,,,,
1985,7,3.68E+02,2.96E+02,4.51E+02,2.44E+01,3.95E+01,,,,,,
1985,8,3.23E+03,2.47E+03,4.14E+03,2.24E+02,4.25E+02,,,,,,
1985,9,8.32E+02,6.31E+02,1.08E+03,5.37E+01,1.14E+02,,,,,,
1985,10,3.54E+03,2.76E+03,4.46E+03,2.36E+02,4.33E+02,,,,,,
1985,11,6.52E+03,5.23E+03,8.05E+03,4.37E+02,7.21E+02,,,,,,
1985,12,4.20E+03,3.37E+03,5.18E+03,2.65E+02,4.62E+02,,,,,,
1986,1,1.89E+03,1.56E+03,2.27E+03,1.15E+02,1.82E+02,,,,,,
1986,2,2.85E+03,2.36E+03,3.41E+03,1.69E+02,2.68E+02,,,,,,
1986,3,2.31E+03,1.91E+03,2.76E+03,1.36E+02,2.16E+02,,,,,,
1986,4,1.83E+03,1.51E+03,2.18E+03,1.07E+02,1.71E+02,,,,,,
1986,5,1.61E+03,1.30E+03,1.99E+03,9.16E+01,1.77E+02,,,,,,
1986,6,3.13E+02,2.56E+02,3.80E+02,1.86E+01,3.16E+01,,,,,,
1986,7,4.63E+02,3.82E+02,5.56E+02,2.60E+01,4.44E+01,,,,,,
1986,8,7.80E+02,6.28E+02,9.57E+02,4.29E+01,8.41E+01,,,,,,
1986,9,2.78E+02,2.29E+02,3.34E+02,1.54E+01,2.70E+01,,,,,,
1986,10,2.90E+02,2.34E+02,3.55E+02,1.58E+01,3.08E+01,,,,,,
1986,11,6.36E+02,5.30E+02,7.56E+02,3.42E+01,5.78E+01,,,,,,
1986,12,3.26E+03,2.62E+03,3.99E+03,1.68E+02,3.50E+02,,,,,,
1987,1,2.91E+03,2.44E+03,3.45E+03,1.46E+02,2.59E+02,,,,,,
1987,2,3.26E+03,2.72E+03,3.87E+03,1.60E+02,2.94E+02,,,,,,
1987,3,3.26E+03,2.71E+03,3.90E+03,1.58E+02,3.04E+02,,,,,,
1987,4,7.69E+03,6.24E+03,9.38E+03,3.92E+02,8.00E+02,,,,,,
1987,5,5.72E+03,4.75E+03,6.82E+03,2.76E+02,5.30E+02,,,,,,
1987,6,3.30E+03,2.69E+03,4.01E+03,1.59E+02,3.38E+02,,,,,,
1987,7,8.33E+02,6.94E+02,9.92E+02,3.97E+01,7.62E+01,,,,,,
1987,8,3.08E+02,2.58E+02,3.66E+02,1.48E+01,2.77E+01,,,,,,
1987,9,1.04E+03,8.44E+02,1.27E+03,4.89E+01,1.09E+02,,,,,,
1987,10,5.13E+02,4.25E+02,6.15E+02,2.36E+01,4.86E+01,,,,,,
1987,11,1.57E+03,1.31E+03,1.87E+03,7.01E+01,1.41E+02,,,,,,
1987,12,3.59E+03,3.01E+03,4.25E+03,1.56E+02,3.17E+02,,,,,,
1988,1,3.66E+03,3.02E+03,4.40E+03,1.53E+02,3.54E+02,,,,,,
1988,2,2.99E+03,2.53E+03,3.52E+03,1.23E+02,2.53E+02,,,,,,
1988,3,1.84E+03,1.55E+03,2.17E+03,7.75E+01,1.59E+02,,,,,,
1988,4,2.19E+03,1.85E+03,2.57E+03,8.97E+01,1.83E+02,,,,,,
1988,5,3.65E+03,3.07E+03,4.31E+03,1.47E+02,3.17E+02,,,,,,
1988,6,8.74E+02,7.31E+02,1.04E+03,3.65E+01,7.83E+01,,,,,,
1988,7,5.62E+02,4.53E+02,6.89E+02,2.29E+01,6.02E+01,,,,,,
1988,8,4.33E+02,3.58E+02,5.19E+02,1.77E+01,4.13E+01,,,,,,
1988,9,2.59E+02,2.16E+02,3.09E+02,1.08E+01,2.37E+01,,,,,,
1988,10,2.42E+02,2.03E+02,2.86E+02,1.02E+01,2.13E+01,,,,,,
1988,11,7.43E+02,6.21E+02,8.82E+02,2.91E+01,6.65E+01,,,,,,
1988,12,1.04E+03,8.56E+02,1.25E+03,3.92E+01,1.01E+02,,,,,,
1989,1,9.20E+02,7.82E+02,1.08E+03,3.68E+01,7.51E+01,,,,,,
1989,2,1.43E+03,1.17E+03,1.73E+03,5.16E+01,1.43E+02,,,,,,
1989,3,4.50E+03,3.80E+03,5.29E+03,1.52E+02,3.79E+02,,,,,,
1989,4,3.07E+03,2.60E+03,3.59E+03,1.05E+02,2.53E+02,,,,,,
1989,5,6.90E+03,5.78E+03,8.18E+03,2.58E+02,6.11E+02,,,,,,
1989,6,2.94E+03,2.46E+03,3.49E+03,1.07E+02,2.65E+02,,,,,,
1989,7,2.40E+03,2.01E+03,2.84E+03,9.07E+01,2.13E+02,,,,,,
1989,8,1.98E+03,1.65E+03,2.36E+03,7.58E+01,1.80E+02,,,,,,
1989,9,3.27E+03,2.67E+03,3.97E+03,1.37E+02,3.32E+02,,,,,,
1989,10,2.99E+03,2.50E+03,3.55E+03,1.14E+02,2.69E+02,,,,,,
1989,11,2.41E+03,2.05E+03,2.80E+03,8.27E+01,1.91E+02,,,,,,
1989,12,1.71E+03,1.46E+03,1.98E+03,5.62E+01,1.32E+02,,,,,,
1990,1,4.50E+03,3.83E+03,5.25E+03,1.39E+02,3.63E+02,,,,,,
1990,2,3.80E+03,3.23E+03,4.43E+03,1.13E+02,3.06E+02,,,,,,
1990,3,2.70E+03,2.30E+03,3.15E+03,8.21E+01,2.16E+02,,,,,,
1990,4,4.50E+03,3.83E+03,5.25E+03,1.35E+02,3.62E+02,,,,,,
1990,5,5.73E+03,4.64E+03,7.01E+03,2.01E+02,6.04E+02,,,,,,
1990,6,4.94E+03,3.88E+03,6.20E+03,1.90E+02,5.93E+02,,,,,,
1990,7,1.27E+03,1.07E+03,1.49E+03,4.36E+01,1.09E+02,,,,,,
1990,8,1.39E+03,1.12E+03,1.70E+03,4.94E+01,1.48E+02,,,,,,
1990,9,3.80E+02,3.24E+02,4.43E+02,1.32E+01,3.04E+01,,,,,,
1990,10,7.81E+02,6.38E+02,9.47E+02,2.56E+01,7.91E+01,,,,,,
1990,11,8.82E+02,7.39E+02,1.04E+03,2.84E+01,7.81E+01,,,,,,
1990,12,1.37E+03,1.16E+03,1.62E+03,4.16E+01,1.16E+02,,,,,,
1991,1,3.75E+03,3.16E+03,4.41E+03,1.05E+02,3.19E+02,,,,,,
1991,2,9.82E+02,8.38E+02,1.14E+03,3.33E+01,7.80E+01,,,,,,
1991,3,2.02E+03,1.72E+03,2.36E+03,5.94E+01,1.65E+02,,,,,,
1991,4,2.38E+03,2.01E+03,2.81E+03,6.82E+01,2.04E+02,,,,,,
1991,5,7.65E+02,6.52E+02,8.91E+02,2.67E+01,6.08E+01,,,,,,
1991,6,1.90E+02,1.61E+02,2.23E+02,7.64E+00,1.57E+01,,,,,,
1991,7,2.17E+02,1.81E+02,2.58E+02,7.85E+00,1.97E+01,,,,,,
1991,8,1.69E+02,1.38E+02,2.05E+02,6.11E+00,1.70E+01,,,,,,
1991,9,1.09E+02,8.83E+01,1.34E+02,4.19E+00,1.16E+01,,,,,,
1991,10,1.98E+02,1.56E+02,2.46E+02,6.69E+00,2.30E+01,,,,,,
1991,11,1.67E+02,1.42E+02,1.96E+02,6.49E+00,1.37E+01,,,,,,
1991,12,9.81E+02,8.24E+02,1.16E+03,2.97E+01,8.56E+01,,,,,,
1992,1,1.22E+03,1.04E+03,1.44E+03,3.66E+01,1.01E+02,,,,,,
1992,2,8.60E+02,7.12E+02,1.03E+03,2.78E+01,8.07E+01,,,,,,
1992,3,2.64E+03,2.25E+03,3.08E+03,7.14E+01,2.12E+02,,,,,,
1992,4,1.52E+03,1.28E+03,1.78E+03,4.60E+01,1.27E+02,,,,,,
1992,5,1.12E+03,9.58E+02,1.31E+03,3.66E+01,9.02E+01,,,,,,
1992,6,1.08E+03,9.00E+02,1.29E+03,3.45E+01,9.99E+01,,,,,,
1992,7,1.45E+03,1.10E+03,1.88E+03,5.21E+01,2.00E+02,,,,,,
1992,8,1.72E+03,1.42E+03,2.06E+03,6.07E+01,1.64E+02,,,,,,
1992,9,5.23E+02,4.42E+02,6.14E+02,1.74E+01,4.40E+01,,,,,,
