YEAR,MONTH,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,1,5.06E+04,4.46E+04,5.73E+04,1.73E+03,3.24E+03,,,,,,
1985,2,9.47E+04,8.16E+04,1.09E+05,3.06E+03,7.06E+03,,,,,,
1985,3,5.93E+04,5.25E+04,6.68E+04,1.94E+03,3.66E+03,,,,,,
1985,4,4.91E+04,4.33E+04,5.54E+04,1.61E+03,3.06E+03,,,,,,
1985,5,5.95E+04,5.25E+04,6.72E+04,1.84E+03,3.75E+03,,,,,,
1985,6,4.74E+04,4.18E+04,5.36E+04,1.46E+03,3.00E+03,,,,,,
1985,7,3.59E+04,3.17E+04,4.04E+04,1.10E+03,2.21E+03,,,,,,
1985,8,2.91E+04,2.58E+04,3.28E+04,9.11E+02,1.77E+03,,,,,,
1985,9,3.73E+04,3.15E+04,4.39E+04,1.12E+03,3.17E+03,,,,,,
1985,10,3.85E+04,3.41E+04,4.33E+04,1.08E+03,2.33E+03,,,,,,
1985,11,5.39E+04,4.75E+04,6.10E+04,1.51E+03,3.46E+03,,,,,,
1985,12,5.04E+04,4.47E+04,5.66E+04,1.41E+03,3.05E+03,,,,,,
1986,1,5.23E+04,4.60E+04,5.92E+04,1.49E+03,3.37E+03,,,,,,
1986,2,7.24E+04,6.39E+04,8.17E+04,1.97E+03,4.56E+03,,,,,,
1986,3,6.87E+04,6.11E+04,7.69E+04,1.87E+03,4.04E+03,,,,,,
1986,4,6.75E+04,5.95E+04,7.62E+04,1.78E+03,4.24E+03,,,,,,
1986,5,4.12E+04,3.67E+04,4.61E+04,1.14E+03,2.40E+03,,,,,,
1986,6,3.06E+04,2.71E+04,3.44E+04,8.86E+02,1.87E+03,,,,,,
1986,7,2.70E+04,2.39E+04,3.04E+04,7.87E+02,1.64E+03,,,,,,
1986,8,2.86E+04,2.54E+04,3.22E+04,7.53E+02,1.73E+03,,,,,,
1986,9,1.83E+04,1.61E+04,2.07E+04,6.78E+02,1.17E+03,,,,,,
1986,10,2.18E+04,1.93E+04,2.46E+04,7.18E+02,1.35E+03,,,,,,
1986,11,4.61E+04,4.08E+04,5.19E+04,1.11E+03,2.84E+03,,,,,,
1986,12,7.49E+04,6.55E+04,8.53E+04,1.80E+03,5.06E+03,,,,,,
1987,1,7.57E+04,6.72E+04,8.50E+04,1.81E+03,4.54E+03,,,,,,
1987,2,5.48E+04,4.86E+04,6.15E+04,1.33E+03,3.30E+03,,,,,,
1987,3,6.88E+04,6.07E+04,7.77E+04,1.58E+03,4.34E+03,,,,,,
1987,4,7.85E+04,6.98E+04,8.81E+04,1.82E+03,4.67E+03,,,,,,
1987,5,5.60E+04,4.98E+04,6.28E+04,1.29E+03,3.34E+03,,,,,,
1987,6,3.85E+04,3.42E+04,4.33E+04,8.90E+02,2.32E+03,,,,,,
1987,7,3.53E+04,3.14E+04,3.95E+04,8.08E+02,2.08E+03,,,,,,
1987,8,2.11E+04,1.88E+04,2.37E+04,6.01E+02,1.24E+03,,,,,,
