YEAR,MONTH,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP,,,,,,
1985,1,9.88E+03,7.45E+03,1.28E+04,9.53E+02,1.38E+03,,,,,,
1985,2,1.73E+04,1.30E+04,2.26E+04,1.63E+03,2.48E+03,,,,,,
1985,3,9.43E+03,7.16E+03,1.22E+04,8.98E+02,1.28E+03,,,,,,
1985,4,6.13E+03,4.64E+03,7.94E+03,5.82E+02,8.44E+02,,,,,,
1985,5,3.54E+03,2.67E+03,4.59E+03,3.31E+02,4.91E+02,,,,,,
1985,6,4.31E+03,3.16E+03,5.74E+03,3.88E+02,6.59E+02,,,,,,
1985,7,1.16E+03,8.66E+02,1.52E+03,1.04E+02,1.68E+02,,,,,,
1985,8,5.85E+03,4.12E+03,8.07E+03,5.43E+02,1.01E+03,,,,,,
1985,9,1.96E+03,1.37E+03,2.72E+03,1.70E+02,3.43E+02,,,,,,
1985,10,7.22E+03,5.23E+03,9.74E+03,6.40E+02,1.15E+03,,,,,,
1985,11,1.39E+04,1.05E+04,1.82E+04,1.23E+03,1.98E+03,,,,,,
1985,12,1.18E+04,8.94E+03,1.54E+04,9.82E+02,1.64E+03,,,,,,
1986,1,8.19E+03,6.30E+03,1.05E+04,6.67E+02,1.07E+03,,,,,,
1986,2,1.24E+04,9.54E+03,1.58E+04,9.82E+02,1.59E+03,,,,,,
1986,3,1.07E+04,8.31E+03,1.37E+04,8.50E+02,1.37E+03,,,,,,
1986,4,8.09E+03,6.26E+03,1.03E+04,6.36E+02,1.03E+03,,,,,,
1986,5,5.80E+03,4.38E+03,7.53E+03,4.44E+02,8.05E+02,,,,,,
1986,6,1.19E+03,9.00E+02,1.55E+03,9.55E+01,1.67E+02,,,,,,
1986,7,1.35E+03,1.04E+03,1.72E+03,1.03E+02,1.76E+02,,,,,,
1986,8,1.83E+03,1.37E+03,2.39E+03,1.36E+02,2.62E+02,,,,,,
1986,9,7.27E+02,5.55E+02,9.35E+02,5.44E+01,9.71E+01,,,,,,
1986,10,8.31E+02,6.21E+02,1.09E+03,6.13E+01,1.20E+02,,,,,,
1986,11,2.08E+03,1.61E+03,2.64E+03,1.50E+02,2.62E+02,,,,,,
1986,12,9.38E+03,7.08E+03,1.22E+04,6.45E+02,1.31E+03,,,,,,
1987,1,1.06E+04,8.34E+03,1.34E+04,7.13E+02,1.28E+03,,,,,,
1987,2,1.27E+04,9.92E+03,1.60E+04,8.35E+02,1.56E+03,,,,,,
1987,3,1.29E+04,1.01E+04,1.63E+04,8.40E+02,1.60E+03,,,,,,
1987,4,2.14E+04,1.64E+04,2.75E+04,1.44E+03,2.84E+03,,,,,,
1987,5,1.57E+04,1.22E+04,1.99E+04,1.02E+03,1.96E+03,,,,,,
1987,6,8.19E+03,6.24E+03,1.06E+04,5.30E+02,1.10E+03,,,,,,
1987,7,2.19E+03,1.70E+03,2.78E+03,1.41E+02,2.76E+02,,,,,,
1987,8,7.79E+02,6.07E+02,9.85E+02,5.06E+01,9.66E+01,,,,,,
1987,9,2.16E+03,1.63E+03,2.81E+03,1.37E+02,3.02E+02,,,,,,
1987,10,1.33E+03,1.03E+03,1.69E+03,8.28E+01,1.71E+02,,,,,,
1987,11,4.13E+03,3.23E+03,5.20E+03,2.48E+02,5.05E+02,,,,,,
1987,12,9.65E+03,7.63E+03,1.20E+04,5.60E+02,1.13E+03,,,,,,
1988,1,1.16E+04,9.05E+03,1.47E+04,6.48E+02,1.46E+03,,,,,,
1988,2,1.12E+04,8.92E+03,1.40E+04,6.19E+02,1.30E+03,,,,,,
1988,3,7.77E+03,6.15E+03,9.69E+03,4.43E+02,9.03E+02,,,,,,
1988,4,8.26E+03,6.55E+03,1.03E+04,4.57E+02,9.52E+02,,,,,,
1988,5,1.02E+04,8.04E+03,1.27E+04,5.52E+02,1.19E+03,,,,,,
1988,6,2.62E+03,2.04E+03,3.32E+03,1.48E+02,3.26E+02,,,,,,
1988,7,1.32E+03,9.96E+02,1.72E+03,7.33E+01,1.86E+02,,,,,,
1988,8,9.93E+02,7.64E+02,1.27E+03,5.52E+01,1.29E+02,,,,,,
1988,9,6.05E+02,4.70E+02,7.66E+02,3.42E+01,7.57E+01,,,,,,
1988,10,6.38E+02,4.98E+02,8.04E+02,3.65E+01,7.83E+01,,,,,,
1988,11,2.09E+03,1.63E+03,2.64E+03,1.11E+02,2.57E+02,,,,,,
1988,12,3.24E+03,2.53E+03,4.08E+03,1.67E+02,3.96E+02,,,,,,
1989,1,3.73E+03,2.97E+03,4.62E+03,2.02E+02,4.20E+02,,,,,,
1989,2,5.67E+03,4.36E+03,7.25E+03,2.79E+02,7.37E+02,,,,,,
1989,3,1.48E+04,1.18E+04,1.83E+04,6.74E+02,1.66E+03,,,,,,
1989,4,1.02E+04,8.15E+03,1.26E+04,4.73E+02,1.15E+03,,,,,,
1989,5,1.60E+04,1.26E+04,2.01E+04,8.05E+02,1.90E+03,,,,,,
1989,6,6.67E+03,5.25E+03,8.37E+03,3.28E+02,7.99E+02,,,,,,
1989,7,4.66E+03,3.67E+03,5.82E+03,2.39E+02,5.50E+02,,,,,,
1989,8,3.57E+03,2.80E+03,4.50E+03,1.86E+02,4.36E+02,,,,,,
1989,9,4.92E+03,3.73E+03,6.36E+03,2.76E+02,6.71E+02,,,,,,
1989,10,5.23E+03,4.11E+03,6.57E+03,2.68E+02,6.30E+02,,,,,,
1989,11,5.35E+03,4.29E+03,6.59E+03,2.48E+02,5.87E+02,,,,,,
1989,12,4.95E+03,3.99E+03,6.06E+03,2.20E+02,5.28E+02,,,,,,
1990,1,1.25E+04,1.00E+04,1.54E+04,5.17E+02,1.37E+03,,,,,,
1990,2,1.21E+04,9.69E+03,1.49E+04,4.85E+02,1.34E+03,,,,,,
1990,3,9.59E+03,7.71E+03,1.18E+04,3.97E+02,1.04E+03,,,,,,
1990,4,1.32E+04,1.06E+04,1.63E+04,5.38E+02,1.46E+03,,,,,,
1990,5,1.24E+04,9.68E+03,1.57E+04,5.62E+02,1.54E+03,,,,,,
1990,6,9.06E+03,6.69E+03,1.20E+04,4.54E+02,1.35E+03,,,,,,
1990,7,2.65E+03,2.10E+03,3.29E+03,1.23E+02,3.06E+02,,,,,,
1990,8,2.43E+03,1.85E+03,3.13E+03,1.16E+02,3.29E+02,,,,,,
1990,9,8.05E+02,6.44E+02,9.93E+02,3.79E+01,8.93E+01,,,,,,
