CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.27290944E+06,   0.86495720E+05,   0.65854116E+06,   0.24630024E+05,   0.15134885E+06
1986,   0.52118657E+06,   0.16306761E+06,   0.12670931E+07,   0.37608706E+05,   0.29235274E+06
1987,   0.60561740E+06,   0.88989188E+05,   0.21359421E+07,   0.50056028E+05,   0.58391442E+06
1988,   0.71377921E+06,   0.25317861E+06,   0.16104697E+07,   0.41463707E+05,   0.35655710E+06
1989,   0.88836461E+06,   0.32767229E+06,   0.19565740E+07,   0.49761766E+05,   0.42693957E+06
1990,   0.31246263E+06,   0.17530505E+06,   0.51622113E+06,   0.13540301E+05,   0.87747035E+05
1991,   0.12613667E+06,   0.84021007E+05,   0.18212888E+06,   0.63993016E+04,   0.25138612E+05
1992,   0.12737418E+06,   0.57150307E+05,   0.24695064E+06,   0.59070712E+04,   0.49260456E+05
1993,   0.94507045E+06,   0.50188656E+06,   0.16264829E+07,   0.50875388E+05,   0.28997031E+06
1994,   0.82094484E+06,   0.47694458E+06,   0.13207991E+07,   0.43758165E+05,   0.21697025E+06
1995,   0.21374077E+06,   0.11131478E+06,   0.37313907E+06,   0.10785179E+05,   0.67555231E+05
1996,   0.11075150E+07,   0.56477456E+06,   0.19631540E+07,   0.66007313E+05,   0.36107704E+06
1997,   0.13225004E+06,   0.81789711E+05,   0.20268309E+06,   0.69979433E+04,   0.31031123E+05
1998,   0.34776765E+06,   0.20835603E+06,   0.54639066E+06,   0.18207450E+05,   0.86839876E+05
1999,   0.43716142E+06,   0.71748527E+05,   0.14710029E+07,   0.36184219E+05,   0.39362601E+06
2000,   0.37247728E+06,   0.92209222E+05,   0.10299863E+07,   0.25466360E+05,   0.25284874E+06
2001,   0.58930452E+05,   0.36758032E+05,   0.89707694E+05,   0.34437689E+04,   0.13588280E+05
2002,   0.10597652E+06,   0.47005416E+05,   0.20707554E+06,   0.69492287E+04,   0.41565512E+05
2003,   0.61315143E+06,   0.32010905E+06,   0.10685026E+07,   0.46612056E+05,   0.19308202E+06
2004,   0.71987164E+06,   0.32029372E+06,   0.14036437E+07,   0.69975009E+05,   0.28127508E+06
