CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.14201799E+07,   0.10741334E+07,   0.18424666E+07,   0.11634380E+06,   0.19641853E+06
1986,   0.48331256E+07,   0.30509847E+07,   0.72876711E+07,   0.40280839E+06,   0.10869241E+07
1987,   0.20238135E+07,   0.14141391E+07,   0.28089103E+07,   0.11983254E+06,   0.35704194E+06
1988,   0.11111146E+07,   0.78957693E+06,   0.15205014E+07,   0.51020102E+05,   0.18704792E+06
1989,   0.35508177E+07,   0.25807756E+07,   0.47671971E+07,   0.18424796E+06,   0.55929696E+06
1990,   0.34444676E+07,   0.25478983E+07,   0.45553393E+07,   0.16475405E+06,   0.51336372E+06
1991,   0.12961459E+07,   0.96032412E+06,   0.17117774E+07,   0.53273030E+05,   0.19216447E+06
1992,   0.16092290E+07,   0.13033759E+07,   0.19651724E+07,   0.63260516E+05,   0.16903112E+06
1993,   0.94807057E+07,   0.63423203E+07,   0.13641309E+08,   0.72669092E+06,   0.18700804E+07
1994,   0.55245711E+07,   0.41320218E+07,   0.72369826E+07,   0.30450311E+06,   0.79389440E+06
1995,   0.85336181E+06,   0.63528160E+06,   0.11223931E+07,   0.39635164E+05,   0.12455658E+06
1996,   0.70340723E+07,   0.49478431E+07,   0.97085961E+07,   0.45639595E+06,   0.12185336E+07
1997,   0.69181396E+06,   0.55603830E+06,   0.85067630E+06,   0.31969219E+05,   0.75260923E+05
1998,   0.29203188E+07,   0.21367944E+07,   0.38983509E+07,   0.14016906E+06,   0.45056372E+06
1999,   0.97620406E+06,   0.66234020E+06,   0.13884103E+07,   0.43502928E+05,   0.18597209E+06
2000,   0.28440267E+07,   0.21448546E+07,   0.36989264E+07,   0.12810342E+06,   0.39730378E+06
2001,   0.12812442E+07,   0.89510537E+06,   0.17785482E+07,   0.59918509E+05,   0.22614983E+06
2002,   0.18321410E+07,   0.14042305E+07,   0.23495830E+07,   0.86925116E+05,   0.24162545E+06
2003,   0.48183023E+07,   0.37060206E+07,   0.61600345E+07,   0.28817335E+06,   0.62719739E+06
2004,   0.69033618E+07,   0.34146796E+07,   0.12506660E+08,   0.69756962E+06,   0.23503091E+07
