CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.22038024E+03,   0.17520056E+03,   0.27364675E+03,   0.19302301E+02,   0.25149940E+02
1986,   0.91347894E+02,   0.77348534E+02,   0.10713837E+03,   0.63792558E+01,   0.76052483E+01
1987,   0.19529771E+03,   0.16730117E+03,   0.22661705E+03,   0.11243651E+02,   0.15141612E+02
1988,   0.98823555E+02,   0.85839458E+02,   0.11320605E+03,   0.46580423E+01,   0.69851092E+01
1989,   0.20434539E+03,   0.18137063E+03,   0.22940487E+03,   0.78707007E+01,   0.12258480E+02
1990,   0.19764416E+03,   0.17318655E+03,   0.22456710E+03,   0.65836106E+01,   0.13113629E+02
1991,   0.93776273E+02,   0.82201476E+02,   0.10651453E+03,   0.27050367E+01,   0.62052959E+01
1992,   0.10917448E+03,   0.96376048E+02,   0.12318855E+03,   0.30279704E+01,   0.68428786E+01
1993,   0.29876301E+03,   0.26084545E+03,   0.34061080E+03,   0.10221834E+02,   0.20358696E+02
1994,   0.32560852E+03,   0.28082267E+03,   0.37546980E+03,   0.12147784E+02,   0.24159301E+02
1995,   0.17733505E+03,   0.15566116E+03,   0.20116402E+03,   0.53621864E+01,   0.11613348E+02
1996,   0.42580081E+03,   0.37511002E+03,   0.48138835E+03,   0.15445478E+02,   0.27123914E+02
1997,   0.19419265E+03,   0.17386493E+03,   0.21622696E+03,   0.57727796E+01,   0.10810321E+02
1998,   0.41839517E+03,   0.35783351E+03,   0.48622305E+03,   0.18956781E+02,   0.32774552E+02
1999,   0.11021546E+03,   0.96216696E+02,   0.12566645E+03,   0.31400242E+01,   0.75165344E+01
2000,   0.12952697E+03,   0.11618828E+03,   0.14396580E+03,   0.41062376E+01,   0.70884339E+01
2001,   0.11436296E+03,   0.98426255E+02,   0.13213219E+03,   0.41137688E+01,   0.86038076E+01
2002,   0.75076308E+02,   0.64866191E+02,   0.86429003E+02,   0.33052023E+01,   0.55039698E+01
2003,   0.67006180E+03,   0.57576994E+03,   0.77531517E+03,   0.39001689E+02,   0.50936764E+02
2004,   0.36202930E+03,   0.30880252E+03,   0.42175505E+03,   0.23503787E+02,   0.28834541E+02
