CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.51639112E+04,   0.47790970E+04,   0.55711776E+04,   0.18518312E+03,   0.20209535E+03
1986,   0.48234450E+04,   0.44993422E+04,   0.51645010E+04,   0.14914230E+03,   0.16970643E+03
1987,   0.43104305E+04,   0.40653357E+04,   0.45662873E+04,   0.11089074E+03,   0.12780612E+03
1988,   0.40572077E+04,   0.38390961E+04,   0.42843524E+04,   0.88717627E+02,   0.11359555E+03
1989,   0.57752252E+04,   0.54998652E+04,   0.60606524E+04,   0.11547612E+03,   0.14306759E+03
1990,   0.51776901E+04,   0.49531656E+04,   0.54096554E+04,   0.85041951E+02,   0.11645793E+03
1991,   0.40730301E+04,   0.39038907E+04,   0.42475300E+04,   0.61009481E+02,   0.87667544E+02
1992,   0.48758509E+04,   0.46835510E+04,   0.50739296E+04,   0.65519946E+02,   0.99590931E+02
1993,   0.79856430E+04,   0.76604547E+04,   0.83209310E+04,   0.10062307E+03,   0.16849708E+03
1994,   0.75938805E+04,   0.73050210E+04,   0.78911031E+04,   0.94030201E+02,   0.14951710E+03
1995,   0.45201408E+04,   0.43547960E+04,   0.46900841E+04,   0.56338044E+02,   0.85536045E+02
1996,   0.12072931E+05,   0.11646121E+05,   0.12511203E+05,   0.14611002E+03,   0.22069223E+03
1997,   0.50634018E+04,   0.48689606E+04,   0.52635277E+04,   0.54445787E+02,   0.10065923E+03
1998,   0.74599693E+04,   0.71868269E+04,   0.77407155E+04,   0.75944003E+02,   0.14130368E+03
1999,   0.41537203E+04,   0.40064198E+04,   0.43049889E+04,   0.45172759E+02,   0.76168377E+02
2000,   0.41849503E+04,   0.40381036E+04,   0.43357101E+04,   0.49199813E+02,   0.75922750E+02
2001,   0.30821405E+04,   0.29633374E+04,   0.32044303E+04,   0.41333655E+02,   0.61505973E+02
2002,   0.33041362E+04,   0.31664396E+04,   0.34462125E+04,   0.49959436E+02,   0.71374300E+02
2003,   0.10299873E+05,   0.98772579E+04,   0.10735716E+05,   0.16587708E+03,   0.21900540E+03
2004,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00
