CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1988,   0.20277747E+06,   0.14441372E+06,   0.27697715E+06,   0.19126395E+05,   0.33922424E+05
1989,   0.28174387E+07,   0.19246805E+07,   0.39846011E+07,   0.21775967E+06,   0.52754472E+06
1990,   0.16018243E+07,   0.10989946E+07,   0.22573132E+07,   0.93832758E+05,   0.29661912E+06
1991,   0.11611881E+07,   0.81478809E+06,   0.16060036E+07,   0.65151280E+05,   0.20252407E+06
1992,   0.15563226E+07,   0.85241104E+06,   0.26179739E+07,   0.10532698E+06,   0.45477552E+06
1993,   0.23683101E+07,   0.16148156E+07,   0.33546452E+07,   0.15802034E+06,   0.44558660E+06
1994,   0.18613456E+07,   0.12801293E+07,   0.26178005E+07,   0.11714257E+06,   0.34253083E+06
1995,   0.19398939E+07,   0.11328766E+07,   0.31086719E+07,   0.15006775E+06,   0.50793703E+06
1996,   0.44381406E+07,   0.23847912E+07,   0.75722356E+07,   0.44853048E+06,   0.13370227E+07
1997,   0.56700720E+06,   0.42352211E+06,   0.74361049E+06,   0.32660008E+05,   0.81843739E+05
1998,   0.30222412E+07,   0.21702670E+07,   0.40993391E+07,   0.22558905E+06,   0.49356863E+06
1999,   0.56106548E+06,   0.25817166E+06,   0.10691735E+07,   0.40887717E+05,   0.21025697E+06
2000,   0.33328693E+06,   0.24374634E+06,   0.44509295E+06,   0.19022496E+05,   0.51500034E+05
2001,   0.29782465E+06,   0.19574529E+06,   0.43474510E+06,   0.19947505E+05,   0.61257916E+05
2002,   0.23768674E+06,   0.17017387E+06,   0.32321151E+06,   0.18242020E+05,   0.39157979E+05
2003,   0.44522442E+07,   0.31671358E+07,   0.60873157E+07,   0.43551559E+06,   0.74727730E+06
2004,   0.12745880E+07,   0.77094462E+06,   0.19877538E+07,   0.14533017E+06,   0.31251371E+06
