CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.14572983E+04,   0.11677803E+04,   0.17967543E+04,   0.10320327E+03,   0.16066780E+03
1986,   0.12402734E+04,   0.10057015E+04,   0.15130421E+04,   0.73580227E+02,   0.12957945E+03
1987,   0.97052518E+03,   0.78513766E+03,   0.11864523E+04,   0.48006583E+02,   0.10250216E+03
1988,   0.76880413E+03,   0.62085937E+03,   0.94133168E+03,   0.33077315E+02,   0.81855393E+02
1989,   0.15147983E+04,   0.12358404E+04,   0.18377945E+04,   0.78096612E+02,   0.15373414E+03
1990,   0.10161137E+04,   0.85862007E+03,   0.11940167E+04,   0.45875790E+02,   0.85627267E+02
1991,   0.56384295E+03,   0.47573298E+03,   0.66347698E+03,   0.24351430E+02,   0.47931992E+02
1992,   0.41632386E+03,   0.35398997E+03,   0.48642615E+03,   0.18689229E+02,   0.33809269E+02
1993,   0.12007657E+04,   0.95861012E+03,   0.14854331E+04,   0.68559429E+02,   0.13457998E+03
1994,   0.99806731E+03,   0.80027915E+03,   0.12298711E+04,   0.53646346E+02,   0.10973600E+03
1995,   0.53970651E+03,   0.44960278E+03,   0.64251571E+03,   0.25343524E+02,   0.49257645E+02
1996,   0.18251512E+04,   0.14866861E+04,   0.22174835E+04,   0.10469366E+03,   0.18664293E+03
1997,   0.73559762E+03,   0.59027585E+03,   0.90582077E+03,   0.32914708E+02,   0.80602823E+02
1998,   0.95451201E+03,   0.79852372E+03,   0.11319666E+04,   0.43302476E+02,   0.85136500E+02
1999,   0.47495741E+03,   0.40192236E+03,   0.55737250E+03,   0.19225316E+02,   0.39686132E+02
2000,   0.51528826E+03,   0.43728715E+03,   0.60313105E+03,   0.21641236E+02,   0.42338563E+02
2001,   0.40868306E+03,   0.34232380E+03,   0.48410763E+03,   0.18423795E+02,   0.36200602E+02
2002,   0.61094463E+03,   0.51286142E+03,   0.72225532E+03,   0.28170683E+02,   0.53461863E+02
2003,   0.21210379E+04,   0.17734724E+04,   0.25165816E+04,   0.12267431E+03,   0.18973577E+03
2004,   0.22919865E+04,   0.17388102E+04,   0.29656241E+04,   0.17297432E+03,   0.31361144E+03
