CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1989,   0.10392311E+06,   0.74488984E+05,   0.14118147E+06,   0.10780736E+05,   0.17064368E+05
1990,   0.10014305E+06,   0.69308450E+05,   0.14010539E+06,   0.86558493E+04,   0.18126371E+05
1991,   0.35789048E+05,   0.24153784E+05,   0.51124055E+05,   0.23876446E+04,   0.69087939E+04
1992,   0.39110423E+05,   0.26945765E+05,   0.54923977E+05,   0.21735252E+04,   0.71639900E+04
1993,   0.15806221E+06,   0.11611980E+06,   0.21027368E+06,   0.11033805E+05,   0.24080696E+05
1994,   0.16409949E+06,   0.11612949E+06,   0.22534662E+06,   0.12995459E+05,   0.27951429E+05
1995,   0.77518136E+05,   0.52688993E+05,   0.11008815E+06,   0.53795721E+04,   0.14701405E+05
1996,   0.21542958E+06,   0.15833069E+06,   0.28648814E+06,   0.17468471E+05,   0.32777186E+05
1997,   0.78689759E+05,   0.58838137E+05,   0.10310595E+06,   0.51507647E+04,   0.11318702E+05
1998,   0.21594188E+06,   0.15301572E+06,   0.29621445E+06,   0.20353943E+05,   0.36647308E+05
1999,   0.37264992E+05,   0.23499152E+05,   0.56237838E+05,   0.24461680E+04,   0.83993445E+04
2000,   0.42143572E+05,   0.30433298E+05,   0.56892067E+05,   0.28371953E+04,   0.67690270E+04
2001,   0.42211387E+05,   0.26607106E+05,   0.63723991E+05,   0.32287806E+04,   0.95227009E+04
2002,   0.19100575E+05,   0.12068948E+05,   0.28779265E+05,   0.17469328E+04,   0.42869416E+04
2003,   0.35624401E+06,   0.25818906E+06,   0.47943640E+06,   0.39523490E+05,   0.56598851E+05
2004,   0.15639746E+06,   0.10891451E+06,   0.21768142E+06,   0.19600850E+05,   0.27844606E+05
