CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1987,   0.91822384E+05,   0.81987795E+05,   0.10250342E+06,   0.48970306E+04,   0.52354469E+04
1988,   0.72315138E+05,   0.65393418E+05,   0.79764389E+05,   0.33099235E+04,   0.36670996E+04
1989,   0.98570253E+05,   0.90669003E+05,   0.10696960E+06,   0.36508126E+04,   0.41591291E+04
1990,   0.14373363E+06,   0.13298495E+06,   0.15511179E+06,   0.48869203E+04,   0.56455590E+04
1991,   0.84002184E+05,   0.77739450E+05,   0.90630502E+05,   0.26174501E+04,   0.32890875E+04
1992,   0.10100754E+06,   0.94498226E+05,   0.10784272E+06,   0.28365816E+04,   0.34046313E+04
1993,   0.13044807E+06,   0.12146921E+06,   0.13990866E+06,   0.35090455E+04,   0.47046131E+04
1994,   0.13398135E+06,   0.12562823E+06,   0.14273834E+06,   0.32654844E+04,   0.43653306E+04
1995,   0.82950391E+05,   0.77558188E+05,   0.88614997E+05,   0.21109105E+04,   0.28209729E+04
1996,   0.18385655E+06,   0.17229097E+06,   0.19598661E+06,   0.46496927E+04,   0.60455257E+04
1997,   0.87082343E+05,   0.81821553E+05,   0.92589236E+05,   0.20768945E+04,   0.27471579E+04
1998,   0.11638365E+06,   0.10926924E+06,   0.12383502E+06,   0.24926250E+04,   0.37161757E+04
1999,   0.82039762E+05,   0.77209627E+05,   0.87089845E+05,   0.16959367E+04,   0.25207251E+04
2000,   0.98062071E+05,   0.92828378E+05,   0.10351089E+06,   0.17688750E+04,   0.27253613E+04
2001,   0.65912092E+05,   0.62089260E+05,   0.69906296E+05,   0.13244885E+04,   0.19943423E+04
2002,   0.96745119E+05,   0.91589628E+05,   0.10211218E+06,   0.18928794E+04,   0.26845517E+04
2003,   0.17664710E+06,   0.16681642E+06,   0.18689988E+06,   0.39318417E+04,   0.51238051E+04
2004,   0.16519465E+06,   0.15449368E+06,   0.17643423E+06,   0.46275754E+04,   0.55977841E+04
