CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.46584248E+05,   0.51359290E+04,   0.18373558E+06,   0.25091337E+05,   0.53107515E+05
1986,   0.20254402E+05,   0.28123334E+04,   0.73111080E+05,   0.85274824E+04,   0.20205845E+05
1987,   0.37050590E+05,   0.77891715E+04,   0.11124383E+06,   0.15149588E+05,   0.28320021E+05
1988,   0.10814654E+05,   0.30396561E+04,   0.27934825E+05,   0.30852784E+04,   0.66436076E+04
1989,   0.41694834E+06,   0.22392644E+05,   0.20550304E+07,   0.33467223E+06,   0.69491876E+06
1990,   0.38091028E+05,   0.72833340E+04,   0.11964692E+06,   0.15171362E+05,   0.31062241E+05
1991,   0.18217360E+05,   0.21578994E+04,   0.69966291E+05,   0.75257149E+04,   0.19940455E+05
1992,   0.19793356E+05,   0.42495472E+04,   0.58822815E+05,   0.67947758E+04,   0.14908139E+05
1993,   0.72314737E+06,   0.37524305E+05,   0.35958578E+07,   0.60815970E+06,   0.12262830E+07
1994,   0.20565123E+05,   0.63127684E+04,   0.50550054E+05,   0.67604161E+04,   0.11729716E+05
1995,   0.21052184E+05,   0.48506883E+04,   0.60400936E+05,   0.74308261E+04,   0.15073729E+05
1996,   0.21949902E+06,   0.25358642E+05,   0.85094348E+06,   0.13535541E+06,   0.24370734E+06
1997,   0.13264471E+05,   0.39912322E+04,   0.32978769E+05,   0.40356839E+04,   0.76969796E+04
1998,   0.34532206E+05,   0.81004814E+04,   0.98179394E+05,   0.14519037E+05,   0.24403300E+05
1999,   0.18715537E+06,   0.10385500E+05,   0.91458844E+06,   0.13255923E+06,   0.30682440E+06
2000,   0.11033425E+05,   0.26716800E+04,   0.30862339E+05,   0.35247338E+04,   0.76155540E+04
2001,   0.14875022E+05,   0.25825644E+04,   0.48826707E+05,   0.57920391E+04,   0.12922579E+05
2002,   0.58674637E+04,   0.19771220E+04,   0.13655788E+05,   0.16429568E+04,   0.30775877E+04
2003,   0.28625605E+06,   0.35215143E+05,   0.10837196E+07,   0.19171948E+06,   0.30659520E+06
2004,   0.44904094E+05,   0.73186774E+04,   0.15155600E+06,   0.23693798E+05,   0.40609887E+05
