CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.22543435E+04,   0.18972701E+04,   0.26588401E+04,   0.14853888E+03,   0.19443722E+03
1986,   0.14024709E+04,   0.11976064E+04,   0.16321681E+04,   0.72573380E+02,   0.11093392E+03
1987,   0.12694801E+04,   0.11086898E+04,   0.14468994E+04,   0.55794046E+02,   0.86321822E+02
1988,   0.11827606E+04,   0.10403809E+04,   0.13390632E+04,   0.47066539E+02,   0.76229251E+02
1989,   0.18298581E+04,   0.16558186E+04,   0.20170716E+04,   0.66293690E+02,   0.92182069E+02
1990,   0.16020775E+04,   0.14285259E+04,   0.17907522E+04,   0.62276008E+02,   0.92438473E+02
1991,   0.11081397E+04,   0.98955560E+03,   0.12369206E+04,   0.39791590E+02,   0.63125819E+02
1992,   0.93997392E+03,   0.84558761E+03,   0.10419354E+04,   0.29917808E+02,   0.50104353E+02
1993,   0.24545042E+04,   0.20513194E+04,   0.29134987E+04,   0.16589355E+03,   0.22013860E+03
1994,   0.17231271E+04,   0.14936761E+04,   0.19776605E+04,   0.87052203E+02,   0.12353522E+03
1995,   0.85284158E+03,   0.77226928E+03,   0.93946898E+03,   0.26778101E+02,   0.42664711E+02
1996,   0.31208613E+04,   0.25408247E+04,   0.37934503E+04,   0.23019668E+03,   0.31991766E+03
1997,   0.11135302E+04,   0.98377246E+03,   0.12555320E+04,   0.41836125E+02,   0.69355989E+02
1998,   0.16014362E+04,   0.14124192E+04,   0.18085410E+04,   0.71733619E+02,   0.10109575E+03
1999,   0.60573816E+03,   0.53181197E+03,   0.68700331E+03,   0.21277336E+02,   0.39608241E+02
2000,   0.62673240E+03,   0.55166552E+03,   0.70909939E+03,   0.20672545E+02,   0.40179851E+02
2001,   0.60006090E+03,   0.53589039E+03,   0.66974523E+03,   0.20486177E+02,   0.34158804E+02
2002,   0.68427766E+03,   0.61330633E+03,   0.76114800E+03,   0.24238876E+02,   0.37727309E+02
2003,   0.22322187E+04,   0.19510382E+04,   0.25423031E+04,   0.12150919E+03,   0.15090869E+03
2004,   0.16945596E+04,   0.14591880E+04,   0.19568979E+04,   0.99242239E+02,   0.12704535E+03
