CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.13435531E+04,   0.81885889E+03,   0.20828915E+04,   0.11059496E+03,   0.32457679E+03
1986,   0.55811587E+03,   0.42930695E+03,   0.71348920E+03,   0.35623618E+02,   0.72631289E+02
1987,   0.90026664E+03,   0.71253095E+03,   0.11222908E+04,   0.48438339E+02,   0.10468669E+03
1988,   0.69643215E+03,   0.51322460E+03,   0.92401307E+03,   0.37007998E+02,   0.10505748E+03
1989,   0.10293031E+04,   0.84728363E+03,   0.12387413E+04,   0.47939820E+02,   0.99965480E+02
1990,   0.86082672E+03,   0.69558328E+03,   0.10534480E+04,   0.37772199E+02,   0.91405582E+02
1991,   0.61677805E+03,   0.48669083E+03,   0.77094700E+03,   0.28302677E+02,   0.72625392E+02
1992,   0.72067192E+03,   0.59376215E+03,   0.86660689E+03,   0.29835826E+02,   0.69674965E+02
1993,   0.14122390E+04,   0.11038941E+04,   0.17800681E+04,   0.79063477E+02,   0.17277872E+03
1994,   0.13019298E+04,   0.10483084E+04,   0.15983012E+04,   0.66795117E+02,   0.14048455E+03
1995,   0.73198837E+03,   0.60071023E+03,   0.88336557E+03,   0.30151101E+02,   0.72183259E+02
1996,   0.35420235E+04,   0.26774061E+04,   0.45975516E+04,   0.21382306E+03,   0.49087484E+03
1997,   0.77039489E+03,   0.60625856E+03,   0.96528332E+03,   0.29500770E+02,   0.91731412E+02
1998,   0.15391272E+04,   0.12414132E+04,   0.18866092E+04,   0.77537999E+02,   0.16479904E+03
1999,   0.46207910E+03,   0.38654961E+03,   0.54800500E+03,   0.18467717E+02,   0.41223708E+02
2000,   0.57795195E+03,   0.48699612E+03,   0.68089976E+03,   0.25562567E+02,   0.49505179E+02
2001,   0.53023823E+03,   0.43578169E+03,   0.63904422E+03,   0.28267339E+02,   0.51907467E+02
2002,   0.63664117E+03,   0.50696840E+03,   0.78934726E+03,   0.43165935E+02,   0.72137542E+02
2003,   0.36827355E+04,   0.28656413E+04,   0.46605214E+04,   0.31467302E+03,   0.45866273E+03
2004,   0.19329463E+04,   0.14571731E+04,   0.25148479E+04,   0.19068979E+03,   0.27039982E+03
