CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.25005508E+04,   0.16241198E+04,   0.36853393E+04,   0.19343340E+03,   0.52845131E+03
1986,   0.46154177E+04,   0.31890601E+04,   0.64660453E+04,   0.27750372E+03,   0.83904414E+03
1987,   0.48386591E+04,   0.35544429E+04,   0.64373782E+04,   0.25019097E+03,   0.73733734E+03
1988,   0.22336823E+04,   0.17310226E+04,   0.28368937E+04,   0.94582555E+02,   0.28260932E+03
1989,   0.12249542E+05,   0.95552459E+04,   0.15468208E+05,   0.62309678E+03,   0.15109454E+04
1990,   0.45128596E+04,   0.32035611E+04,   0.61810563E+04,   0.21439060E+03,   0.76197321E+03
1991,   0.31967320E+04,   0.24861059E+04,   0.40474339E+04,   0.15669539E+03,   0.39898388E+03
1992,   0.19800092E+04,   0.16171243E+04,   0.23998640E+04,   0.11082097E+03,   0.19990294E+03
1993,   0.54033886E+04,   0.37596422E+04,   0.75261243E+04,   0.34883127E+03,   0.96424504E+03
1994,   0.15125299E+05,   0.92128700E+04,   0.23459672E+05,   0.13563856E+04,   0.36583353E+04
1995,   0.23848951E+04,   0.18009498E+04,   0.30982627E+04,   0.14727799E+03,   0.33165598E+03
1996,   0.17585649E+05,   0.12002463E+05,   0.24889322E+05,   0.13360498E+04,   0.33003790E+04
1997,   0.46861857E+04,   0.36210873E+04,   0.59669134E+04,   0.27468977E+03,   0.59950818E+03
1998,   0.83933908E+04,   0.57946817E+04,   0.11766955E+05,   0.62422229E+03,   0.15291745E+04
1999,   0.10061448E+05,   0.35782760E+04,   0.22664439E+05,   0.13554064E+04,   0.50131026E+04
2000,   0.59567034E+04,   0.41625405E+04,   0.82669932E+04,   0.38070652E+03,   0.10506812E+04
2001,   0.83795017E+04,   0.44090612E+04,   0.14519288E+05,   0.82308944E+03,   0.26076839E+04
2002,   0.30209045E+04,   0.20928342E+04,   0.42229030E+04,   0.26948704E+03,   0.54535786E+03
2003,   0.14445833E+05,   0.10830476E+05,   0.18884332E+05,   0.14427542E+04,   0.20591804E+04
2004,   0.37998506E+04,   0.23111989E+04,   0.59002442E+04,   0.43629815E+03,   0.92164018E+03
