CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.99551824E+05,   0.92717791E+05,   0.10675149E+06,   0.28176151E+04,   0.35805327E+04
1986,   0.13430557E+06,   0.12615822E+06,   0.14283572E+06,   0.29954337E+04,   0.42549331E+04
1987,   0.10513716E+06,   0.99615253E+05,   0.11088228E+06,   0.18663640E+04,   0.28744776E+04
1988,   0.88751878E+05,   0.84182040E+05,   0.93502670E+05,   0.14060589E+04,   0.23778990E+04
1989,   0.12204095E+06,   0.11619204E+06,   0.12810485E+06,   0.16539896E+04,   0.30391892E+04
1990,   0.16546415E+06,   0.15739847E+06,   0.17383154E+06,   0.26639949E+04,   0.41924050E+04
1991,   0.10421511E+06,   0.98309570E+05,   0.11037904E+06,   0.18533202E+04,   0.30792423E+04
1992,   0.11961319E+06,   0.11348122E+06,   0.12598687E+06,   0.22452955E+04,   0.31904643E+04
1993,   0.16874537E+06,   0.15866694E+06,   0.17928968E+06,   0.30262896E+04,   0.52614627E+04
1994,   0.16536368E+06,   0.15607727E+06,   0.17505258E+06,   0.29831097E+04,   0.48410954E+04
1995,   0.96039591E+05,   0.90438825E+05,   0.10189287E+06,   0.20138240E+04,   0.29222467E+04
1996,   0.20894074E+06,   0.19715290E+06,   0.22124196E+06,   0.40038383E+04,   0.61457509E+04
1997,   0.99497470E+05,   0.93927332E+05,   0.10530825E+06,   0.20493042E+04,   0.29035670E+04
1998,   0.13249613E+06,   0.12472080E+06,   0.14062432E+06,   0.24635825E+04,   0.40574375E+04
1999,   0.86982415E+05,   0.81947571E+05,   0.92242492E+05,   0.17209489E+04,   0.26265183E+04
2000,   0.10309932E+06,   0.97316689E+05,   0.10913227E+06,   0.20546702E+04,   0.30144620E+04
2001,   0.69702137E+05,   0.65433031E+05,   0.74173849E+05,   0.15955215E+04,   0.22300510E+04
2002,   0.96322974E+05,   0.90298940E+05,   0.10263923E+06,   0.24818884E+04,   0.31484019E+04
2003,   0.17025330E+06,   0.15818468E+06,   0.18298983E+06,   0.54468977E+04,   0.63288048E+04
2004,   0.17588839E+06,   0.16133727E+06,   0.19138816E+06,   0.68788513E+04,   0.76676444E+04
