CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.12006701E+07,   0.16096709E+06,   0.43954264E+07,   0.99138622E+06,   0.12230077E+07
1986,   0.29285949E+04,   0.16623321E+04,   0.47959232E+04,   0.51060992E+03,   0.80625600E+03
1987,   0.16687895E+06,   0.42767806E+05,   0.45312955E+06,   0.84698830E+05,   0.11031987E+06
1988,   0.65789660E+04,   0.33577013E+04,   0.11654766E+05,   0.11889224E+04,   0.21423298E+04
1989,   0.14608994E+06,   0.32014295E+05,   0.42979670E+06,   0.74279313E+05,   0.10844931E+06
1990,   0.22115332E+06,   0.41092095E+05,   0.70393680E+06,   0.13030649E+06,   0.18381164E+06
1991,   0.13278406E+05,   0.57302918E+04,   0.26428353E+05,   0.30009709E+04,   0.53813885E+04
1992,   0.14519181E+06,   0.36561244E+05,   0.39791884E+06,   0.71473039E+05,   0.97289488E+05
1993,   0.22290681E+06,   0.45224051E+05,   0.68084991E+06,   0.13032757E+06,   0.17462460E+06
1994,   0.23763758E+05,   0.12191553E+05,   0.41940107E+05,   0.54725500E+04,   0.76797351E+04
1995,   0.51293857E+07,   0.60306162E+06,   0.19755619E+08,   0.46527216E+07,   0.56386002E+07
1996,   0.22819083E+07,   0.28092413E+06,   0.86365303E+07,   0.18720196E+07,   0.24430163E+07
1997,   0.22331285E+05,   0.73983291E+04,   0.52500937E+05,   0.64152881E+04,   0.11898339E+05
1998,   0.31044608E+06,   0.78396311E+05,   0.84955400E+06,   0.16779188E+06,   0.20757152E+06
1999,   0.42066675E+06,   0.48137165E+05,   0.16366243E+07,   0.30069049E+06,   0.46960277E+06
2000,   0.29313030E+04,   0.20353213E+04,   0.40899981E+04,   0.29319156E+03,   0.52603247E+03
2001,   0.69039716E+04,   0.33027245E+04,   0.12806215E+05,   0.12979458E+04,   0.24598933E+04
2002,   0.20769440E+04,   0.12903865E+04,   0.31715642E+04,   0.29493287E+03,   0.48280781E+03
2003,   0.97247109E+06,   0.11969154E+06,   0.36809313E+07,   0.72359121E+06,   0.10412739E+07
2004,   0.99161102E+05,   0.23615120E+05,   0.27975707E+06,   0.46433612E+05,   0.69297361E+05
