CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.11915684E+03,   0.80041962E+02,   0.17087023E+03,   0.12862552E+02,   0.23269156E+02
1986,   0.36141807E+02,   0.28924100E+02,   0.44612118E+02,   0.31488849E+01,   0.40074768E+01
1987,   0.92151229E+02,   0.70801403E+02,   0.11792462E+03,   0.64118102E+01,   0.12043947E+02
1988,   0.39610664E+02,   0.32349686E+02,   0.48011803E+02,   0.22571146E+01,   0.39999308E+01
1989,   0.93485901E+02,   0.74585733E+02,   0.11571387E+03,   0.45337419E+01,   0.10506502E+02
1990,   0.84677879E+02,   0.70884318E+02,   0.10036266E+03,   0.33709897E+01,   0.75265292E+01
1991,   0.43213110E+02,   0.35689500E+02,   0.51849905E+02,   0.16734894E+01,   0.41266958E+01
1992,   0.87676655E+02,   0.71739816E+02,   0.10609165E+03,   0.35165308E+01,   0.87728962E+01
1993,   0.11077171E+03,   0.87540587E+02,   0.13827450E+03,   0.56699242E+01,   0.12961900E+02
1994,   0.89418438E+02,   0.74474968E+02,   0.10647151E+03,   0.37787876E+01,   0.81698914E+01
1995,   0.88960485E+02,   0.64669358E+02,   0.11941644E+03,   0.47961413E+01,   0.14004518E+02
1996,   0.18642184E+03,   0.14654979E+03,   0.23379871E+03,   0.10292363E+02,   0.22292541E+02
1997,   0.52367292E+02,   0.42526824E+02,   0.63798140E+02,   0.20248294E+01,   0.54327982E+01
1998,   0.11345649E+03,   0.90233952E+02,   0.14082789E+03,   0.64909989E+01,   0.12925113E+02
1999,   0.38774740E+02,   0.28400291E+02,   0.51715665E+02,   0.16326527E+01,   0.59634107E+01
2000,   0.31392141E+02,   0.27447044E+02,   0.35741732E+02,   0.12710701E+01,   0.21170501E+01
2001,   0.38310678E+02,   0.31573931E+02,   0.46055661E+02,   0.17260998E+01,   0.36981133E+01
2002,   0.30924292E+02,   0.24927978E+02,   0.37925861E+02,   0.17663881E+01,   0.33200035E+01
2003,   0.23856515E+03,   0.19502921E+03,   0.28890204E+03,   0.17046335E+02,   0.23973818E+02
2004,   0.11189167E+03,   0.87301965E+02,   0.14126220E+03,   0.91528189E+01,   0.13788471E+02
