CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.25312128E+04,   0.23918394E+04,   0.26765042E+04,   0.58841092E+02,   0.72625123E+02
1986,   0.22602361E+04,   0.21522461E+04,   0.23721828E+04,   0.42601456E+02,   0.56110097E+02
1987,   0.25931570E+04,   0.24858338E+04,   0.27038696E+04,   0.38818015E+02,   0.55624178E+02
1988,   0.24417852E+04,   0.23449172E+04,   0.25415818E+04,   0.31816454E+02,   0.50171880E+02
1989,   0.31526407E+04,   0.30214354E+04,   0.32880136E+04,   0.40143129E+02,   0.68008108E+02
1990,   0.24200845E+04,   0.23292857E+04,   0.25134751E+04,   0.30237238E+02,   0.46989040E+02
1991,   0.17448551E+04,   0.16717868E+04,   0.18202593E+04,   0.23800252E+02,   0.37877611E+02
1992,   0.16010121E+04,   0.15337579E+04,   0.16704232E+04,   0.22647428E+02,   0.34865401E+02
1993,   0.22740891E+04,   0.21722271E+04,   0.23794419E+04,   0.33025110E+02,   0.52864051E+02
1994,   0.21988712E+04,   0.21024026E+04,   0.22985756E+04,   0.32637993E+02,   0.50046976E+02
1995,   0.14278767E+04,   0.13658322E+04,   0.14919818E+04,   0.22083462E+02,   0.32182814E+02
1996,   0.29439182E+04,   0.28202067E+04,   0.30715987E+04,   0.43720240E+02,   0.64133975E+02
1997,   0.17997930E+04,   0.17242799E+04,   0.18777247E+04,   0.26715131E+02,   0.39146101E+02
1998,   0.18382218E+04,   0.17549964E+04,   0.19243310E+04,   0.27635831E+02,   0.43200221E+02
1999,   0.13235787E+04,   0.12635467E+04,   0.13856948E+04,   0.19791985E+02,   0.31162116E+02
2000,   0.15010205E+04,   0.14369480E+04,   0.15671821E+04,   0.23985928E+02,   0.33224780E+02
2001,   0.14255323E+04,   0.13598181E+04,   0.14935664E+04,   0.25901889E+02,   0.34121617E+02
2002,   0.11441492E+04,   0.10840735E+04,   0.12066525E+04,   0.25494457E+02,   0.31272709E+02
2003,   0.32618435E+04,   0.30630495E+04,   0.34700232E+04,   0.89226470E+02,   0.10383138E+03
2004,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00
