CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.60057425E+03,   0.36141813E+03,   0.94033466E+03,   0.98008844E+02,   0.14870371E+03
1986,   0.21700799E+03,   0.17454620E+03,   0.26666429E+03,   0.20735270E+02,   0.23530002E+02
1987,   0.51040319E+03,   0.38807330E+03,   0.65914582E+03,   0.50404525E+02,   0.69292242E+02
1988,   0.22614223E+03,   0.18513741E+03,   0.27350515E+03,   0.17847511E+02,   0.22567546E+02
1989,   0.48776631E+03,   0.39160307E+03,   0.60036773E+03,   0.44425359E+02,   0.53326545E+02
1990,   0.37808961E+03,   0.30703627E+03,   0.46062739E+03,   0.32031257E+02,   0.39227933E+02
1991,   0.30106787E+03,   0.24532671E+03,   0.36566364E+03,   0.25709703E+02,   0.30733474E+02
1992,   0.40324511E+03,   0.31908689E+03,   0.50278896E+03,   0.35870834E+02,   0.46932888E+02
1993,   0.43911857E+03,   0.34719606E+03,   0.54790651E+03,   0.40817789E+02,   0.51278768E+02
1994,   0.43163711E+03,   0.34459400E+03,   0.53396028E+03,   0.39067906E+02,   0.48374708E+02
1995,   0.36798293E+03,   0.29327120E+03,   0.45591531E+03,   0.31243652E+02,   0.41549247E+02
1996,   0.91144455E+03,   0.63195293E+03,   0.12732315E+04,   0.94553512E+02,   0.16418282E+03
1997,   0.31313741E+03,   0.26023957E+03,   0.37359555E+03,   0.22522744E+02,   0.28944566E+02
1998,   0.58116001E+03,   0.47139270E+03,   0.70877351E+03,   0.45152524E+02,   0.60629030E+02
1999,   0.21962826E+03,   0.18571856E+03,   0.25791304E+03,   0.14140138E+02,   0.18431240E+02
2000,   0.27869163E+03,   0.23452723E+03,   0.32872479E+03,   0.19625103E+02,   0.24049698E+02
2001,   0.23591387E+03,   0.19265352E+03,   0.28597001E+03,   0.19498748E+02,   0.23832015E+02
2002,   0.18946325E+03,   0.14717425E+03,   0.24012894E+03,   0.21023797E+02,   0.23754142E+02
2003,   0.97634400E+03,   0.67581098E+03,   0.13658075E+04,   0.16090774E+03,   0.17666160E+03
2004,   0.55046280E+03,   0.36123910E+03,   0.80452732E+03,   0.10676776E+03,   0.11362284E+03
