CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.58953338E+05,   0.18425842E+05,   0.14341260E+06,   0.16478247E+05,   0.33099629E+05
1986,   0.22749605E+05,   0.77358594E+04,   0.52658942E+05,   0.49815679E+04,   0.11831491E+05
1987,   0.24095369E+05,   0.98453402E+04,   0.49718775E+05,   0.45401441E+04,   0.10394172E+05
1988,   0.27540998E+05,   0.11156328E+05,   0.57149150E+05,   0.50637932E+04,   0.11994567E+05
1989,   0.44367650E+05,   0.23120989E+05,   0.77419420E+05,   0.72550969E+04,   0.14009632E+05
1990,   0.32579401E+05,   0.11525547E+05,   0.73626087E+05,   0.63687059E+04,   0.16316216E+05
1991,   0.13139830E+05,   0.76458392E+04,   0.21114967E+05,   0.16411820E+04,   0.34629996E+04
1992,   0.13393729E+05,   0.76172568E+04,   0.21901750E+05,   0.15490212E+04,   0.36751089E+04
1993,   0.11458999E+06,   0.37852972E+05,   0.26986798E+06,   0.34812948E+05,   0.61218413E+05
1994,   0.41943422E+05,   0.17407465E+05,   0.85668119E+05,   0.89017411E+04,   0.17780435E+05
1995,   0.15456724E+05,   0.75093659E+04,   0.28361098E+05,   0.20765303E+04,   0.53939841E+04
1996,   0.24788221E+06,   0.34798628E+05,   0.89079015E+06,   0.11380606E+06,   0.24566943E+06
1997,   0.22478431E+05,   0.74748828E+04,   0.52730011E+05,   0.41470340E+04,   0.11935729E+05
1998,   0.34336514E+05,   0.17976932E+05,   0.59712826E+05,   0.58403217E+04,   0.10766604E+05
1999,   0.98146061E+04,   0.45592350E+04,   0.18580813E+05,   0.13378889E+04,   0.36337231E+04
2000,   0.11072302E+05,   0.47707389E+04,   0.22060649E+05,   0.14526052E+04,   0.44956150E+04
2001,   0.90668075E+04,   0.45442017E+04,   0.16272741E+05,   0.10922953E+04,   0.30303674E+04
2002,   0.10707675E+05,   0.60016611E+04,   0.17703099E+05,   0.13555901E+04,   0.30118763E+04
2003,   0.68846571E+05,   0.31315589E+05,   0.13223871E+06,   0.14801206E+05,   0.26177827E+05
2004,   0.63314748E+05,   0.15744644E+05,   0.17466904E+06,   0.18495746E+05,   0.42833537E+05
