CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.38481289E+08,   0.31009418E+07,   0.16882751E+09,   0.46425808E+08,   0.52035758E+08
1986,   0.24208519E+05,   0.13227115E+05,   0.40796018E+05,   0.39517155E+04,   0.71017815E+04
1987,   0.24342099E+07,   0.37388604E+06,   0.84273075E+07,   0.18332146E+07,   0.22842222E+07
1988,   0.35164960E+05,   0.20458973E+05,   0.56514264E+05,   0.55334349E+04,   0.92700857E+04
1989,   0.22829745E+06,   0.10559446E+06,   0.43350055E+06,   0.61390607E+05,   0.84993013E+05
1990,   0.13188309E+06,   0.55366553E+05,   0.26733914E+06,   0.35422289E+05,   0.55183583E+05
1991,   0.61571662E+05,   0.37370708E+05,   0.95764427E+05,   0.10607599E+05,   0.14995913E+05
1992,   0.49530456E+06,   0.10980712E+06,   0.14488318E+07,   0.27047980E+06,   0.36466056E+06
1993,   0.51642638E+06,   0.11692637E+06,   0.14948067E+07,   0.27834267E+06,   0.37449863E+06
1994,   0.29318177E+06,   0.12229636E+06,   0.59681991E+06,   0.10397867E+06,   0.12357265E+06
1995,   0.20464800E+06,   0.83169109E+05,   0.42375954E+06,   0.66806405E+05,   0.88808775E+05
1996,   0.34560310E+08,   0.27450072E+07,   0.15231608E+09,   0.41939995E+08,   0.47092263E+08
1997,   0.60847431E+05,   0.31746775E+05,   0.10608375E+06,   0.11889261E+05,   0.19179014E+05
1998,   0.85772155E+06,   0.23711894E+06,   0.22358096E+07,   0.46078700E+06,   0.53405631E+06
1999,   0.15912042E+05,   0.98320858E+04,   0.24403366E+05,   0.17555577E+04,   0.37402655E+04
2000,   0.18298421E+05,   0.13284627E+05,   0.24590222E+05,   0.18993834E+04,   0.28920794E+04
2001,   0.27296124E+05,   0.13956929E+05,   0.48291029E+05,   0.47884278E+04,   0.88645852E+04
2002,   0.14357138E+05,   0.88508995E+04,   0.22058696E+05,   0.19734055E+04,   0.33904762E+04
2003,   0.28331738E+07,   0.49663343E+06,   0.92599210E+07,   0.19514884E+07,   0.24461189E+07
2004,   0.45187225E+06,   0.11893485E+06,   0.12096629E+07,   0.20897515E+06,   0.29258390E+06
