CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.12889607E+07,   0.17968134E+06,   0.46452470E+07,   0.10710325E+07,   0.12828394E+07
1986,   0.10507775E+06,   0.49356730E+05,   0.19740897E+06,   0.25188562E+05,   0.38350428E+05
1987,   0.12092265E+07,   0.32796544E+06,   0.31851120E+07,   0.66403079E+06,   0.76458016E+06
1988,   0.42480053E+05,   0.30632899E+05,   0.57415257E+05,   0.43329521E+04,   0.68519799E+04
1989,   0.62206949E+06,   0.33069404E+06,   0.10697849E+07,   0.15731583E+06,   0.19056344E+06
1990,   0.32441114E+06,   0.20006057E+06,   0.49830189E+06,   0.55630018E+05,   0.76558671E+05
1991,   0.34114841E+06,   0.19839462E+06,   0.54844708E+06,   0.68638042E+05,   0.90002230E+05
1992,   0.72388440E+06,   0.18823720E+06,   0.19504259E+07,   0.34698627E+06,   0.47316875E+06
1993,   0.62685235E+06,   0.29937128E+06,   0.11641177E+07,   0.17949012E+06,   0.22384689E+06
1994,   0.46047308E+06,   0.27729152E+06,   0.72060095E+06,   0.89660855E+05,   0.11386887E+06
1995,   0.66363960E+06,   0.24725921E+06,   0.14524771E+07,   0.24316146E+06,   0.31571195E+06
1996,   0.10500934E+07,   0.40890348E+06,   0.22350885E+07,   0.37534541E+06,   0.47722798E+06
1997,   0.15866714E+06,   0.10735246E+06,   0.22618586E+06,   0.19218234E+05,   0.30439169E+05
1998,   0.77349089E+06,   0.36700826E+06,   0.14429780E+07,   0.23277611E+06,   0.27859688E+06
1999,   0.68809568E+05,   0.46257479E+05,   0.98610216E+05,   0.71145090E+04,   0.13411951E+05
2000,   0.87917417E+05,   0.60435189E+05,   0.12369730E+06,   0.98685156E+04,   0.16199370E+05
2001,   0.90320779E+05,   0.54871630E+05,   0.14037527E+06,   0.13963369E+05,   0.21957382E+05
2002,   0.74739143E+05,   0.49534802E+05,   0.10835975E+06,   0.11322808E+05,   0.15074616E+05
2003,   0.88971660E+06,   0.40334464E+06,   0.17128600E+07,   0.29999935E+06,   0.33971626E+06
2004,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00
