CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.98263918E+04,   0.48566795E+04,   0.17812269E+05,   0.82380711E+03,   0.33491669E+04
1986,   0.24723328E+04,   0.17940939E+04,   0.33237163E+04,   0.13471707E+03,   0.39129511E+03
1987,   0.42766751E+04,   0.31295829E+04,   0.57084227E+04,   0.21300214E+03,   0.65960392E+03
1988,   0.36816287E+04,   0.25682992E+04,   0.51168860E+04,   0.19056318E+03,   0.65242313E+03
1989,   0.40514782E+04,   0.32771168E+04,   0.49534910E+04,   0.16294403E+03,   0.42817342E+03
1990,   0.26795006E+04,   0.21617034E+04,   0.32837589E+04,   0.92624644E+02,   0.28659998E+03
1991,   0.22537674E+04,   0.17779597E+04,   0.28177571E+04,   0.86513447E+02,   0.26566157E+03
1992,   0.22946633E+04,   0.18575045E+04,   0.28036140E+04,   0.76466953E+02,   0.24164974E+03
1993,   0.75159609E+04,   0.58654565E+04,   0.94870767E+04,   0.39433802E+03,   0.92543090E+03
1994,   0.61702829E+04,   0.49477015E+04,   0.76030855E+04,   0.29238598E+03,   0.67829739E+03
1995,   0.21892294E+04,   0.18105935E+04,   0.26234623E+04,   0.70730127E+02,   0.20756994E+03
1996,   0.21169808E+05,   0.14150634E+05,   0.30480185E+05,   0.13807642E+04,   0.41838802E+04
1997,   0.26193774E+04,   0.19998375E+04,   0.33705447E+04,   0.82172203E+02,   0.35036258E+03
1998,   0.78206413E+04,   0.63648553E+04,   0.95091365E+04,   0.34526336E+03,   0.80304531E+03
1999,   0.12852524E+04,   0.11036685E+04,   0.14880398E+04,   0.38273414E+02,   0.98116777E+02
2000,   0.18039465E+04,   0.15459663E+04,   0.20924629E+04,   0.60818388E+02,   0.13950414E+03
2001,   0.18802004E+04,   0.15723359E+04,   0.22305257E+04,   0.77318023E+02,   0.16805333E+03
2002,   0.22129938E+04,   0.18316984E+04,   0.26500330E+04,   0.11257064E+03,   0.20896395E+03
2003,   0.22735977E+05,   0.17995533E+05,   0.28342062E+05,   0.15512371E+04,   0.26433612E+04
2004,   0.99232497E+04,   0.75774513E+04,   0.12767109E+05,   0.75796321E+03,   0.13265104E+04
