CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.17878689E+05,   0.14903586E+05,   0.21271745E+05,   0.13921257E+04,   0.16260106E+04
1986,   0.87016326E+04,   0.78786063E+04,   0.95865862E+04,   0.34948856E+03,   0.43582925E+03
1987,   0.10247666E+05,   0.93510286E+04,   0.11206364E+05,   0.37627575E+03,   0.47341074E+03
1988,   0.90722347E+04,   0.83240200E+04,   0.98690682E+04,   0.29772372E+03,   0.39422670E+03
1989,   0.12887696E+05,   0.12051357E+05,   0.13766210E+05,   0.36138157E+03,   0.43751788E+03
1990,   0.98499044E+04,   0.92398982E+04,   0.10489199E+05,   0.25267210E+03,   0.31873577E+03
1991,   0.90611893E+04,   0.83538624E+04,   0.98118677E+04,   0.28089486E+03,   0.37200897E+03
1992,   0.77634956E+04,   0.72762778E+04,   0.82744342E+04,   0.20479196E+03,   0.25466182E+03
1993,   0.15058684E+05,   0.13488692E+05,   0.16759910E+05,   0.70776669E+03,   0.83477617E+03
1994,   0.16735745E+05,   0.15142490E+05,   0.18449725E+05,   0.73250972E+03,   0.84391826E+03
1995,   0.76375682E+04,   0.71302566E+04,   0.81710963E+04,   0.20492163E+03,   0.26555556E+03
1996,   0.25794975E+05,   0.22832591E+05,   0.29032473E+05,   0.14097228E+04,   0.15822567E+04
1997,   0.89161406E+04,   0.83147092E+04,   0.95491602E+04,   0.24520718E+03,   0.31495412E+03
1998,   0.14896442E+05,   0.13571361E+05,   0.16314870E+05,   0.59784656E+03,   0.70004464E+03
1999,   0.50640030E+04,   0.47267500E+04,   0.54187328E+04,   0.13319031E+03,   0.17654978E+03
2000,   0.58927034E+04,   0.55082374E+04,   0.62966670E+04,   0.15007746E+03,   0.20115573E+03
2001,   0.63477343E+04,   0.59151221E+04,   0.68033158E+04,   0.18206716E+03,   0.22661175E+03
2002,   0.78830771E+04,   0.72969250E+04,   0.85033489E+04,   0.25451566E+03,   0.30781272E+03
2003,   0.20921258E+05,   0.18828871E+05,   0.23180847E+05,   0.10297238E+04,   0.11105418E+04
2004,   0.12519053E+05,   0.11342689E+05,   0.13783310E+05,   0.57484466E+03,   0.62277653E+03
