CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.28029236E+05,   0.70590943E+04,   0.76812637E+05,   0.14624782E+05,   0.18779759E+05
1986,   0.28148665E+04,   0.13737292E+04,   0.51485120E+04,   0.60741869E+03,   0.97629980E+03
1987,   0.22193868E+05,   0.75575342E+04,   0.51329074E+05,   0.90746938E+04,   0.11527196E+05
1988,   0.41330666E+04,   0.19513048E+04,   0.77372629E+04,   0.89935838E+03,   0.14984410E+04
1989,   0.14681085E+05,   0.59467090E+04,   0.30465144E+05,   0.48043516E+04,   0.63942324E+04
1990,   0.17735804E+05,   0.65186662E+04,   0.39148430E+05,   0.66434282E+04,   0.85540717E+04
1991,   0.51903891E+04,   0.18579811E+04,   0.11645269E+05,   0.15354878E+04,   0.25697078E+04
1992,   0.28991372E+04,   0.17640622E+04,   0.45002412E+04,   0.42580645E+03,   0.70262301E+03
1993,   0.37405525E+05,   0.11360251E+05,   0.92508228E+05,   0.17707189E+05,   0.21532839E+05
1994,   0.49078200E+05,   0.12189026E+05,   0.13548337E+06,   0.27733659E+05,   0.33234067E+05
1995,   0.15951740E+05,   0.43851660E+04,   0.41709304E+05,   0.70237460E+04,   0.99774819E+04
1996,   0.47616317E+05,   0.14988761E+05,   0.11535699E+06,   0.22157474E+05,   0.26567160E+05
1997,   0.91221154E+04,   0.53276190E+04,   0.14617300E+05,   0.17809305E+04,   0.23881841E+04
1998,   0.68478914E+05,   0.21418759E+05,   0.16651429E+06,   0.34225555E+05,   0.38423014E+05
1999,   0.34006370E+04,   0.13766913E+04,   0.70593161E+04,   0.74033329E+03,   0.14820296E+04
2000,   0.34464941E+04,   0.19259050E+04,   0.57111609E+04,   0.54826097E+03,   0.97439263E+03
2001,   0.54976396E+04,   0.21640024E+04,   0.11621039E+05,   0.14437745E+04,   0.24699569E+04
2002,   0.76197079E+03,   0.49049803E+03,   0.11311193E+04,   0.11980642E+03,   0.16427512E+03
2003,   0.10053974E+06,   0.37198073E+05,   0.22100981E+06,   0.43739744E+05,   0.48169189E+05
2004,   0.15931702E+05,   0.79972139E+04,   0.28561877E+05,   0.42075378E+04,   0.53130990E+04
