CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.39990228E+03,   0.33857444E+03,   0.46908259E+03,   0.31595418E+02,   0.33318340E+02
1986,   0.17606876E+03,   0.15956003E+03,   0.19380808E+03,   0.80770433E+01,   0.87391115E+01
1987,   0.42289015E+03,   0.37136821E+03,   0.47951720E+03,   0.25601570E+02,   0.27601953E+02
1988,   0.18945877E+03,   0.17530197E+03,   0.20444393E+03,   0.63201859E+01,   0.74354295E+01
1989,   0.46072166E+03,   0.42063168E+03,   0.50357008E+03,   0.19061689E+02,   0.21162659E+02
1990,   0.33730631E+03,   0.31430917E+03,   0.36152497E+03,   0.10226571E+02,   0.12046534E+02
1991,   0.31172573E+03,   0.28930262E+03,   0.33540914E+03,   0.97008829E+01,   0.11763707E+02
1992,   0.35897340E+03,   0.33016697E+03,   0.38959793E+03,   0.12857722E+02,   0.15163930E+02
1993,   0.38645828E+03,   0.34821685E+03,   0.42772067E+03,   0.18047571E+02,   0.20287727E+02
1994,   0.34516670E+03,   0.31559072E+03,   0.37674449E+03,   0.13436275E+02,   0.15603953E+02
1995,   0.37555380E+03,   0.33853197E+03,   0.41548830E+03,   0.17186520E+02,   0.19637615E+02
1996,   0.51555477E+03,   0.46317416E+03,   0.57219303E+03,   0.25357740E+02,   0.27819834E+02
1997,   0.26490296E+03,   0.24715504E+03,   0.28357640E+03,   0.78363660E+01,   0.92924178E+01
1998,   0.55090930E+03,   0.48246818E+03,   0.62627923E+03,   0.34468997E+02,   0.36704402E+02
1999,   0.23680321E+03,   0.21993931E+03,   0.25460497E+03,   0.71905159E+01,   0.88446352E+01
2000,   0.21770488E+03,   0.20279935E+03,   0.23340565E+03,   0.66358133E+01,   0.78088341E+01
2001,   0.16700266E+03,   0.15325401E+03,   0.18164299E+03,   0.60210823E+01,   0.72435827E+01
2002,   0.11041255E+03,   0.10055675E+03,   0.12096527E+03,   0.45527833E+01,   0.52075288E+01
2003,   0.60461655E+03,   0.52443542E+03,   0.69352283E+03,   0.41445279E+02,   0.43158719E+02
2004,   0.35126000E+03,   0.30699290E+03,   0.40007989E+03,   0.22754889E+02,   0.23758630E+02
