CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.76522429E+03,   0.57143774E+03,   0.10037796E+04,   0.93508301E+02,   0.11054637E+03
1986,   0.41690667E+03,   0.32933748E+03,   0.52060736E+03,   0.42544466E+02,   0.48867387E+02
1987,   0.76356646E+03,   0.61498448E+03,   0.93716078E+03,   0.64935915E+02,   0.82293172E+02
1988,   0.35752315E+03,   0.30068303E+03,   0.42194415E+03,   0.24396078E+02,   0.30959506E+02
1989,   0.62081095E+03,   0.53437341E+03,   0.71717835E+03,   0.33048532E+02,   0.46662903E+02
1990,   0.50679669E+03,   0.43841661E+03,   0.58276196E+03,   0.22895111E+02,   0.36844205E+02
1991,   0.36648895E+03,   0.31390819E+03,   0.42531608E+03,   0.14420580E+02,   0.28439216E+02
1992,   0.35346657E+03,   0.30750094E+03,   0.40432663E+03,   0.12876551E+02,   0.24713713E+02
1993,   0.81858250E+03,   0.70314297E+03,   0.94747422E+03,   0.34787875E+02,   0.62369216E+02
1994,   0.62054268E+03,   0.52945310E+03,   0.72273446E+03,   0.25325001E+02,   0.49340781E+02
1995,   0.41117369E+03,   0.36330023E+03,   0.46356043E+03,   0.15758682E+02,   0.25587471E+02
1996,   0.75455065E+03,   0.65280316E+03,   0.86757716E+03,   0.33007175E+02,   0.54821103E+02
1997,   0.40455477E+03,   0.35404095E+03,   0.46021107E+03,   0.15652558E+02,   0.27097577E+02
1998,   0.77777348E+03,   0.65522543E+03,   0.91650046E+03,   0.37881369E+02,   0.66705784E+02
1999,   0.31152212E+03,   0.26789778E+03,   0.36019027E+03,   0.11858695E+02,   0.23558818E+02
2000,   0.33380895E+03,   0.29042333E+03,   0.38181149E+03,   0.13195068E+02,   0.23325828E+02
2001,   0.27590260E+03,   0.22964644E+03,   0.32871278E+03,   0.12374515E+02,   0.25295431E+02
2002,   0.25621801E+03,   0.21355983E+03,   0.30487255E+03,   0.15041395E+02,   0.23315311E+02
2003,   0.11970490E+04,   0.99041736E+03,   0.14339535E+04,   0.89659739E+02,   0.11325861E+03
2004,   0.67306765E+03,   0.54714604E+03,   0.81923614E+03,   0.58257918E+02,   0.69492350E+02
