CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.29690510E+05,   0.26025582E+05,   0.33723848E+05,   0.16915982E+04,   0.19647891E+04
1986,   0.43082972E+05,   0.38477447E+05,   0.48084059E+05,   0.20233436E+04,   0.24515384E+04
1987,   0.31254204E+05,   0.28227171E+05,   0.34514890E+05,   0.12512485E+04,   0.16044743E+04
1988,   0.25943991E+05,   0.23556898E+05,   0.28505451E+05,   0.95695964E+03,   0.12627143E+04
1989,   0.30791948E+05,   0.28205730E+05,   0.33549515E+05,   0.95588537E+03,   0.13635042E+04
1990,   0.49231389E+05,   0.45089063E+05,   0.53648685E+05,   0.16370047E+04,   0.21840489E+04
1991,   0.31358303E+05,   0.28504486E+05,   0.34418142E+05,   0.10605274E+04,   0.15089693E+04
1992,   0.37237557E+05,   0.34173695E+05,   0.40500007E+05,   0.12521811E+04,   0.16141882E+04
1993,   0.39273624E+05,   0.35525414E+05,   0.43306608E+05,   0.13798032E+04,   0.19855557E+04
1994,   0.42688150E+05,   0.38981595E+05,   0.46649155E+05,   0.14209148E+04,   0.19564615E+04
1995,   0.26040545E+05,   0.23653329E+05,   0.28601452E+05,   0.91687120E+03,   0.12626021E+04
1996,   0.51245980E+05,   0.46764060E+05,   0.56037965E+05,   0.17543498E+04,   0.23663461E+04
1997,   0.24867615E+05,   0.22679162E+05,   0.27208478E+05,   0.82897332E+03,   0.11557118E+04
1998,   0.35732560E+05,   0.32618667E+05,   0.39061048E+05,   0.10611016E+04,   0.16438465E+04
1999,   0.25571641E+05,   0.23376920E+05,   0.27915169E+05,   0.74014065E+03,   0.11579773E+04
2000,   0.35466103E+05,   0.32806661E+05,   0.38281739E+05,   0.85978076E+03,   0.13969414E+04
2001,   0.20861702E+05,   0.19098831E+05,   0.22742132E+05,   0.53950407E+03,   0.92961615E+03
2002,   0.30146489E+05,   0.27930922E+05,   0.32489443E+05,   0.76646474E+03,   0.11630781E+04
2003,   0.43314969E+05,   0.39998646E+05,   0.46830412E+05,   0.12430835E+04,   0.17431073E+04
2004,   0.37729698E+05,   0.34490004E+05,   0.41189159E+05,   0.13408866E+04,   0.17093535E+04
