CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.11392940E+05,   0.64065887E+04,   0.18789861E+05,   0.13430540E+04,   0.31870568E+04
1986,   0.20307430E+04,   0.16596491E+04,   0.24598979E+04,   0.15064500E+03,   0.20437310E+03
1987,   0.75465459E+04,   0.54713527E+04,   0.10153101E+05,   0.55693283E+03,   0.11976639E+04
1988,   0.13633461E+04,   0.11869921E+04,   0.15583682E+04,   0.69732474E+02,   0.94789172E+02
1989,   0.49913922E+04,   0.41839943E+04,   0.59086129E+04,   0.20698067E+03,   0.44033085E+03
1990,   0.35885930E+04,   0.30765622E+04,   0.41610766E+04,   0.12366086E+03,   0.27684302E+03
1991,   0.27745284E+04,   0.23533820E+04,   0.32489774E+04,   0.93203511E+02,   0.22863902E+03
1992,   0.28952798E+04,   0.22799238E+04,   0.36255939E+04,   0.99894474E+02,   0.34381800E+03
1993,   0.39117883E+04,   0.31908771E+04,   0.47466058E+04,   0.15875110E+03,   0.39732108E+03
1994,   0.31895702E+04,   0.26558743E+04,   0.37987159E+04,   0.12307678E+03,   0.29181009E+03
1995,   0.26709534E+04,   0.21304837E+04,   0.33066847E+04,   0.10334544E+03,   0.30047050E+03
1996,   0.56539997E+04,   0.42072469E+04,   0.74392999E+04,   0.30021922E+03,   0.82645611E+03
1997,   0.15339645E+04,   0.13490840E+04,   0.17369480E+04,   0.56296389E+02,   0.98990184E+02
1998,   0.42489552E+04,   0.35108928E+04,   0.50959318E+04,   0.19451236E+03,   0.40475109E+03
1999,   0.12064458E+04,   0.97174466E+03,   0.14806447E+04,   0.42253070E+02,   0.12998774E+03
2000,   0.10654590E+04,   0.94048892E+03,   0.12023060E+04,   0.39713797E+02,   0.66818956E+02
2001,   0.80862716E+03,   0.68972002E+03,   0.94205557E+03,   0.33819397E+02,   0.64416278E+02
2002,   0.81925095E+03,   0.70211086E+03,   0.95025388E+03,   0.40632390E+02,   0.63343437E+02
2003,   0.54621140E+04,   0.44762192E+04,   0.66000737E+04,   0.36204034E+03,   0.54238863E+03
2004,   0.23632961E+04,   0.19059094E+04,   0.28971925E+04,   0.18154971E+03,   0.25319863E+03
