CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.24519711E+05,   0.19543742E+05,   0.30375730E+05,   0.15419991E+04,   0.27671479E+04
1986,   0.74017030E+04,   0.65637071E+04,   0.83163187E+04,   0.34140731E+03,   0.44727427E+03
1987,   0.23555023E+05,   0.20376862E+05,   0.27085724E+05,   0.97475001E+03,   0.17124393E+04
1988,   0.56016542E+04,   0.51421195E+04,   0.60908806E+04,   0.17725860E+03,   0.24208054E+03
1989,   0.21019851E+05,   0.19209807E+05,   0.22953055E+05,   0.52471892E+03,   0.95512694E+03
1990,   0.16383186E+05,   0.15131320E+05,   0.17710060E+05,   0.34190541E+03,   0.65795835E+03
1991,   0.12796546E+05,   0.11738060E+05,   0.13924028E+05,   0.25889215E+03,   0.55776105E+03
1992,   0.13345052E+05,   0.12028191E+05,   0.14765628E+05,   0.26223934E+03,   0.69853605E+03
1993,   0.17989772E+05,   0.16298823E+05,   0.19807104E+05,   0.41842030E+03,   0.89521313E+03
1994,   0.15764402E+05,   0.14357120E+05,   0.17271200E+05,   0.35944579E+03,   0.74356939E+03
1995,   0.13335304E+05,   0.11949832E+05,   0.14836149E+05,   0.30197569E+03,   0.73655217E+03
1996,   0.24778163E+05,   0.21984726E+05,   0.27825830E+05,   0.65030930E+03,   0.14906705E+04
1997,   0.91209390E+04,   0.84577490E+04,   0.98218304E+04,   0.20703743E+03,   0.34803558E+03
1998,   0.21641990E+05,   0.19625649E+05,   0.23807609E+05,   0.57169592E+03,   0.10671116E+04
1999,   0.68200690E+04,   0.61233456E+04,   0.75737603E+04,   0.14465997E+03,   0.37012349E+03
2000,   0.66317363E+04,   0.61486032E+04,   0.71423911E+04,   0.15223186E+03,   0.25355801E+03
2001,   0.48137429E+04,   0.43595252E+04,   0.53020503E+04,   0.12533502E+03,   0.24050603E+03
2002,   0.48820400E+04,   0.44346218E+04,   0.53620014E+04,   0.15040216E+03,   0.23663749E+03
2003,   0.31088435E+05,   0.27997958E+05,   0.34424264E+05,   0.12420384E+04,   0.16398650E+04
2004,   0.14690966E+05,   0.13073136E+05,   0.16452317E+05,   0.68534920E+03,   0.86236231E+03
