CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.14078907E+06,   0.13018736E+06,   0.15201622E+06,   0.46278369E+04,   0.55695446E+04
1986,   0.19095401E+06,   0.17797251E+06,   0.20462294E+06,   0.51703960E+04,   0.67995272E+04
1987,   0.13911550E+06,   0.13110478E+06,   0.14748265E+06,   0.30080128E+04,   0.41784420E+04
1988,   0.10982795E+06,   0.10381582E+06,   0.11609382E+06,   0.19989684E+04,   0.31324226E+04
1989,   0.16033415E+06,   0.15227107E+06,   0.16870879E+06,   0.24015852E+04,   0.41936109E+04
1990,   0.20916511E+06,   0.19953101E+06,   0.21913904E+06,   0.29828184E+04,   0.50023630E+04
1991,   0.12072948E+06,   0.11435991E+06,   0.12735774E+06,   0.17587185E+04,   0.33160468E+04
1992,   0.14263637E+06,   0.13625175E+06,   0.14923963E+06,   0.20582029E+04,   0.33134321E+04
1993,   0.21691902E+06,   0.20381230E+06,   0.23063898E+06,   0.36418495E+04,   0.68442895E+04
1994,   0.21444566E+06,   0.20291615E+06,   0.22645272E+06,   0.32469607E+04,   0.60047452E+04
1995,   0.11318143E+06,   0.10730677E+06,   0.11929067E+06,   0.17795104E+04,   0.30573630E+04
1996,   0.28121254E+06,   0.26610102E+06,   0.29694962E+06,   0.46330215E+04,   0.78702170E+04
1997,   0.11772530E+06,   0.11195359E+06,   0.12371420E+06,   0.18745022E+04,   0.30003701E+04
1998,   0.17543570E+06,   0.16597157E+06,   0.18529321E+06,   0.26054147E+04,   0.49294160E+04
1999,   0.11159328E+06,   0.10580898E+06,   0.11760822E+06,   0.16350548E+04,   0.30102499E+04
2000,   0.14213294E+06,   0.13518346E+06,   0.14934321E+06,   0.19864009E+04,   0.36124374E+04
2001,   0.93645431E+05,   0.88714997E+05,   0.98775675E+05,   0.14660745E+04,   0.25667112E+04
2002,   0.13258219E+06,   0.12605043E+06,   0.13936099E+06,   0.21684457E+04,   0.33957941E+04
2003,   0.25057215E+06,   0.23743557E+06,   0.26423874E+06,   0.49354203E+04,   0.68381012E+04
2004,   0.23753597E+06,   0.22299118E+06,   0.25277085E+06,   0.57664839E+04,   0.75977061E+04
