CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.39878224E+04,   0.19402014E+04,   0.73097145E+04,   0.12107059E+04,   0.13889225E+04
1986,   0.16991189E+04,   0.13695639E+04,   0.20839400E+04,   0.15988470E+03,   0.18247071E+03
1987,   0.41006181E+04,   0.24923672E+04,   0.63707983E+04,   0.90279880E+03,   0.99597096E+03
1988,   0.12382106E+04,   0.10755582E+04,   0.14183769E+04,   0.75865304E+02,   0.87501780E+02
1989,   0.28435130E+04,   0.22594561E+04,   0.35323479E+04,   0.28641882E+03,   0.32518625E+03
1990,   0.21589008E+04,   0.18332882E+04,   0.25254287E+04,   0.15000285E+03,   0.17669667E+03
1991,   0.19345821E+04,   0.16052678E+04,   0.23113769E+04,   0.14958688E+03,   0.18030227E+03
1992,   0.20299041E+04,   0.14614211E+04,   0.27473528E+04,   0.25917887E+03,   0.32900118E+03
1993,   0.20680135E+04,   0.16071566E+04,   0.26199839E+04,   0.22318404E+03,   0.25882176E+03
1994,   0.17633707E+04,   0.14490507E+04,   0.21254749E+04,   0.14813727E+03,   0.17273974E+03
1995,   0.14632703E+04,   0.11172433E+04,   0.18827964E+04,   0.15679720E+03,   0.19568070E+03
1996,   0.20011585E+04,   0.15317128E+04,   0.25693517E+04,   0.23244506E+03,   0.26521830E+03
1997,   0.92856646E+03,   0.80429286E+03,   0.10665014E+04,   0.54697669E+02,   0.66928159E+02
1998,   0.15982751E+04,   0.12039504E+04,   0.20808144E+04,   0.20034403E+03,   0.22417726E+03
1999,   0.58040117E+03,   0.50407271E+03,   0.66495879E+03,   0.34939439E+02,   0.41064967E+02
2000,   0.58995874E+03,   0.50721719E+03,   0.68228307E+03,   0.38452418E+02,   0.44687859E+02
2001,   0.49279604E+03,   0.40822412E+03,   0.58967591E+03,   0.40967671E+02,   0.46333817E+02
2002,   0.45004491E+03,   0.36516367E+03,   0.54870333E+03,   0.43383808E+02,   0.46877378E+02
2003,   0.12877965E+04,   0.90617471E+03,   0.17769137E+04,   0.21014932E+03,   0.22286760E+03
2004,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00
