CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.43636570E+02,   0.15620263E+02,   0.97904452E+02,   0.14509486E+02,   0.21604191E+02
1986,   0.24683654E+02,   0.11845556E+02,   0.45684569E+02,   0.58034397E+01,   0.87578194E+01
1987,   0.41361418E+02,   0.20577266E+02,   0.74626727E+02,   0.10527299E+02,   0.13968928E+02
1988,   0.19318539E+02,   0.12037420E+02,   0.29432228E+02,   0.31525370E+01,   0.44640835E+01
1989,   0.14327471E+03,   0.31436227E+02,   0.42125632E+03,   0.71376966E+02,   0.10626589E+03
1990,   0.37776264E+02,   0.20140290E+02,   0.64826197E+02,   0.84609445E+01,   0.11520459E+02
1991,   0.18900517E+02,   0.90451752E+01,   0.35049070E+02,   0.40150836E+01,   0.67307694E+01
1992,   0.22355534E+02,   0.12957545E+02,   0.36031781E+02,   0.41185376E+01,   0.59332050E+01
1993,   0.14441207E+03,   0.29499502E+02,   0.43965429E+03,   0.76503266E+02,   0.11260264E+03
1994,   0.25439238E+02,   0.15761362E+02,   0.38931844E+02,   0.46018980E+01,   0.59471655E+01
1995,   0.21333771E+02,   0.11969869E+02,   0.35244079E+02,   0.42734345E+01,   0.59904455E+01
1996,   0.97632456E+02,   0.38146533E+02,   0.20735947E+03,   0.34622353E+02,   0.44211683E+02
1997,   0.17626682E+02,   0.10865886E+02,   0.27083335E+02,   0.29917819E+01,   0.41630679E+01
1998,   0.32276101E+02,   0.16979686E+02,   0.55932758E+02,   0.79430615E+01,   0.10047048E+02
1999,   0.66078681E+02,   0.15110857E+02,   0.19031071E+03,   0.29027444E+02,   0.47574116E+02
2000,   0.16770647E+02,   0.10263485E+02,   0.25915375E+02,   0.27839121E+01,   0.40186403E+01
2001,   0.20527355E+02,   0.10383595E+02,   0.36598566E+02,   0.45425498E+01,   0.67709925E+01
2002,   0.12000477E+02,   0.75988193E+01,   0.18050727E+02,   0.19285610E+01,   0.26812420E+01
2003,   0.16939582E+03,   0.60646866E+02,   0.38002555E+03,   0.69251211E+02,   0.83853953E+02
2004,   0.50766807E+02,   0.20902831E+02,   0.10423019E+03,   0.16534932E+02,   0.21713448E+02
