CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.16597375E+04,   0.15569188E+04,   0.17674945E+04,   0.44723913E+02,   0.53724482E+02
1986,   0.15051758E+04,   0.14228900E+04,   0.15909295E+04,   0.33346434E+02,   0.42871039E+02
1987,   0.16898373E+04,   0.16095719E+04,   0.17730257E+04,   0.29858344E+02,   0.41700168E+02
1988,   0.15958564E+04,   0.15236696E+04,   0.16705424E+04,   0.24297941E+02,   0.37469821E+02
1989,   0.19421453E+04,   0.18555796E+04,   0.20316625E+04,   0.27785073E+02,   0.44921738E+02
1990,   0.15742437E+04,   0.15076568E+04,   0.16429812E+04,   0.21860136E+02,   0.34523363E+02
1991,   0.11748436E+04,   0.11210795E+04,   0.12304915E+04,   0.17463258E+02,   0.27912947E+02
1992,   0.10831641E+04,   0.10345405E+04,   0.11334576E+04,   0.16401319E+02,   0.25235457E+02
1993,   0.14400218E+04,   0.13713320E+04,   0.15112241E+04,   0.22068912E+02,   0.35689157E+02
1994,   0.14066151E+04,   0.13402267E+04,   0.14754051E+04,   0.21907802E+02,   0.34486555E+02
1995,   0.96987304E+03,   0.92494464E+03,   0.10163956E+04,   0.15727879E+02,   0.23330815E+02
1996,   0.17732752E+04,   0.16935077E+04,   0.18557885E+04,   0.27977889E+02,   0.41400642E+02
1997,   0.11910984E+04,   0.11367190E+04,   0.12473784E+04,   0.18592458E+02,   0.28231178E+02
1998,   0.11912125E+04,   0.11332926E+04,   0.12512934E+04,   0.19022837E+02,   0.30104352E+02
1999,   0.89315175E+03,   0.85078249E+03,   0.93706187E+03,   0.14918393E+02,   0.22011515E+02
2000,   0.10178120E+04,   0.96901632E+03,   0.10684018E+04,   0.18406514E+02,   0.25355169E+02
2001,   0.97275800E+03,   0.92168334E+03,   0.10258966E+04,   0.20479640E+02,   0.26587185E+02
2002,   0.79657285E+03,   0.74842963E+03,   0.84696927E+03,   0.20952698E+02,   0.25140412E+02
2003,   0.18962701E+04,   0.17654314E+04,   0.20341464E+04,   0.59839913E+02,   0.68559597E+02
2004,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00
