CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.52400720E+04,   0.45222481E+04,   0.60388769E+04,   0.27698820E+03,   0.38712743E+03
1986,   0.77679125E+04,   0.66146602E+04,   0.90635282E+04,   0.33617819E+03,   0.62515661E+03
1987,   0.46592370E+04,   0.41036247E+04,   0.52686215E+04,   0.15078549E+03,   0.29732614E+03
1988,   0.34638607E+04,   0.30611306E+04,   0.39044994E+04,   0.95855992E+02,   0.21523644E+03
1989,   0.60401910E+04,   0.53259091E+04,   0.68229687E+04,   0.17272944E+03,   0.38207094E+03
1990,   0.66787454E+04,   0.59794369E+04,   0.74367804E+04,   0.21130051E+03,   0.37189799E+03
1991,   0.33532816E+04,   0.29494983E+04,   0.37965625E+04,   0.10690876E+03,   0.21618655E+03
1992,   0.37349183E+04,   0.33574301E+04,   0.41429165E+04,   0.12865504E+03,   0.20044260E+03
1993,   0.95904984E+04,   0.80178707E+04,   0.11380382E+05,   0.39369377E+03,   0.85854063E+03
1994,   0.76944767E+04,   0.66227178E+04,   0.88894136E+04,   0.27622755E+03,   0.57859849E+03
1995,   0.27198776E+04,   0.23918403E+04,   0.30800596E+04,   0.10336657E+03,   0.17564664E+03
1996,   0.10377051E+05,   0.87082119E+04,   0.12271391E+05,   0.42834896E+03,   0.90974376E+03
1997,   0.27380518E+04,   0.24439253E+04,   0.30575746E+04,   0.10305820E+03,   0.15659948E+03
1998,   0.51628929E+04,   0.44688449E+04,   0.59336150E+04,   0.17964770E+03,   0.37388142E+03
1999,   0.26291872E+04,   0.23013676E+04,   0.29903276E+04,   0.94981079E+02,   0.17584157E+03
2000,   0.36859657E+04,   0.32605975E+04,   0.41510478E+04,   0.13972631E+03,   0.22725061E+03
2001,   0.23071765E+04,   0.20253097E+04,   0.26170572E+04,   0.99613582E+02,   0.15102714E+03
2002,   0.39377722E+04,   0.34291088E+04,   0.45001986E+04,   0.19444990E+03,   0.27338205E+03
2003,   0.98023146E+04,   0.84097854E+04,   0.11358451E+05,   0.61016465E+03,   0.75269875E+03
2004,   0.13871005E+05,   0.10947025E+05,   0.17335918E+05,   0.11418598E+04,   0.16323127E+04
