CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.22375918E+05,   0.15599468E+05,   0.31115566E+05,   0.33070324E+04,   0.39720776E+04
1986,   0.67744385E+04,   0.58496492E+04,   0.78031541E+04,   0.42634096E+03,   0.49864014E+03
1987,   0.22687359E+05,   0.17493464E+05,   0.28941973E+05,   0.25172672E+04,   0.29259109E+04
1988,   0.52354946E+04,   0.47147600E+04,   0.57975941E+04,   0.23464356E+03,   0.27631773E+03
1989,   0.18547846E+05,   0.15950161E+05,   0.21445914E+05,   0.11788275E+04,   0.14028603E+04
1990,   0.14207124E+05,   0.12651163E+05,   0.15900293E+05,   0.66096911E+03,   0.82917006E+03
1991,   0.11098116E+05,   0.98369771E+04,   0.12475029E+05,   0.51942415E+03,   0.67324471E+03
1992,   0.12055392E+05,   0.10284592E+05,   0.14042183E+05,   0.69589774E+03,   0.95923709E+03
1993,   0.17199685E+05,   0.14428643E+05,   0.20345928E+05,   0.12729426E+04,   0.15107942E+04
1994,   0.15015499E+05,   0.12796272E+05,   0.17507294E+05,   0.99413185E+03,   0.12026399E+04
1995,   0.12134614E+05,   0.10392383E+05,   0.14083982E+05,   0.72152508E+03,   0.94235937E+03
1996,   0.24044061E+05,   0.19417591E+05,   0.29439188E+05,   0.21673095E+04,   0.25597267E+04
1997,   0.91467147E+04,   0.82842068E+04,   0.10073910E+05,   0.36694252E+03,   0.45668189E+03
1998,   0.22223070E+05,   0.18461354E+05,   0.26523670E+05,   0.18303968E+04,   0.20586581E+04
1999,   0.61360251E+04,   0.53959212E+04,   0.69486582E+04,   0.24567034E+03,   0.39628804E+03
2000,   0.62170843E+04,   0.56469968E+04,   0.68286623E+04,   0.23558980E+03,   0.30152318E+03
2001,   0.49833182E+04,   0.44032871E+04,   0.56180129E+04,   0.22835618E+03,   0.31001087E+03
2002,   0.49683419E+04,   0.43695947E+04,   0.56257100E+04,   0.26281998E+03,   0.32058426E+03
2003,   0.32096543E+05,   0.26318234E+05,   0.38763429E+05,   0.29727505E+04,   0.31782268E+04
2004,   0.16646059E+05,   0.13887808E+05,   0.19789925E+05,   0.14049879E+04,   0.15070018E+04
