CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.13973712E+03,   0.12009723E+03,   0.16165704E+03,   0.98170577E+01,   0.10608717E+02
1986,   0.13152801E+03,   0.11637437E+03,   0.14809389E+03,   0.74568180E+01,   0.80950833E+01
1987,   0.12398502E+03,   0.11180700E+03,   0.13711740E+03,   0.57354797E+01,   0.64586598E+01
1988,   0.11758232E+03,   0.10574215E+03,   0.13037564E+03,   0.51978616E+01,   0.62860262E+01
1989,   0.13401789E+03,   0.12146946E+03,   0.14750030E+03,   0.54607126E+01,   0.66423124E+01
1990,   0.13392487E+03,   0.12271491E+03,   0.14587483E+03,   0.49295826E+01,   0.59094075E+01
1991,   0.12713685E+03,   0.11656695E+03,   0.13839948E+03,   0.46231866E+01,   0.55706960E+01
1992,   0.14976611E+03,   0.13549599E+03,   0.16511850E+03,   0.63051713E+01,   0.75588760E+01
1993,   0.20343826E+03,   0.17669136E+03,   0.23306795E+03,   0.13220829E+02,   0.14389700E+02
1994,   0.18602151E+03,   0.16446825E+03,   0.20959588E+03,   0.10404703E+02,   0.11517002E+02
1995,   0.95193728E+02,   0.86913417E+02,   0.10404355E+03,   0.38101118E+01,   0.43709450E+01
1996,   0.30876219E+03,   0.25425280E+03,   0.37146681E+03,   0.28524007E+02,   0.29932508E+02
1997,   0.11208484E+03,   0.10225298E+03,   0.12259903E+03,   0.42542484E+01,   0.51915420E+01
1998,   0.17962168E+03,   0.15325768E+03,   0.20919861E+03,   0.13292366E+02,   0.14280574E+02
1999,   0.69032393E+02,   0.63243887E+02,   0.75203741E+02,   0.26124252E+01,   0.30516378E+01
2000,   0.87792237E+02,   0.80207008E+02,   0.95895432E+02,   0.34410372E+01,   0.40030630E+01
2001,   0.59483179E+02,   0.53957302E+02,   0.65416884E+02,   0.25828621E+01,   0.29241389E+01
2002,   0.42146319E+02,   0.37387378E+02,   0.47339113E+02,   0.23293162E+01,   0.25397213E+01
2003,   0.16029229E+03,   0.13630986E+03,   0.18726111E+03,   0.12330924E+02,   0.13007190E+02
2004,   0.10441350E+03,   0.89238121E+02,   0.12141798E+03,   0.77895598E+01,   0.82147402E+01
