CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.65843559E+04,   0.60831850E+04,   0.71154318E+04,   0.23763569E+03,   0.26337451E+03
1986,   0.60921616E+04,   0.56677079E+04,   0.65396814E+04,   0.19064519E+03,   0.22247479E+03
1987,   0.53139005E+04,   0.50012290E+04,   0.56408011E+04,   0.13783243E+03,   0.16317303E+03
1988,   0.51094812E+04,   0.48139752E+04,   0.54181951E+04,   0.11254461E+03,   0.15415313E+03
1989,   0.75227292E+04,   0.71510385E+04,   0.79085204E+04,   0.14803825E+03,   0.19324917E+03
1990,   0.64449996E+04,   0.61548072E+04,   0.67451904E+04,   0.10268201E+03,   0.15061699E+03
1991,   0.48932787E+04,   0.46852634E+04,   0.51080476E+04,   0.69771878E+02,   0.10785886E+03
1992,   0.60205441E+04,   0.57762238E+04,   0.62724255E+04,   0.74372108E+02,   0.12658821E+03
1993,   0.10431498E+05,   0.99821549E+04,   0.10895631E+05,   0.12468163E+03,   0.23304227E+03
1994,   0.97829343E+04,   0.94000960E+04,   0.10177185E+05,   0.11106171E+03,   0.19824599E+03
1995,   0.54575945E+04,   0.52558166E+04,   0.56650460E+04,   0.60921554E+02,   0.10439945E+03
1996,   0.16123591E+05,   0.15534695E+05,   0.16728840E+05,   0.18367662E+03,   0.30464079E+03
1997,   0.61817685E+04,   0.59226194E+04,   0.64492111E+04,   0.58910106E+02,   0.13434158E+03
1998,   0.96150965E+04,   0.92471315E+04,   0.99937814E+04,   0.92153123E+02,   0.19048012E+03
1999,   0.50055709E+04,   0.48237074E+04,   0.51924571E+04,   0.48178213E+02,   0.94072446E+02
2000,   0.50666991E+04,   0.48875072E+04,   0.52507047E+04,   0.53134537E+02,   0.92655819E+02
2001,   0.36668685E+04,   0.35244040E+04,   0.38135485E+04,   0.43381808E+02,   0.73764612E+02
2002,   0.39515648E+04,   0.37886948E+04,   0.41195566E+04,   0.52604885E+02,   0.84407738E+02
2003,   0.13745832E+05,   0.13182395E+05,   0.14326887E+05,   0.20159164E+03,   0.29197681E+03
2004,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00
