CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.22119979E+04,   0.19659446E+04,   0.24801193E+04,   0.10681804E+03,   0.13121774E+03
1986,   0.10471386E+04,   0.95697474E+03,   0.11434369E+04,   0.41084834E+02,   0.47577662E+02
1987,   0.21127678E+04,   0.19452382E+04,   0.22907375E+04,   0.67919622E+02,   0.88154421E+02
1988,   0.10860794E+04,   0.10082939E+04,   0.11682168E+04,   0.28590928E+02,   0.40802980E+02
1989,   0.21498637E+04,   0.20181120E+04,   0.22878721E+04,   0.45993049E+02,   0.68824083E+02
1990,   0.19935220E+04,   0.18640029E+04,   0.21295804E+04,   0.36453311E+02,   0.67757955E+02
1991,   0.94081257E+03,   0.87999245E+03,   0.10046874E+04,   0.15006340E+02,   0.31813928E+02
1992,   0.10646094E+04,   0.10015488E+04,   0.11305598E+04,   0.16357894E+02,   0.32914417E+02
1993,   0.26582546E+04,   0.24851241E+04,   0.28401488E+04,   0.48547298E+02,   0.90579077E+02
1994,   0.28260057E+04,   0.26279439E+04,   0.30348981E+04,   0.55248335E+02,   0.10383023E+03
1995,   0.15713870E+04,   0.14705184E+04,   0.16772844E+04,   0.26013064E+02,   0.52752949E+02
1996,   0.34141231E+04,   0.32084241E+04,   0.36294178E+04,   0.64853831E+02,   0.10740802E+03
1997,   0.16801512E+04,   0.15874623E+04,   0.17767836E+04,   0.27676861E+02,   0.48300624E+02
1998,   0.31940209E+04,   0.29526205E+04,   0.34497180E+04,   0.76358124E+02,   0.12683253E+03
1999,   0.88836263E+03,   0.82922879E+03,   0.95055921E+03,   0.13807898E+02,   0.30955764E+02
2000,   0.10941885E+04,   0.10319112E+04,   0.11592032E+04,   0.19400455E+02,   0.32475604E+02
2001,   0.92444092E+03,   0.85532727E+03,   0.99760098E+03,   0.18458331E+02,   0.36300458E+02
2002,   0.54804448E+03,   0.50792298E+03,   0.59046334E+03,   0.13154154E+02,   0.21059627E+02
2003,   0.45544217E+04,   0.42109488E+04,   0.49181900E+04,   0.14305855E+03,   0.18044978E+03
2004,   0.25412862E+04,   0.23380072E+04,   0.27573515E+04,   0.90048679E+02,   0.10699642E+03
