CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.85333345E+04,   0.71899988E+04,   0.10053840E+05,   0.55175787E+03,   0.73116227E+03
1986,   0.13073951E+05,   0.10889868E+05,   0.15566236E+05,   0.72744119E+03,   0.11940474E+04
1987,   0.76915967E+04,   0.66434615E+04,   0.88572879E+04,   0.32783095E+03,   0.56508698E+03
1988,   0.56099569E+04,   0.48390026E+04,   0.64681966E+04,   0.19821258E+03,   0.41586201E+03
1989,   0.10479144E+05,   0.91221577E+04,   0.11979948E+05,   0.35024968E+03,   0.72941668E+03
1990,   0.11659903E+05,   0.10379093E+05,   0.13054025E+05,   0.35362951E+03,   0.68263767E+03
1991,   0.53762405E+04,   0.47064000E+04,   0.61141105E+04,   0.15511715E+03,   0.35928618E+03
1992,   0.63832455E+04,   0.57604141E+04,   0.70545383E+04,   0.18440518E+03,   0.33023080E+03
1993,   0.16216845E+05,   0.13487874E+05,   0.19334135E+05,   0.71090066E+03,   0.14927855E+04
1994,   0.13967639E+05,   0.11985042E+05,   0.16182953E+05,   0.49641881E+03,   0.10715893E+04
1995,   0.48017952E+04,   0.42141643E+04,   0.54479385E+04,   0.14850050E+03,   0.31488716E+03
1996,   0.19422497E+05,   0.16457913E+05,   0.22764657E+05,   0.78873479E+03,   0.16100807E+04
1997,   0.47692294E+04,   0.42730154E+04,   0.53068290E+04,   0.14871668E+03,   0.26381662E+03
1998,   0.98510075E+04,   0.85314456E+04,   0.11315770E+05,   0.30684023E+03,   0.71069362E+03
1999,   0.49248455E+04,   0.43063270E+04,   0.56067367E+04,   0.14021363E+03,   0.33190289E+03
2000,   0.73441232E+04,   0.65175699E+04,   0.82457617E+04,   0.20871686E+03,   0.44104004E+03
2001,   0.44035124E+04,   0.38733337E+04,   0.49855452E+04,   0.13594549E+03,   0.28385706E+03
2002,   0.72287939E+04,   0.63937033E+04,   0.81419407E+04,   0.23503488E+03,   0.44616568E+03
2003,   0.18078576E+05,   0.15940830E+05,   0.20421307E+05,   0.73698579E+03,   0.11434815E+04
2004,   0.21737719E+05,   0.17159701E+05,   0.27161733E+05,   0.12675438E+04,   0.25554339E+04
