CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1986,   0.10329732E+05,   0.96026534E+04,   0.11096750E+05,   0.30505481E+03,   0.38120412E+03
1987,   0.91866569E+04,   0.85979263E+04,   0.98046872E+04,   0.23404611E+03,   0.30788513E+03
1988,   0.94887694E+04,   0.89160741E+04,   0.10088230E+05,   0.20625402E+03,   0.29905185E+03
1989,   0.11201342E+05,   0.10574799E+05,   0.11854929E+05,   0.22256874E+03,   0.32659428E+03
1990,   0.98560995E+04,   0.93131941E+04,   0.10422067E+05,   0.19354328E+03,   0.28290124E+03
1991,   0.71272063E+04,   0.67071011E+04,   0.75664649E+04,   0.15135813E+03,   0.21924822E+03
1992,   0.64907731E+04,   0.61046726E+04,   0.68946457E+04,   0.14467572E+03,   0.20154509E+03
1993,   0.11807296E+05,   0.11109788E+05,   0.12536678E+05,   0.22567397E+03,   0.36404045E+03
1994,   0.12225180E+05,   0.11516364E+05,   0.12965761E+05,   0.23840789E+03,   0.36978142E+03
1995,   0.83707003E+04,   0.78811547E+04,   0.88823828E+04,   0.17505054E+03,   0.25544146E+03
1996,   0.15594042E+05,   0.14731758E+05,   0.16493101E+05,   0.29631335E+03,   0.44936323E+03
1997,   0.77171048E+04,   0.72734983E+04,   0.81804128E+04,   0.15369031E+03,   0.23137859E+03
1998,   0.10065696E+05,   0.95095707E+04,   0.10645519E+05,   0.17949242E+03,   0.28980918E+03
1999,   0.81328089E+04,   0.76661914E+04,   0.86201088E+04,   0.13966073E+03,   0.24337019E+03
2000,   0.91282144E+04,   0.86303258E+04,   0.96470367E+04,   0.14418678E+03,   0.25938801E+03
2001,   0.60797819E+04,   0.57297217E+04,   0.64454156E+04,   0.11741806E+03,   0.18259306E+03
2002,   0.64659815E+04,   0.60554078E+04,   0.68967919E+04,   0.13130508E+03,   0.21466478E+03
2003,   0.17085357E+05,   0.16106674E+05,   0.18107347E+05,   0.37217345E+03,   0.51042579E+03
2004,   0.15925468E+05,   0.14896746E+05,   0.17005815E+05,   0.42645970E+03,   0.53809502E+03
