CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.69019173E+07,   0.91051044E+06,   0.25428667E+08,   0.50138283E+07,   0.70974334E+07
1986,   0.32013864E+06,   0.98449238E+05,   0.78609917E+06,   0.97913189E+05,   0.18231055E+06
1987,   0.46880338E+06,   0.15710929E+06,   0.10946465E+07,   0.13910214E+06,   0.24714699E+06
1988,   0.41826452E+06,   0.16499267E+06,   0.88292117E+06,   0.10975326E+06,   0.18748513E+06
1989,   0.34544782E+06,   0.20967874E+06,   0.53726554E+06,   0.55797114E+05,   0.84126458E+05
1990,   0.18612484E+06,   0.10893690E+06,   0.29775506E+06,   0.26633547E+05,   0.48538251E+05
1991,   0.21985185E+06,   0.10301386E+06,   0.41374121E+06,   0.43088051E+05,   0.80496833E+05
1992,   0.10512322E+06,   0.72003782E+05,   0.14834583E+06,   0.11853257E+05,   0.19550119E+05
1993,   0.94377838E+06,   0.33433828E+06,   0.21310484E+07,   0.31024240E+06,   0.47202668E+06
1994,   0.70678796E+06,   0.36976524E+06,   0.12298038E+07,   0.17097621E+06,   0.22186978E+06
1995,   0.13335383E+06,   0.73272419E+05,   0.22378861E+06,   0.18824649E+05,   0.38766150E+05
1996,   0.39775690E+07,   0.84560786E+06,   0.11877748E+08,   0.21229855E+07,   0.30166333E+07
1997,   0.17058547E+06,   0.10233833E+06,   0.26773539E+06,   0.24614909E+05,   0.42488368E+05
1998,   0.56125605E+06,   0.29984724E+06,   0.96169117E+06,   0.12481338E+06,   0.17061798E+06
1999,   0.66457016E+05,   0.41934190E+05,   0.10024171E+06,   0.76681682E+04,   0.14958979E+05
2000,   0.93260575E+05,   0.53187940E+05,   0.15217776E+06,   0.11516235E+05,   0.25465921E+05
2001,   0.11187240E+06,   0.74082800E+05,   0.16230900E+06,   0.13784196E+05,   0.22609467E+05
2002,   0.19866737E+06,   0.11601156E+06,   0.31838045E+06,   0.31137380E+05,   0.52025055E+05
2003,   0.13233803E+07,   0.63394006E+06,   0.24524102E+07,   0.35867407E+06,   0.47066909E+06
2004,   0.40867003E+06,   0.22014264E+06,   0.69597913E+06,   0.86954360E+05,   0.12263295E+06
