CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.25354551E+03,   0.21044785E+03,   0.30284673E+03,   0.21602790E+02,   0.23593634E+02
1986,   0.17144288E+03,   0.14536673E+03,   0.20082691E+03,   0.12469232E+02,   0.14158629E+02
1987,   0.27906007E+03,   0.24250365E+03,   0.31954075E+03,   0.16375083E+02,   0.19663056E+02
1988,   0.16558688E+03,   0.14612672E+03,   0.18690050E+03,   0.80876464E+01,   0.10405992E+02
1989,   0.23494889E+03,   0.21197955E+03,   0.25970920E+03,   0.89392840E+01,   0.12179526E+02
1990,   0.22623055E+03,   0.20452107E+03,   0.24959916E+03,   0.75276801E+01,   0.11502781E+02
1991,   0.10191374E+03,   0.91243802E+02,   0.11347963E+03,   0.33723623E+01,   0.56743367E+01
1992,   0.12083686E+03,   0.11021692E+03,   0.13219534E+03,   0.34695212E+01,   0.56080675E+01
1993,   0.24681905E+03,   0.22281708E+03,   0.27268182E+03,   0.77930635E+01,   0.12724311E+02
1994,   0.24601691E+03,   0.22022091E+03,   0.27398251E+03,   0.82078996E+01,   0.13719381E+02
1995,   0.12590515E+03,   0.11473678E+03,   0.13785795E+03,   0.37249305E+01,   0.58996800E+01
1996,   0.26664278E+03,   0.24372113E+03,   0.29112121E+03,   0.81682095E+01,   0.12094591E+02
1997,   0.18216627E+03,   0.16600282E+03,   0.19946531E+03,   0.53751031E+01,   0.85384116E+01
1998,   0.26928174E+03,   0.23939978E+03,   0.30183676E+03,   0.10170987E+02,   0.15933930E+02
1999,   0.92637927E+02,   0.83532612E+02,   0.10245732E+03,   0.27810979E+01,   0.48291738E+01
2000,   0.13201293E+03,   0.11970309E+03,   0.14523494E+03,   0.42740135E+01,   0.65149696E+01
2001,   0.10793714E+03,   0.96195900E+02,   0.12070611E+03,   0.39995338E+01,   0.62549128E+01
2002,   0.65274340E+02,   0.57558332E+02,   0.73729956E+02,   0.29128837E+01,   0.41272275E+01
2003,   0.39404250E+03,   0.34686407E+03,   0.44580703E+03,   0.21150793E+02,   0.25251947E+02
2004,   0.31092449E+03,   0.27030973E+03,   0.35588543E+03,   0.19378147E+02,   0.21842384E+02
