CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.77327816E+04,   0.61544032E+04,   0.95922250E+04,   0.69901528E+03,   0.87824444E+03
1986,   0.35119374E+04,   0.28682508E+04,   0.42566844E+04,   0.26452142E+03,   0.35459040E+03
1987,   0.83902319E+04,   0.70644354E+04,   0.98916336E+04,   0.51387512E+03,   0.72181189E+03
1988,   0.25438753E+04,   0.21774217E+04,   0.29540598E+04,   0.13283386E+03,   0.19825441E+03
1989,   0.85111877E+04,   0.74745330E+04,   0.96505290E+04,   0.34334209E+03,   0.55536091E+03
1990,   0.74650107E+04,   0.66094980E+04,   0.83997924E+04,   0.26468672E+03,   0.45689583E+03
1991,   0.55326526E+04,   0.48248245E+04,   0.63145011E+04,   0.19015006E+03,   0.38021692E+03
1992,   0.52206204E+04,   0.45832108E+04,   0.59213377E+04,   0.16916426E+03,   0.34151952E+03
1993,   0.66677720E+04,   0.58028528E+04,   0.76245324E+04,   0.24385548E+03,   0.46496274E+03
1994,   0.59691907E+04,   0.51907314E+04,   0.68308021E+04,   0.22203003E+03,   0.41861170E+03
1995,   0.45757438E+04,   0.39736855E+04,   0.52427478E+04,   0.16146269E+03,   0.32391885E+03
1996,   0.79181412E+04,   0.69773287E+04,   0.89496433E+04,   0.29094082E+03,   0.50336503E+03
1997,   0.37918435E+04,   0.33299140E+04,   0.42995392E+04,   0.14516968E+03,   0.24746921E+03
1998,   0.70332156E+04,   0.60971959E+04,   0.80714927E+04,   0.28855097E+03,   0.50393159E+03
1999,   0.24191888E+04,   0.20791685E+04,   0.27986835E+04,   0.86455300E+02,   0.18366616E+03
2000,   0.24260164E+04,   0.21194254E+04,   0.27642370E+04,   0.92644954E+02,   0.16457602E+03
2001,   0.16098142E+04,   0.13414802E+04,   0.19159176E+04,   0.71022938E+02,   0.14667417E+03
2002,   0.17760988E+04,   0.14846696E+04,   0.21078181E+04,   0.93773419E+02,   0.15910699E+03
2003,   0.95708798E+04,   0.81855525E+04,   0.11122415E+05,   0.60838414E+03,   0.74970544E+03
2004,   0.51681895E+04,   0.43182950E+04,   0.61358786E+04,   0.38852464E+03,   0.46408112E+03
