CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.11066937E+07,   0.59972157E+06,   0.18764307E+07,   0.15972500E+06,   0.32896982E+06
1986,   0.85236777E+06,   0.43614201E+06,   0.15071874E+07,   0.10784810E+06,   0.27652180E+06
1987,   0.62306368E+06,   0.27693028E+06,   0.12157454E+07,   0.69250338E+05,   0.24376022E+06
1988,   0.46503561E+06,   0.19843822E+06,   0.93254595E+06,   0.45899436E+05,   0.19096466E+06
1989,   0.11935722E+07,   0.63945694E+06,   0.20408987E+07,   0.13755478E+06,   0.36124618E+06
1990,   0.48347390E+06,   0.29856607E+06,   0.74181524E+06,   0.46367998E+05,   0.11377821E+06
1991,   0.22232358E+06,   0.13929716E+06,   0.33723616E+06,   0.20977518E+05,   0.50790707E+05
1992,   0.13458024E+06,   0.82550715E+05,   0.20759077E+06,   0.13223879E+05,   0.32102265E+05
1993,   0.81400030E+06,   0.44599215E+06,   0.13689137E+07,   0.98606008E+05,   0.23772441E+06
1994,   0.58858872E+06,   0.30243103E+06,   0.10376274E+07,   0.71267867E+05,   0.18978403E+06
1995,   0.19754434E+06,   0.10680985E+06,   0.33550005E+06,   0.19911212E+05,   0.58930983E+05
1996,   0.11288382E+07,   0.62351275E+06,   0.18869558E+07,   0.14202949E+06,   0.32535134E+06
1997,   0.33249148E+06,   0.14879312E+06,   0.64577394E+06,   0.33969940E+05,   0.12900039E+06
1998,   0.48587514E+06,   0.29844378E+06,   0.74865409E+06,   0.47414251E+05,   0.11558101E+06
1999,   0.16307435E+06,   0.96705163E+05,   0.25825658E+06,   0.14270935E+05,   0.41513668E+05
2000,   0.19080747E+06,   0.11403721E+06,   0.30035651E+06,   0.17255264E+05,   0.47867956E+05
2001,   0.14301341E+06,   0.80984140E+05,   0.23462463E+06,   0.13041031E+05,   0.39533713E+05
2002,   0.25294503E+06,   0.14616730E+06,   0.40863082E+06,   0.22997557E+05,   0.67494626E+05
2003,   0.13558658E+07,   0.85189855E+06,   0.20521111E+07,   0.15149616E+06,   0.30795060E+06
2004,   0.19001662E+07,   0.65199626E+06,   0.43745362E+07,   0.32647372E+06,   0.97986584E+06
