CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.17021597E+03,   0.14143542E+03,   0.20311421E+03,   0.14375244E+02,   0.15749226E+02
1986,   0.14748777E+03,   0.12492675E+03,   0.17292928E+03,   0.10675005E+02,   0.12254852E+02
1987,   0.12737512E+03,   0.11087367E+03,   0.14562629E+03,   0.77086333E+01,   0.88701933E+01
1988,   0.12576187E+03,   0.10901266E+03,   0.14434235E+03,   0.65455764E+01,   0.90177730E+01
1989,   0.16438374E+03,   0.14464845E+03,   0.18604321E+03,   0.79936989E+01,   0.10564684E+02
1990,   0.13320100E+03,   0.11886765E+03,   0.14877429E+03,   0.52791480E+01,   0.76319994E+01
1991,   0.93587886E+02,   0.85074720E+02,   0.10271533E+03,   0.31915102E+01,   0.45012980E+01
1992,   0.11213515E+03,   0.10147207E+03,   0.12360519E+03,   0.35836069E+01,   0.56477780E+01
1993,   0.17667811E+03,   0.15704405E+03,   0.19807126E+03,   0.53891249E+01,   0.10470165E+02
1994,   0.15217632E+03,   0.13795466E+03,   0.16745435E+03,   0.44662457E+01,   0.75274520E+01
1995,   0.90204136E+02,   0.82508421E+02,   0.98418311E+02,   0.26013346E+01,   0.40595482E+01
1996,   0.24914135E+03,   0.22283666E+03,   0.27767510E+03,   0.77941337E+01,   0.13994249E+02
1997,   0.94917583E+02,   0.82531223E+02,   0.10862794E+03,   0.21916823E+01,   0.66609329E+01
1998,   0.12474489E+03,   0.11358608E+03,   0.13669454E+03,   0.28733191E+01,   0.58964622E+01
1999,   0.70552635E+02,   0.64861028E+02,   0.76605488E+02,   0.17477629E+01,   0.29966291E+01
2000,   0.68787704E+02,   0.63346768E+02,   0.74566816E+02,   0.18825159E+01,   0.28628017E+01
2001,   0.52950501E+02,   0.48291463E+02,   0.57933948E+02,   0.17338223E+01,   0.24604010E+01
2002,   0.55499852E+02,   0.50199698E+02,   0.61202963E+02,   0.20828203E+01,   0.28077445E+01
2003,   0.16161034E+03,   0.14286129E+03,   0.18212003E+03,   0.65816886E+01,   0.10019216E+02
2004,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00
