CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.12175875E+03,   0.54673099E+02,   0.23593926E+03,   0.26394278E+02,   0.47043910E+02
1986,   0.49405541E+02,   0.25428647E+02,   0.86991040E+02,   0.77400203E+01,   0.15890794E+02
1987,   0.44833929E+02,   0.26024206E+02,   0.72181026E+02,   0.59251624E+01,   0.11868056E+02
1988,   0.46705523E+02,   0.27296040E+02,   0.74802174E+02,   0.59289437E+01,   0.12212604E+02
1989,   0.76496404E+02,   0.51533812E+02,   0.10943602E+03,   0.88671265E+01,   0.14832980E+02
1990,   0.71399827E+02,   0.37280160E+02,   0.12441371E+03,   0.10478099E+02,   0.22479957E+02
1991,   0.31722957E+02,   0.21545954E+02,   0.45079447E+02,   0.31482595E+01,   0.60276264E+01
1992,   0.30012444E+02,   0.20215868E+02,   0.42940797E+02,   0.27172854E+01,   0.58215292E+01
1993,   0.15498852E+03,   0.72620652E+02,   0.29167662E+03,   0.35641021E+02,   0.56748529E+02
1994,   0.68795609E+02,   0.39235420E+02,   0.11225661E+03,   0.10775241E+02,   0.18785281E+02
1995,   0.28733647E+02,   0.19196332E+02,   0.41388612E+02,   0.27567665E+01,   0.56860654E+01
1996,   0.30176705E+03,   0.77016680E+02,   0.82119636E+03,   0.10416338E+03,   0.20013140E+03
1997,   0.41282907E+02,   0.20047736E+02,   0.75772277E+02,   0.57406646E+01,   0.14415227E+02
1998,   0.53461754E+02,   0.34396679E+02,   0.79395271E+02,   0.69964411E+01,   0.11539172E+02
1999,   0.16272182E+02,   0.10113937E+02,   0.24840062E+02,   0.16310711E+01,   0.37794483E+01
2000,   0.17323692E+02,   0.10175249E+02,   0.27638559E+02,   0.16745892E+01,   0.44887294E+01
2001,   0.14158855E+02,   0.94314911E+01,   0.20443766E+02,   0.13056495E+01,   0.28217229E+01
2002,   0.16453504E+02,   0.11410501E+02,   0.22980476E+02,   0.15968859E+01,   0.29621816E+01
2003,   0.79478187E+02,   0.48081754E+02,   0.12393075E+03,   0.13127355E+02,   0.19480240E+02
2004,   0.66483478E+02,   0.27964824E+02,   0.13459616E+03,   0.14293806E+02,   0.27757138E+02
