CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.20416770E+03,   0.17355835E+03,   0.23859744E+03,   0.10502290E+02,   0.16603684E+02
1986,   0.15454180E+03,   0.13557019E+03,   0.17540898E+03,   0.64173627E+01,   0.10167794E+02
1987,   0.19299308E+03,   0.17143847E+03,   0.21648941E+03,   0.65871877E+01,   0.11497071E+02
1988,   0.16920920E+03,   0.15144563E+03,   0.18846875E+03,   0.50321848E+01,   0.94479108E+01
1989,   0.28196174E+03,   0.24296764E+03,   0.32540181E+03,   0.95948048E+01,   0.21042010E+02
1990,   0.16462524E+03,   0.14874605E+03,   0.18172474E+03,   0.45310711E+01,   0.84153463E+01
1991,   0.97179814E+02,   0.86400573E+02,   0.10892284E+03,   0.27023124E+01,   0.57476842E+01
1992,   0.96083400E+02,   0.84021173E+02,   0.10938094E+03,   0.26939775E+01,   0.64725570E+01
1993,   0.14870856E+03,   0.12956273E+03,   0.16987057E+03,   0.48509567E+01,   0.10288026E+02
1994,   0.13749852E+03,   0.12223313E+03,   0.15413016E+03,   0.42562826E+01,   0.81401330E+01
1995,   0.82746352E+02,   0.72800056E+02,   0.93663698E+02,   0.25015745E+01,   0.53247810E+01
1996,   0.24670619E+03,   0.21783609E+03,   0.27831317E+03,   0.87645011E+01,   0.15434466E+02
1997,   0.10465083E+03,   0.93563982E+02,   0.11668066E+03,   0.31026308E+01,   0.58991698E+01
1998,   0.11226326E+03,   0.99051774E+02,   0.12673494E+03,   0.36965227E+01,   0.70651077E+01
1999,   0.93321500E+02,   0.73397952E+02,   0.11698702E+03,   0.35240488E+01,   0.11137158E+02
2000,   0.94402516E+02,   0.83977301E+02,   0.10575540E+03,   0.32546397E+01,   0.55577538E+01
2001,   0.90447666E+02,   0.79528558E+02,   0.10243787E+03,   0.36602507E+01,   0.58468982E+01
2002,   0.69872177E+02,   0.60518400E+02,   0.80254515E+02,   0.34722654E+01,   0.50376022E+01
2003,   0.36548759E+03,   0.30846228E+03,   0.42995828E+03,   0.24133863E+02,   0.31018459E+02
2004,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00
