CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.22851095E+03,   0.68299754E+02,   0.57029746E+03,   0.11414851E+03,   0.13335766E+03
1986,   0.27041266E+02,   0.19746037E+02,   0.36160062E+02,   0.38067252E+01,   0.41984541E+01
1987,   0.12889842E+03,   0.68051430E+02,   0.22279464E+03,   0.34008595E+02,   0.39907584E+02
1988,   0.37357979E+02,   0.29069318E+02,   0.47276706E+02,   0.37574348E+01,   0.46527063E+01
1989,   0.12032620E+03,   0.70898943E+02,   0.19150313E+03,   0.25176467E+02,   0.30997058E+02
1990,   0.12764022E+03,   0.66202830E+02,   0.22349245E+03,   0.32269534E+02,   0.40589301E+02
1991,   0.49211079E+02,   0.37978545E+02,   0.62729327E+02,   0.47910797E+01,   0.63255131E+01
1992,   0.12054804E+03,   0.71902328E+02,   0.19005334E+03,   0.25424269E+02,   0.30356259E+02
1993,   0.12950215E+03,   0.69893957E+02,   0.22023456E+03,   0.32570905E+02,   0.38743446E+02
1994,   0.65937865E+02,   0.49693871E+02,   0.85809199E+02,   0.78333996E+01,   0.92331023E+01
1995,   0.29965545E+03,   0.75821877E+02,   0.81916698E+03,   0.17227515E+03,   0.20005168E+03
1996,   0.25495197E+03,   0.90945297E+02,   0.57324564E+03,   0.10765539E+03,   0.12665674E+03
1997,   0.45200289E+02,   0.33554964E+02,   0.59593904E+02,   0.48304582E+01,   0.66585682E+01
1998,   0.13457221E+03,   0.70570991E+02,   0.23374775E+03,   0.37742633E+02,   0.42092300E+02
1999,   0.62604912E+02,   0.21431253E+02,   0.14433114E+03,   0.22101695E+02,   0.32354994E+02
2000,   0.17113647E+02,   0.14263304E+02,   0.20364827E+02,   0.12730969E+01,   0.15579321E+01
2001,   0.17948663E+02,   0.13791297E+02,   0.22967154E+02,   0.16665572E+01,   0.23452009E+01
2002,   0.10253718E+02,   0.80187308E+01,   0.12918995E+02,   0.10405643E+01,   0.12521275E+01
2003,   0.12735165E+03,   0.58081455E+02,   0.24416890E+03,   0.39981080E+02,   0.48262560E+02
2004,   0.47760179E+02,   0.28416247E+02,   0.75443152E+02,   0.98528186E+01,   0.12083340E+02
