CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.18781365E+05,   0.17318937E+05,   0.20333187E+05,   0.68301217E+03,   0.76908295E+03
1986,   0.21870215E+05,   0.20394238E+05,   0.23423753E+05,   0.66196500E+03,   0.77294135E+03
1987,   0.16734866E+05,   0.15758324E+05,   0.17755465E+05,   0.42756005E+03,   0.50952655E+03
1988,   0.13729987E+05,   0.12955048E+05,   0.14538691E+05,   0.31013661E+03,   0.40402885E+03
1989,   0.16740067E+05,   0.15874865E+05,   0.17639662E+05,   0.33099239E+03,   0.45023906E+03
1990,   0.22635632E+05,   0.21472982E+05,   0.23844203E+05,   0.47694763E+03,   0.60495083E+03
1991,   0.13460056E+05,   0.12704640E+05,   0.14248193E+05,   0.27901460E+03,   0.39380036E+03
1992,   0.17143075E+05,   0.16268929E+05,   0.18051487E+05,   0.36840673E+03,   0.45476949E+03
1993,   0.21421926E+05,   0.20151573E+05,   0.22750563E+05,   0.48707522E+03,   0.66307739E+03
1994,   0.21801241E+05,   0.20606629E+05,   0.23046322E+05,   0.47041224E+03,   0.62242650E+03
1995,   0.13274104E+05,   0.12550027E+05,   0.14028628E+05,   0.28764882E+03,   0.37722765E+03
1996,   0.25963884E+05,   0.24506642E+05,   0.27484249E+05,   0.58046524E+03,   0.75966507E+03
1997,   0.14710216E+05,   0.13943657E+05,   0.15507510E+05,   0.30148426E+03,   0.39897432E+03
1998,   0.16287693E+05,   0.15393674E+05,   0.17219549E+05,   0.31226566E+03,   0.46582622E+03
1999,   0.13575991E+05,   0.12878861E+05,   0.14300647E+05,   0.24692473E+03,   0.36272884E+03
2000,   0.14172869E+05,   0.13503226E+05,   0.14866764E+05,   0.23643001E+03,   0.34786428E+03
2001,   0.12085032E+05,   0.11500974E+05,   0.12690745E+05,   0.21229318E+03,   0.30353405E+03
2002,   0.16300379E+05,   0.15544979E+05,   0.17082595E+05,   0.27131151E+03,   0.39227393E+03
2003,   0.26833950E+05,   0.25554878E+05,   0.28159770E+05,   0.49541190E+03,   0.66455800E+03
2004,   0.27566333E+05,   0.26063339E+05,   0.29132494E+05,   0.62306987E+03,   0.78301706E+03
