CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.64654019E+03,   0.47805020E+03,   0.85536321E+03,   0.32218988E+02,   0.96491067E+02
1986,   0.10063767E+04,   0.78332681E+03,   0.12732363E+04,   0.39391646E+02,   0.12519072E+03
1987,   0.99416011E+03,   0.59562751E+03,   0.15619576E+04,   0.34450301E+02,   0.24824669E+03
1988,   0.99675213E+03,   0.76104146E+03,   0.12825308E+04,   0.26663821E+02,   0.13329629E+03
1989,   0.11932663E+04,   0.91875658E+03,   0.15241679E+04,   0.29987757E+02,   0.15472890E+03
1990,   0.73428899E+03,   0.62887725E+03,   0.85223147E+03,   0.17783179E+02,   0.57015925E+02
1991,   0.42878690E+03,   0.37509945E+03,   0.48795657E+03,   0.12057796E+02,   0.28804370E+02
1992,   0.39139787E+03,   0.33134801E+03,   0.45914035E+03,   0.11213444E+02,   0.32625024E+02
1993,   0.12929275E+04,   0.10192264E+04,   0.16175181E+04,   0.35204149E+02,   0.15286111E+03
1994,   0.11622671E+04,   0.96655335E+03,   0.13858508E+04,   0.31652768E+02,   0.10706363E+03
1995,   0.53707012E+03,   0.45107476E+03,   0.63462799E+03,   0.15393968E+02,   0.46864069E+02
1996,   0.17356279E+04,   0.13611712E+04,   0.21812998E+04,   0.52138084E+02,   0.20955350E+03
1997,   0.40965193E+03,   0.35510282E+03,   0.47016406E+03,   0.12083742E+02,   0.29368954E+02
1998,   0.66882096E+03,   0.57246375E+03,   0.77667853E+03,   0.18685410E+02,   0.52130440E+02
1999,   0.73685278E+03,   0.42299788E+03,   0.11963887E+04,   0.25036276E+02,   0.19892228E+03
2000,   0.67944976E+03,   0.46189750E+03,   0.96479596E+03,   0.20218163E+02,   0.12880482E+03
2001,   0.26358279E+03,   0.22950746E+03,   0.30126285E+03,   0.88944719E+01,   0.18314667E+02
2002,   0.36618252E+03,   0.29914318E+03,   0.44373329E+03,   0.13641359E+02,   0.36926592E+02
2003,   0.13600401E+04,   0.11199009E+04,   0.16362891E+04,   0.58555542E+02,   0.13186818E+03
2004,   0.14431869E+04,   0.11102116E+04,   0.18448068E+04,   0.76440396E+02,   0.18774756E+03
