CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.11480541E+08,   0.91067817E+06,   0.50618232E+08,   0.11189863E+08,   0.15654232E+08
1986,   0.18212997E+05,   0.38324497E+04,   0.54659848E+05,   0.57356598E+04,   0.13912389E+05
1987,   0.67212896E+06,   0.10702178E+06,   0.22914750E+07,   0.40694459E+06,   0.61679327E+06
1988,   0.96840710E+05,   0.18587113E+05,   0.30364698E+06,   0.39347562E+05,   0.78771015E+05
1989,   0.26862651E+05,   0.13786427E+05,   0.47396728E+05,   0.53414281E+04,   0.86765500E+04
1990,   0.69378186E+05,   0.23143426E+05,   0.16244334E+06,   0.21273859E+05,   0.36732032E+05
1991,   0.14774191E+06,   0.26472768E+05,   0.47812550E+06,   0.65455057E+05,   0.12575534E+06
1992,   0.10004977E+06,   0.22088500E+05,   0.29326483E+06,   0.38203048E+05,   0.73879540E+05
1993,   0.60246352E+06,   0.10077623E+06,   0.20104386E+07,   0.32962616E+06,   0.53598350E+06
1994,   0.37068567E+06,   0.12507934E+06,   0.86201570E+06,   0.14383549E+06,   0.19418232E+06
1995,   0.73875520E+05,   0.24254485E+05,   0.17461478E+06,   0.22716760E+05,   0.39689066E+05
1996,   0.17157691E+09,   0.99551416E+07,   0.82855630E+09,   0.21716439E+09,   0.27500595E+09
1997,   0.52067735E+05,   0.13289473E+05,   0.14168702E+06,   0.15940865E+05,   0.34529633E+05
1998,   0.24412837E+06,   0.88654161E+05,   0.54290308E+06,   0.85756423E+05,   0.11916597E+06
1999,   0.74912510E+04,   0.36244331E+04,   0.13785672E+05,   0.11108616E+04,   0.26289649E+04
2000,   0.51537968E+04,   0.33624976E+04,   0.75681787E+04,   0.63671707E+03,   0.10781339E+04
2001,   0.81164777E+05,   0.15870887E+05,   0.25228538E+06,   0.30199179E+05,   0.65199519E+05
2002,   0.30258337E+05,   0.10178211E+05,   0.70495880E+05,   0.75764337E+04,   0.15896788E+05
2003,   0.70860095E+06,   0.13856682E+06,   0.22024951E+07,   0.35982159E+06,   0.56919669E+06
2004,   0.11973855E+06,   0.32579317E+05,   0.31484485E+06,   0.45035775E+05,   0.75516003E+05
