CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.82205007E+02,   0.71356785E+02,   0.94227298E+02,   0.52124936E+01,   0.58375509E+01
1986,   0.45202775E+02,   0.40053350E+02,   0.50826212E+02,   0.24056533E+01,   0.27492965E+01
1987,   0.93175200E+02,   0.83879827E+02,   0.10321136E+03,   0.40463546E+01,   0.49330324E+01
1988,   0.50512280E+02,   0.46093000E+02,   0.55237405E+02,   0.17967020E+01,   0.23333030E+01
1989,   0.94568832E+02,   0.87610512E+02,   0.10192772E+03,   0.26820879E+01,   0.36529474E+01
1990,   0.88350486E+02,   0.81599870E+02,   0.95505549E+02,   0.21901806E+01,   0.35479953E+01
1991,   0.32694373E+02,   0.30112224E+02,   0.35436756E+02,   0.76950043E+00,   0.13585567E+01
1992,   0.46241877E+02,   0.43157339E+02,   0.49486525E+02,   0.94841371E+00,   0.16148044E+01
1993,   0.10540290E+03,   0.97700496E+02,   0.11354550E+03,   0.24718170E+01,   0.40427450E+01
1994,   0.11078246E+03,   0.10156761E+03,   0.12060157E+03,   0.28352281E+01,   0.48566281E+01
1995,   0.48744971E+02,   0.45531548E+02,   0.52123140E+02,   0.10462523E+01,   0.16817483E+01
1996,   0.12725686E+03,   0.11866957E+03,   0.13629536E+03,   0.30901286E+01,   0.44969921E+01
1997,   0.69173378E+02,   0.64726615E+02,   0.73842168E+02,   0.14732279E+01,   0.23256846E+01
1998,   0.11426578E+03,   0.10450280E+03,   0.12468752E+03,   0.32646655E+01,   0.51503122E+01
1999,   0.32550464E+02,   0.29878722E+02,   0.35394933E+02,   0.67525755E+00,   0.14074855E+01
2000,   0.43337250E+02,   0.40363739E+02,   0.46469762E+02,   0.10214232E+01,   0.15578798E+01
2001,   0.32069962E+02,   0.29420017E+02,   0.34892449E+02,   0.86827110E+00,   0.13963192E+01
2002,   0.17812253E+02,   0.16154334E+02,   0.19592786E+02,   0.59158273E+00,   0.87738986E+00
2003,   0.14888592E+03,   0.13491869E+03,   0.16389487E+03,   0.62164397E+01,   0.73938840E+01
2004,   0.10102495E+03,   0.90638992E+02,   0.11226596E+03,   0.48905187E+01,   0.55188937E+01
