CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.12312608E+07,   0.10619187E+07,   0.14197925E+07,   0.55264660E+05,   0.91349632E+05
1986,   0.29412323E+07,   0.23325203E+07,   0.36601264E+07,   0.12177523E+06,   0.33917240E+06
1987,   0.14444822E+07,   0.12174066E+07,   0.17014589E+07,   0.40973985E+05,   0.12358226E+06
1988,   0.10951142E+07,   0.93303866E+06,   0.12771268E+07,   0.26428892E+05,   0.87839757E+05
1989,   0.27495876E+07,   0.23707727E+07,   0.31714111E+07,   0.77314436E+05,   0.20436863E+06
1990,   0.26849916E+07,   0.23866359E+07,   0.30100757E+07,   0.76829391E+05,   0.15910214E+06
1991,   0.13220190E+07,   0.11400717E+07,   0.15245996E+07,   0.37990305E+05,   0.98153357E+05
1992,   0.13354840E+07,   0.11950398E+07,   0.14877782E+07,   0.41032687E+05,   0.74703835E+05
1993,   0.90203634E+07,   0.72385257E+07,   0.11107487E+08,   0.38784007E+06,   0.98828745E+06
1994,   0.56070306E+07,   0.46650593E+07,   0.66827830E+07,   0.20067927E+06,   0.51520424E+06
1995,   0.10016250E+07,   0.86649857E+06,   0.11517383E+07,   0.34521478E+05,   0.72807523E+05
1996,   0.82662195E+07,   0.61943566E+07,   0.10810668E+08,   0.38615238E+06,   0.11802906E+07
1997,   0.91866864E+06,   0.82175178E+06,   0.10237911E+07,   0.31143622E+05,   0.51558478E+05
1998,   0.27287400E+07,   0.22822276E+07,   0.32367894E+07,   0.87112737E+05,   0.24372467E+06
1999,   0.88148952E+06,   0.73954007E+06,   0.10426487E+07,   0.27893588E+05,   0.77389272E+05
2000,   0.12787973E+07,   0.11183774E+07,   0.14556327E+07,   0.42908823E+05,   0.86077385E+05
2001,   0.62900606E+06,   0.54913533E+06,   0.71716015E+06,   0.23784743E+05,   0.42885387E+05
2002,   0.11184802E+07,   0.96143811E+06,   0.12937330E+07,   0.49490282E+05,   0.84822763E+05
2003,   0.30906128E+07,   0.26511349E+07,   0.35817802E+07,   0.17097953E+06,   0.23756390E+06
2004,   0.58190439E+07,   0.40618972E+07,   0.80833319E+07,   0.49881681E+06,   0.10294512E+07
