CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.82293040E+05,   0.25221645E+05,   0.20246152E+06,   0.27313968E+05,   0.47001067E+05
1986,   0.64240934E+05,   0.27268629E+05,   0.12927505E+06,   0.16803186E+05,   0.26541703E+05
1987,   0.12763292E+06,   0.32945011E+05,   0.34524861E+06,   0.43535230E+05,   0.83908391E+05
1988,   0.20119523E+06,   0.42925264E+05,   0.59976307E+06,   0.80662062E+05,   0.15220871E+06
1989,   0.31179490E+06,   0.12183585E+06,   0.66217044E+06,   0.99787059E+05,   0.14117698E+06
1990,   0.16361192E+06,   0.71573093E+05,   0.32268768E+06,   0.40014411E+05,   0.65247731E+05
1991,   0.50431389E+05,   0.28315854E+05,   0.83269914E+05,   0.80278271E+04,   0.14144074E+05
1992,   0.22408823E+06,   0.89387545E+05,   0.46964960E+06,   0.68067320E+05,   0.99247090E+05
1993,   0.60709406E+06,   0.22890158E+06,   0.13188314E+07,   0.23981060E+06,   0.28532292E+06
1994,   0.18930715E+06,   0.10032822E+06,   0.32628893E+06,   0.45624813E+05,   0.58266625E+05
1995,   0.76455352E+05,   0.38440722E+05,   0.13690716E+06,   0.15162432E+05,   0.25438311E+05
1996,   0.14698433E+07,   0.48415478E+06,   0.34674514E+07,   0.63534685E+06,   0.78730370E+06
1997,   0.45111216E+05,   0.19994408E+05,   0.88189361E+05,   0.72865302E+04,   0.17708799E+05
1998,   0.26029899E+06,   0.12102600E+06,   0.49248935E+06,   0.75623073E+05,   0.96261972E+05
1999,   0.69967078E+05,   0.30308017E+05,   0.13890758E+06,   0.13719357E+05,   0.28230414E+05
2000,   0.10587477E+06,   0.46203150E+05,   0.20915550E+06,   0.24558193E+05,   0.42345007E+05
2001,   0.28718453E+05,   0.13661980E+05,   0.53478043E+05,   0.44804934E+04,   0.10308340E+05
2002,   0.34376633E+05,   0.19404810E+05,   0.56532943E+05,   0.59369355E+04,   0.95544763E+04
2003,   0.65318226E+06,   0.25674553E+06,   0.13819612E+07,   0.23272353E+06,   0.29390174E+06
2004,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00
