CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.12058555E+04,   0.67594842E+03,   0.19935070E+04,   0.20945683E+03,   0.33913027E+03
1986,   0.35280656E+03,   0.27974968E+03,   0.43909610E+03,   0.37345150E+02,   0.40709367E+02
1987,   0.92913156E+03,   0.68388846E+03,   0.12340221E+04,   0.97957848E+02,   0.14069721E+03
1988,   0.37024334E+03,   0.30699938E+03,   0.44264219E+03,   0.28168015E+02,   0.34636127E+02
1989,   0.76859284E+03,   0.63845235E+03,   0.91738312E+03,   0.56356900E+02,   0.71223137E+02
1990,   0.59286401E+03,   0.50393747E+03,   0.69289562E+03,   0.36911629E+02,   0.48238740E+02
1991,   0.48771261E+03,   0.41821827E+03,   0.56539941E+03,   0.28492838E+02,   0.37570729E+02
1992,   0.66569353E+03,   0.54329779E+03,   0.80737586E+03,   0.39901922E+02,   0.67443110E+02
1993,   0.76108211E+03,   0.62606874E+03,   0.91650747E+03,   0.49330874E+02,   0.74169081E+02
1994,   0.72204834E+03,   0.60454664E+03,   0.85564246E+03,   0.44468515E+02,   0.64110682E+02
1995,   0.55030489E+03,   0.46162949E+03,   0.65098944E+03,   0.29836240E+02,   0.48347177E+02
1996,   0.16415321E+04,   0.10785046E+04,   0.23969100E+04,   0.17767893E+03,   0.33792253E+03
1997,   0.44733083E+03,   0.38903021E+03,   0.51185453E+03,   0.21227503E+02,   0.31349661E+02
1998,   0.93346559E+03,   0.77460494E+03,   0.11152244E+04,   0.58573633E+02,   0.86975847E+02
1999,   0.28301417E+03,   0.25029884E+03,   0.31878954E+03,   0.12006034E+02,   0.17479444E+02
2000,   0.34320399E+03,   0.30283498E+03,   0.38742153E+03,   0.16118253E+02,   0.21587587E+02
2001,   0.29969880E+03,   0.25709720E+03,   0.34730905E+03,   0.16612266E+02,   0.23028179E+02
2002,   0.22549468E+03,   0.19001616E+03,   0.26564949E+03,   0.15606884E+02,   0.19309797E+02
2003,   0.11883811E+04,   0.91614984E+03,   0.15162509E+04,   0.12662607E+03,   0.15336903E+03
2004,   0.59785550E+03,   0.45472387E+03,   0.77184963E+03,   0.71412218E+02,   0.81064072E+02
