CYEAR,LOAD,LOWER 95% CI,UPPER 95% CI,SE,SEP
1985,   0.29938312E+03,   0.22009968E+03,   0.39802952E+03,   0.37253161E+02,   0.45506607E+02
1986,   0.27077546E+03,   0.19796092E+03,   0.36171758E+03,   0.29423606E+02,   0.41885591E+02
1987,   0.22358684E+03,   0.17397791E+03,   0.28295230E+03,   0.19970993E+02,   0.27847261E+02
1988,   0.26801813E+03,   0.19112813E+03,   0.36568397E+03,   0.21445684E+02,   0.44667047E+02
1989,   0.41485259E+03,   0.32239079E+03,   0.52559729E+03,   0.30561798E+02,   0.51928190E+02
1990,   0.30649405E+03,   0.24296284E+03,   0.38154637E+03,   0.18254156E+02,   0.35405040E+02
1991,   0.18748483E+03,   0.15541643E+03,   0.22420240E+03,   0.93291390E+01,   0.17564415E+02
1992,   0.27288110E+03,   0.22121221E+03,   0.33297476E+03,   0.12444253E+02,   0.28545268E+02
1993,   0.60483114E+03,   0.46979485E+03,   0.76662412E+03,   0.29614632E+02,   0.75853428E+02
1994,   0.49937940E+03,   0.41136311E+03,   0.60060344E+03,   0.21794361E+02,   0.48325429E+02
1995,   0.22977286E+03,   0.19332274E+03,   0.27107234E+03,   0.97650890E+01,   0.19850383E+02
1996,   0.10425002E+04,   0.83181380E+03,   0.12902667E+04,   0.50924958E+02,   0.11711523E+03
1997,   0.30061175E+03,   0.19942393E+03,   0.43550423E+03,   0.11403485E+02,   0.60497241E+02
1998,   0.47254403E+03,   0.38856244E+03,   0.56924927E+03,   0.17425207E+02,   0.46142029E+02
1999,   0.19885368E+03,   0.16788732E+03,   0.23385427E+03,   0.69387004E+01,   0.16841594E+02
2000,   0.19893134E+03,   0.17026920E+03,   0.23101463E+03,   0.77826246E+01,   0.15506647E+02
2001,   0.14078673E+03,   0.11705297E+03,   0.16790456E+03,   0.60931544E+01,   0.12984502E+02
2002,   0.15380078E+03,   0.12893006E+03,   0.18205322E+03,   0.77205678E+01,   0.13563435E+02
2003,   0.79600033E+03,   0.62030516E+03,   0.10060336E+04,   0.46349832E+02,   0.98566884E+02
2004,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00,   0.00000000E+00
